text,intent,source,predicted_intent,confidence,correct
switch my hearing aids into telephone mode,device.memory.change,unseen_semantic_stress_test,device.memory.change,0.9292993545532227,True
select my music hearing profile,device.memory.change,unseen_semantic_stress_test,streaming.session.start,0.8877307176589966,False
move to a different hearing memory,device.memory.change,unseen_semantic_stress_test,device.memory.change,0.9933028221130371,True
change the program that is active,device.memory.change,unseen_semantic_stress_test,device.memory.change,0.9763540029525757,True
switch the devices to another acoustic setting,device.memory.change,unseen_semantic_stress_test,device.memory.change,0.9690009355545044,True
choose the hearing program I need now,device.memory.change,unseen_semantic_stress_test,device.memory.change,0.9817739129066467,True
change from the current memory to my outdoor one,device.memory.change,unseen_semantic_stress_test,device.memory.change,0.9835521578788757,True
activate my conversation setting,device.memory.change,unseen_semantic_stress_test,device.memory.change,0.92485111951828,True
switch the current hearing profile,device.memory.change,unseen_semantic_stress_test,device.memory.change,0.977017879486084,True
pick another program for my hearing aids,device.memory.change,unseen_semantic_stress_test,device.memory.change,0.958579421043396,True
change the active memory setting,device.memory.change,unseen_semantic_stress_test,device.memory.change,0.9882385730743408,True
put the devices into a different listening program,device.memory.change,unseen_semantic_stress_test,device.memory.change,0.9557843804359436,True
switch to another hearing environment,device.memory.change,unseen_semantic_stress_test,device.memory.change,0.9821381568908691,True
select the phone program on my hearing aids,device.memory.change,unseen_semantic_stress_test,device.memory.change,0.7947235703468323,True
change my hearing aids from the current program,device.memory.change,unseen_semantic_stress_test,device.memory.change,0.9585365653038025,True
activate a different hearing profile,device.memory.change,unseen_semantic_stress_test,device.memory.change,0.987762451171875,True
switch the listening memory to another option,device.memory.change,unseen_semantic_stress_test,device.memory.change,0.9640194177627563,True
make the sound a little softer,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9907095432281494,True
lower what I'm hearing without silencing it,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9864960312843323,True
"the hearing aids are too loud, turn them down",device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.98155677318573,True
reduce the audio level slightly,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9903102517127991,True
I need less volume but I still want to hear,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9662471413612366,True
make the sound quieter,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9946566820144653,True
bring the volume down a notch,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9893108606338501,True
turn the audio down a little,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9829513430595398,True
reduce how loud the hearing aids are,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9888473749160767,True
make everything less loud,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.99205082654953,True
drop the listening level slightly,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9740542769432068,True
"the sound is too strong, lower it",device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9928265810012817,True
give me a softer volume,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9898887276649475,True
turn down the hearing level,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.994695246219635,True
reduce the loudness but keep the sound on,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.984401524066925,True
make my hearing aids quieter,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9911121726036072,True
lower the current volume,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9948412775993347,True
take the volume down a bit,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9936145544052124,True
the audio is too loud for me,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9481863975524902,True
soften the sound coming through the devices,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9746219515800476,True
reduce the hearing aid volume,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9943559765815735,True
turn the sound lower,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9923111200332642,True
make the audio less intense,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9768575429916382,True
I want the volume reduced,device.volume.decrease,unseen_semantic_stress_test,device.volume.increase,0.934565007686615,False
bring the sound level down,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9943503737449646,True
make it quieter while keeping audio available,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9701647162437439,True
lower the output a little,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9926179051399231,True
reduce the current listening volume,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9902211427688599,True
turn the hearing aids down,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9900686144828796,True
make the audio more comfortable by lowering it,device.volume.decrease,unseen_semantic_stress_test,device.volume.increase,0.9253514409065247,False
decrease the sound level,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.994621992111206,True
the hearing aids need to be quieter,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9142787456512451,True
reduce the volume one step,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9931594133377075,True
make the listening level lower,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9929942488670349,True
turn down what I hear,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9916183352470398,True
lower the device volume slightly,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9924436211585999,True
the sound is a bit too loud,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9850727915763855,True
bring the audio level down,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9926369190216064,True
make the hearing output softer,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9915581941604614,True
reduce how much sound I'm getting,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9730408787727356,True
turn the volume down without muting,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9889124631881714,True
give me less sound,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9843669533729553,True
lower the hearing aid output,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9923886656761169,True
quiet the audio somewhat,device.volume.decrease,unseen_semantic_stress_test,streaming.session.stop,0.5748370289802551,False
reduce the loudness a little,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9923923015594482,True
turn the sound down but leave it audible,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9880566596984863,True
make my current volume lower,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9923948049545288,True
decrease the listening level,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9927706122398376,True
take the audio down slightly,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.5282227396965027,True
make the hearing aids less loud,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9917054176330566,True
lower the sound coming from the devices,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9855921268463135,True
reduce the volume but don't turn it off,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.978547215461731,True
soften the hearing aid output,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9895139932632446,True
turn it down just a little,device.volume.decrease,unseen_semantic_stress_test,device.volume.decrease,0.9841830134391785,True
make the hearing aids louder,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9942159056663513,True
raise the sound level a little,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9923179149627686,True
I need more volume,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9887112379074097,True
"the audio is too quiet, increase it",device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.991946280002594,True
boost what I'm hearing,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.993014931678772,True
turn the sound up,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.985499382019043,True
make everything louder,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.993196964263916,True
give me a stronger listening level,device.volume.increase,unseen_semantic_stress_test,device.volume.decrease,0.6172552704811096,False
raise the hearing aid volume,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9935769438743591,True
the sound needs to be louder,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9833638668060303,True
increase the audio output,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9894837737083435,True
bring the volume up a notch,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9907771348953247,True
make the hearing output stronger,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.6543948650360107,True
turn up what I hear,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9853384494781494,True
add a little more volume,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9802280068397522,True
raise the listening level,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9912005066871643,True
"I can barely hear, make it louder",device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.991567075252533,True
increase the loudness,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9936490654945374,True
boost the audio slightly,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.98859041929245,True
make the sound more prominent,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9917817711830139,True
turn the hearing aids up,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9856334328651428,True
give me more sound,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.8695311546325684,True
raise the current volume,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9942849278450012,True
the hearing aids are too quiet,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.8972552418708801,True
increase what comes through the devices,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9824953079223633,True
make the audio louder without changing the program,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.926341712474823,True
turn up the output,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9784433841705322,True
bring the sound level higher,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9865728616714478,True
make my hearing aids louder,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.993363618850708,True
raise the audio level,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9915444850921631,True
add more sound,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.8377581238746643,True
increase the hearing volume,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9951375126838684,True
make the listening output stronger,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.5398492813110352,True
turn the volume higher,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9921182990074158,True
boost what is coming through,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9880950450897217,True
raise the sound a little,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9916118383407593,True
I want more audio,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9471119046211243,True
make the device output louder,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9934788942337036,True
increase the listening level,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9919624924659729,True
the current volume is too low,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9900556802749634,True
turn up the hearing output,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9754087328910828,True
make the audio less quiet,device.volume.increase,unseen_semantic_stress_test,device.volume.decrease,0.9911683797836304,False
raise the device volume,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9934194684028625,True
give the sound a boost,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9876406788825989,True
increase the volume one step,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9923412799835205,True
make what I'm hearing louder,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9946181178092957,True
turn the sound up slightly,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9799584746360779,True
boost the hearing aid level,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9935256242752075,True
raise the loudness,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9930780529975891,True
more volume please,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9850776195526123,True
increase the current audio level,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9924363493919373,True
make the hearing output louder,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.9935876131057739,True
turn it up but keep the same program,device.volume.increase,unseen_semantic_stress_test,device.volume.increase,0.8362627625465393,True
strengthen the sound coming through,device.volume.increase,unseen_semantic_stress_test,device.volume.mute,0.3010689914226532,False
silence my hearing aids completely,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9947827458381653,True
stop all sound from the devices,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9805415868759155,True
I don't want to hear any audio right now,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.8522239327430725,True
make the hearing aids completely silent,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9925218224525452,True
turn the sound off entirely,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.991154670715332,True
mute the hearing aids,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9854562878608704,True
shut off the audio output,device.volume.mute,unseen_semantic_stress_test,streaming.session.stop,0.6102584600448608,False
give me complete silence,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.806310772895813,True
stop the sound completely,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9128406047821045,True
turn off all hearing aid audio,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9925552010536194,True
I need the devices to be silent,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9575623273849487,True
cut the sound off completely,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9901455044746399,True
silence everything I'm hearing,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9909674525260925,True
make the audio stop,device.volume.mute,unseen_semantic_stress_test,streaming.session.stop,0.8960452675819397,False
turn off the hearing output,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.8413699269294739,True
no sound from my hearing aids,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9258840084075928,True
completely silence the devices,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9945888519287109,True
stop all audio through the hearing aids,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9684121608734131,True
make them quiet with no sound at all,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9616745114326477,True
switch the hearing aids to complete silence,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.7877923846244812,True
I need total silence,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9815410375595093,True
mute all audio,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9930496215820312,True
stop what is playing through my hearing aids,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.33282193541526794,True
turn the hearing aid sound completely off,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9936938881874084,True
silence the audio output,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9796788692474365,True
make there be no sound,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9686591029167175,True
shut the hearing aid audio off,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9821181297302246,True
stop hearing anything through the devices,device.volume.mute,unseen_semantic_stress_test,streaming.session.stop,0.47161030769348145,False
turn off the sound entirely,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9907190203666687,True
silence my hearing output,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9828511476516724,True
remove all sound from the hearing aids,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9943301677703857,True
I want complete silence from the devices,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9809237718582153,True
mute the current audio,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9769111275672913,True
stop the hearing aid output,device.volume.mute,unseen_semantic_stress_test,streaming.session.stop,0.593681275844574,False
make the devices produce no sound,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9898450374603271,True
turn everything audible off,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9411644339561462,True
completely mute the hearing aids,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9928419589996338,True
stop all sound coming through,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9900049567222595,True
silence the current hearing output,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9720019102096558,True
turn off what I'm hearing,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.730361819267273,True
make the hearing aids silent,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9797336459159851,True
no audio should come through,device.volume.mute,unseen_semantic_stress_test,streaming.session.stop,0.32775378227233887,False
shut down the sound output,device.volume.mute,unseen_semantic_stress_test,device.volume.decrease,0.9890629649162292,False
mute the current hearing aid audio,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9873117208480835,True
stop the audio completely,device.volume.mute,unseen_semantic_stress_test,streaming.session.stop,0.7486912608146667,False
give me zero sound,device.volume.mute,unseen_semantic_stress_test,streaming.session.start,0.46194764971733093,False
turn all hearing aid audio off,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9927574396133423,True
silence the devices now,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9946430921554565,True
make the output completely silent,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9754706025123596,True
stop all audible output,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9625767469406128,True
mute what I'm hearing,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.971549928188324,True
turn the hearing sound off,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9824514985084534,True
no sound at all please,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9837194085121155,True
completely shut off the audio,device.volume.mute,unseen_semantic_stress_test,device.volume.mute,0.9672297835350037,True
bring the sound back after muting,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9834914803504944,True
restore audio to my hearing aids,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9022932648658752,True
let me hear through the devices again,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9530106782913208,True
turn the sound back on,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9926944971084595,True
resume audio output,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9565376043319702,True
unmute the hearing aids,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9935103058815002,True
restore the hearing aid sound,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.993517279624939,True
I want audio again,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9831369519233704,True
enable sound on the devices,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.8436705470085144,True
bring back the volume after silence,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.8014493584632874,True
stop muting my hearing aids,device.volume.unmute,unseen_semantic_stress_test,streaming.session.stop,0.699009358882904,False
turn audio back on,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9917347431182861,True
restore what I was hearing,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9409074783325195,True
let the hearing aids produce sound again,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9915764927864075,True
resume the sound output,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9846587181091309,True
remove the mute state,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9885635375976562,True
make the devices audible again,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9802676439285278,True
switch the hearing aids back to sound,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9758013486862183,True
turn hearing aid audio on,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9505521059036255,True
bring the audio back,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.979080855846405,True
restore sound to the devices,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.989337682723999,True
"I can hear nothing, enable the audio",device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.31410303711891174,True
unmute my hearing output,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9901784658432007,True
start the sound again,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.783190906047821,True
allow audio through the hearing aids,device.volume.unmute,unseen_semantic_stress_test,streaming.session.start,0.9331563711166382,False
restore the previous audio,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9901620149612427,True
turn the hearing output back on,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9886449575424194,True
bring sound back to my devices,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9623704552650452,True
enable the hearing aid speakers,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.7026576399803162,True
resume what was muted,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.878075122833252,True
make the hearing aids audible,device.volume.unmute,unseen_semantic_stress_test,device.volume.increase,0.45740559697151184,False
switch off mute mode,device.volume.unmute,unseen_semantic_stress_test,device.memory.change,0.7144532203674316,False
restore audio after muting,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.990100085735321,True
turn sound back on for the hearing aids,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.992053747177124,True
let audio come through again,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.8114298582077026,True
enable the device output,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.28672829270362854,True
return the hearing aids to audible mode,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9618018865585327,True
undo mute,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9902473092079163,True
restore the sound level,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.6205586791038513,True
start hearing aid audio again,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.8858078122138977,True
bring back the hearing output,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9601387977600098,True
make the devices produce sound again,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9913825392723083,True
cancel the mute,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9776182770729065,True
resume audio through my hearing aids,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.867516279220581,True
turn on the sound again,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9916222095489502,True
restore hearing aid audio,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9887430667877197,True
unmute the current output,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9825855493545532,True
allow sound to pass through again,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9811195135116577,True
reactivate audio on the hearing aids,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9803287982940674,True
bring the sound back,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9629860520362854,True
turn the audio output on again,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9867737293243408,True
remove complete silence,device.volume.unmute,unseen_semantic_stress_test,reminders.task.complete,0.6587806940078735,False
restore audible output,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9866498112678528,True
enable sound again,device.volume.unmute,unseen_semantic_stress_test,device.volume.unmute,0.9881998300552368,True
where did I leave my phone,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9857110381126404,True
help me locate my mobile,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9837151169776917,True
find the phone for me,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9689732789993286,True
I can't find my smartphone,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9894739985466003,True
show me where my phone is,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9820622801780701,True
locate my mobile device,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9945597052574158,True
track down my phone,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.985056459903717,True
where is my handset,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9774446487426758,True
help find my phone,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.9940142035484314,True
tell me where the phone is,find.phone.locate,unseen_semantic_stress_test,find.phone.locate,0.955901563167572,True
