true_intent,predicted_intent,count_for_pair,confidence,row_number,text
Default Fallback Intent,Help_HearingCareAnywhereConnect,57,0.25747423561743155,1929,iconic store
Default Fallback Intent,Help_HearingCareAnywhereConnect,57,0.23379808152576004,1930,basically
Default Fallback Intent,Help_HearingCareAnywhereConnect,57,0.23379808152576004,1951,nevermind
Default Fallback Intent,Help_HearingCareAnywhereConnect,57,0.23379808152576004,1979,dailly
Default Fallback Intent,Help_HearingCareAnywhereConnect,57,0.3441781516873805,1994,where can i find videos for the hearing aid for instructions
Default Fallback Intent,Help_HearingCareAnywhereConnect,57,0.3545730536109374,2009,lay down here
Default Fallback Intent,Cmd.FindMyPhone,52,0.17488894016445003,1840,ashes to ashes all fall down
Default Fallback Intent,Cmd.FindMyPhone,52,0.510376508868482,1874,what is my location
Default Fallback Intent,Cmd.FindMyPhone,52,0.5203887251987827,1894,can you call my contact
Default Fallback Intent,Cmd.FindMyPhone,52,0.899130431645948,1902,can you put my phone on chris home
Default Fallback Intent,Cmd.FindMyPhone,52,0.9505704719763763,1908,phone phone phone phone phone
Default Fallback Intent,Cmd.FindMyPhone,52,0.9544683739423585,1934,adjusted with my phone
Default Fallback Intent,Cmd.FindMyPhone,52,0.3424317609471182,1935,is my sign
Default Fallback Intent,Cmd.FindMyPhone,52,0.21528396514903678,1955,android phone to listen to spotify
Default Fallback Intent,Cmd.FindMyPhone,52,0.7846617379781139,1964,phone
Default Fallback Intent,Cmd.FindMyPhone,52,0.9368985726495278,1991,shelley my phone
Cmd.VolumeDecrease,Cmd.VolumeIncrease,51,0.25382793453348323,1373,make my hearing aids softer
Cmd.VolumeDecrease,Cmd.VolumeIncrease,51,0.41031551291923646,1376,decrease the volume in my aids
Cmd.VolumeDecrease,Cmd.VolumeIncrease,51,0.4058801642140813,1380,drop the volume by 50%
Cmd.VolumeDecrease,Cmd.VolumeIncrease,51,0.49793963687355924,1383,min loudness
Cmd.VolumeDecrease,Cmd.VolumeIncrease,51,0.7921640249673843,1386,make the volume less
Cmd.VolumeDecrease,Cmd.VolumeIncrease,51,0.49667445777429997,1390,decrease the loudness in my aids
Cmd.VolumeDecrease,Cmd.VolumeIncrease,51,0.49793963687355924,1398,minimum loudness
Cmd.VolumeDecrease,Cmd.VolumeIncrease,51,0.36271965090171765,1401,turn down the volume in my right hearing aid
Cmd.VolumeDecrease,Cmd.VolumeIncrease,51,0.5163441824074111,1402,volume softer
Cmd.VolumeDecrease,Cmd.VolumeIncrease,51,0.5012342637134736,1413,less volume please
Cmd.MemoryChange,Default Fallback Intent,48,0.19637066651846563,2679,change to personal
Cmd.MemoryChange,Default Fallback Intent,48,0.2521405909992308,2682,change to car
Cmd.MemoryChange,Default Fallback Intent,48,0.21298962695856555,2686,change to automatic
Cmd.MemoryChange,Default Fallback Intent,48,0.26750100818405964,2688,change to golf
Cmd.MemoryChange,Default Fallback Intent,48,0.25366375227172894,2692,change to master
Cmd.MemoryChange,Default Fallback Intent,48,0.18084740659464676,2696,change to school
Cmd.MemoryChange,Default Fallback Intent,48,0.30333460267001683,4783,can you go to personal
Cmd.MemoryChange,Default Fallback Intent,48,0.24886249424064047,4784,please go to restaurant
Cmd.MemoryChange,Default Fallback Intent,48,0.31258764407709044,4786,can you go to meeting
Cmd.MemoryChange,Default Fallback Intent,48,0.3484011327493422,5401,can you auditorium memory
Cmd.MemoryChange,Help_MemoryOptions,47,0.5619006413938958,2608,restaurant memory
Cmd.MemoryChange,Help_MemoryOptions,47,0.6782770762763316,2609,outdoors memory
Cmd.MemoryChange,Help_MemoryOptions,47,0.6305531021142106,2610,meeting memory
Cmd.MemoryChange,Help_MemoryOptions,47,0.6469649546429201,2612,car memory
Cmd.MemoryChange,Help_MemoryOptions,47,0.22991950340388176,2613,auditorium memory
Cmd.MemoryChange,Help_MemoryOptions,47,0.7336206469503003,2614,television memory
Cmd.MemoryChange,Help_MemoryOptions,47,0.5492449019618584,2618,everyday memory
Cmd.MemoryChange,Help_MemoryOptions,47,0.3665348719312444,2619,golf memory
Cmd.MemoryChange,Help_MemoryOptions,47,0.3607673115398259,2621,kitchen memory
Cmd.MemoryChange,Help_MemoryOptions,47,0.7504597646227625,2624,office memory
Default Fallback Intent,Help_DeviceSettings,37,0.30781391808404457,1866,how do i know if i need hearing aids
Default Fallback Intent,Help_DeviceSettings,37,0.2326007244466244,1945,how do i set it up for stereo
Default Fallback Intent,Help_DeviceSettings,37,0.30581226554546986,1961,turn on the answer double tap slept here.
Default Fallback Intent,Help_DeviceSettings,37,0.32020558373169083,2010,you need some help
Default Fallback Intent,Help_DeviceSettings,37,0.42712152534673514,2021,he did just change it
Default Fallback Intent,Help_DeviceSettings,37,0.41610965234666064,2057,when is the king and i playing
Default Fallback Intent,Help_DeviceSettings,37,0.3383527631948448,2081,wendy's double tapped it and has not worked
Default Fallback Intent,Help_DeviceSettings,37,0.5311222803604723,2121,on north koreans office will the fuckers off here.
Default Fallback Intent,Help_DeviceSettings,37,0.38122702255460994,2146,address change
Default Fallback Intent,Help_DeviceSettings,37,0.281839898749176,2227,why would i need to worry about health guidelines
Default Fallback Intent,Cmd.VolumeDecrease,33,0.4854284673848762,1850,new delhi
Default Fallback Intent,Cmd.VolumeDecrease,33,0.4633596257400725,1889,take a look at a distance
Default Fallback Intent,Cmd.VolumeDecrease,33,0.576874504252099,1924,turn off the kitchen light
Default Fallback Intent,Cmd.VolumeDecrease,33,0.7200250262145198,1928,turn off cable
Default Fallback Intent,Cmd.VolumeDecrease,33,0.22611533198989256,1966,don't tell me that's the problem
Default Fallback Intent,Cmd.VolumeDecrease,33,0.46139026370107067,2002,sentences with more
Default Fallback Intent,Cmd.VolumeDecrease,33,0.5648508108806342,2054,it smooths down is forced down
Default Fallback Intent,Cmd.VolumeDecrease,33,0.2925606065889765,2070,live in your ear if there's a wire
Default Fallback Intent,Cmd.VolumeDecrease,33,0.47002690340406234,2106,and push it down for dramatics
Default Fallback Intent,Cmd.VolumeDecrease,33,0.2909678576757027,2122,turn off alarm
Default Fallback Intent,Help_FindMyHearingAids,27,0.21403634276871833,1872,tell me a joke i need to be cheered up
Default Fallback Intent,Help_FindMyHearingAids,27,0.7192947771991749,1946,any help you
Default Fallback Intent,Help_FindMyHearingAids,27,0.40315272788005246,2025,i said other program
Default Fallback Intent,Help_FindMyHearingAids,27,0.5219450649602191,2113,thanks for changing
Default Fallback Intent,Help_FindMyHearingAids,27,0.6735027287751644,2118,search genesis
Default Fallback Intent,Help_FindMyHearingAids,27,0.19067222879865967,2140,how do i hook up my watch
Default Fallback Intent,Help_FindMyHearingAids,27,0.6616594473120219,2144,why is my left hearing aid
Default Fallback Intent,Help_FindMyHearingAids,27,0.211184939769905,2167,"stream, youtube music."
Default Fallback Intent,Help_FindMyHearingAids,27,0.1880419384212721,2168,how long do hearing aids last
Default Fallback Intent,Help_FindMyHearingAids,27,0.37158498399217194,2179,telephone audio input
reminders.add,reminders.complete,22,0.37931330425882803,875,reminder
reminders.add,reminders.complete,22,0.37158738599530605,876,make a reminder
reminders.add,reminders.complete,22,0.33576791381199805,953,reminder for 4:15 p.m. today visit grandma please
reminders.add,reminders.complete,22,0.33576791381199805,954,reminder for 4.15 p.m. today visit grandma please
reminders.add,reminders.complete,22,0.5576229406700941,976,new reminder about fitness
reminders.add,reminders.complete,22,0.3554720524704023,1016,reminder for this evening
reminders.add,reminders.complete,22,0.3163412129971016,1032,add reminder for meeting
reminders.add,reminders.complete,22,0.7096020095823814,3465,can you reminder
reminders.add,reminders.complete,22,0.46045194010343066,3466,please make a reminder
reminders.add,reminders.complete,22,0.5769048152387287,3621,please reminder for 4:15 p.m. today visit grandma please
Help_Volume,Cmd.VolumeIncrease,21,0.6862245677354831,1670,how do i turn up the loudness in just the left side?
Help_Volume,Cmd.VolumeIncrease,21,0.5634796227016873,1695,how do turn the volume up
Help_Volume,Cmd.VolumeIncrease,21,0.40525803729440185,1708,how do i decrease the loudness in just the left side?
Help_Volume,Cmd.VolumeIncrease,21,0.711088167973546,1723,how do i turn the volume up
Help_Volume,Cmd.VolumeIncrease,21,0.27939507137825914,1727,why am i not getting any sound
Help_Volume,Cmd.VolumeIncrease,21,0.5484608779901062,1738,how to turn the volume up on my hearing aids
Help_Volume,Cmd.VolumeIncrease,21,0.33448362031522005,5774,help with loudness changes
Help_Volume,Cmd.VolumeIncrease,21,0.703076127695274,5902,how do i adjust the loudness on just the right side?
Help_Volume,Cmd.VolumeIncrease,21,0.7418058515406493,6141,how do i increase the volume in just the left side?
Help_Volume,Cmd.VolumeIncrease,21,0.43046635262545996,6164,how do i make it louder?
Cmd.StreamingStop,Cmd.StreamingStart,20,0.4217574719287554,5834,stop stream
Cmd.StreamingStop,Cmd.StreamingStart,20,0.5498251589182487,5895,stop streaming tv to my hearing aids
Cmd.StreamingStop,Cmd.StreamingStart,20,0.49245723334220176,6915,stop the audio stream
Cmd.StreamingStop,Cmd.StreamingStart,20,0.2833604681001707,6916,end the tv connection
Cmd.StreamingStop,Cmd.StreamingStart,20,0.45849011355371005,6918,disconnect the streaming
Cmd.StreamingStop,Cmd.StreamingStart,20,0.4632692298821631,6923,disconnect the remote microphone
Cmd.StreamingStop,Cmd.StreamingStart,20,0.5547726498383598,6924,end the music stream
Cmd.StreamingStop,Cmd.StreamingStart,20,0.5758544604333818,7200,end the tv audio stream
Cmd.StreamingStop,Cmd.StreamingStart,20,0.7223862975772899,7206,quit the audio stream
Cmd.StreamingStop,Cmd.StreamingStart,20,0.4914843965619849,7209,stop playing the tv through my aids
Default Fallback Intent,Help_Customize,20,0.7489521114307657,1869,how do i tie my shoes
Default Fallback Intent,Help_Customize,20,0.6887164723140561,1873,should i tell him how i feel
Default Fallback Intent,Help_Customize,20,0.527828024597887,1886,ask my house
Default Fallback Intent,Help_Customize,20,0.7912992849748006,1912,how do i spell machine
Default Fallback Intent,Help_Customize,20,0.36518653567180775,1976,where can i find brain activity
Default Fallback Intent,Help_Customize,20,0.512670185651935,2084,what do i do to get my right
Default Fallback Intent,Help_Customize,20,0.556048319195445,2132,i cannot tell a lie
Default Fallback Intent,Help_Customize,20,0.6526164485830414,2189,how do i fix my
Default Fallback Intent,Help_Customize,20,0.4331314036869987,2193,why does one of your sound louder than the other
Default Fallback Intent,Help_Customize,20,0.3301409313011374,2198,how do i use
Default Fallback Intent,Cmd.VolumeMute,19,0.6226279089470944,1906,florist off screen
Default Fallback Intent,Cmd.VolumeMute,19,0.35322330504284805,1920,nothing wrong with me
Default Fallback Intent,Cmd.VolumeMute,19,0.38351427333625515,1954,turn the lights off
Default Fallback Intent,Cmd.VolumeMute,19,0.24905446076494028,2164,can come off
Default Fallback Intent,Cmd.VolumeMute,19,0.8964801668532358,2216,your needs cut off.
Default Fallback Intent,Cmd.VolumeMute,19,0.24818415434833357,4260,can you florist off screen
Default Fallback Intent,Cmd.VolumeMute,19,0.5498474375757485,4279,please turn off toshiba
Default Fallback Intent,Cmd.VolumeMute,19,0.26764324690747104,4281,please nothing wrong with me
Default Fallback Intent,Cmd.VolumeMute,19,0.6079403761143908,4286,please turn off the kitchen light
Default Fallback Intent,Cmd.VolumeMute,19,0.6194643871678209,4287,can you turn off the kitchen light
Cmd.MemoryChange,Help_MaskMode,19,0.7623306641079848,2288,mask memory
Cmd.MemoryChange,Help_MaskMode,19,0.9363118563147004,2289,mask mode
Cmd.MemoryChange,Help_MaskMode,19,0.9578718553046002,2290,switch to mask
Cmd.MemoryChange,Help_MaskMode,19,0.8001881860096813,2291,mask setting
Cmd.MemoryChange,Help_MaskMode,19,0.807390196797935,2292,mask program
Cmd.MemoryChange,Help_MaskMode,19,0.5379822077004794,2300,change to mask mode memory
Cmd.MemoryChange,Help_MaskMode,19,0.9739329122099408,2301,change to mask mode
Cmd.MemoryChange,Help_MaskMode,19,0.28197384798457964,2690,change to home
Cmd.MemoryChange,Help_MaskMode,19,0.41626081595109105,2716,switch to home
Cmd.MemoryChange,Help_MaskMode,19,0.9563790518708091,4787,can you mask mode
Cmd.MemoryChange,Cmd.FindMyPhone,18,0.4964173633580976,2286,go to outdoors
Cmd.MemoryChange,Cmd.FindMyPhone,18,0.426113307291968,2661,telephone setting
Cmd.MemoryChange,Cmd.FindMyPhone,18,0.8840029194742548,2685,change to telephone
Cmd.MemoryChange,Cmd.FindMyPhone,18,0.8177841186274436,2711,switch to telephone
Cmd.MemoryChange,Cmd.FindMyPhone,18,0.2938410610678628,2714,switch to golf
Cmd.MemoryChange,Cmd.FindMyPhone,18,0.28467110447517785,2766,setting three
Cmd.MemoryChange,Cmd.FindMyPhone,18,0.5979551431747685,4782,can you go to outdoors
Cmd.MemoryChange,Cmd.FindMyPhone,18,0.5411547939321936,5405,can you telephone memory
Cmd.MemoryChange,Cmd.FindMyPhone,18,0.27559801901675823,5429,can you telephone program
Cmd.MemoryChange,Cmd.FindMyPhone,18,0.8482266998839338,5457,can you telephone setting
Cmd.VolumeDecrease,Default Fallback Intent,16,0.2230216765189696,1375,minimum sound
Cmd.VolumeDecrease,Default Fallback Intent,16,0.2230216765189696,1393,min sound
Cmd.VolumeDecrease,Default Fallback Intent,16,0.549498073796056,3901,can you minimum sound
Cmd.VolumeDecrease,Default Fallback Intent,16,0.282357873382015,3910,can you lower the level of my hearing aids
Cmd.VolumeDecrease,Default Fallback Intent,16,0.549498073796056,3928,can you min sound
Cmd.VolumeDecrease,Default Fallback Intent,16,0.5420809717518446,3958,can you decrease hearing
Cmd.VolumeDecrease,Default Fallback Intent,16,0.34236647773054635,6390,its laud here
Cmd.VolumeDecrease,Default Fallback Intent,16,0.6811721285230187,6392,its too lound
Cmd.VolumeDecrease,Default Fallback Intent,16,0.8636615285821647,6536,can you soften things a little?
Cmd.VolumeDecrease,Default Fallback Intent,16,0.3706945664110743,6538,it's blasting in my ears
Default Fallback Intent,Cmd.TranscribeStart,16,0.12534654890975896,1918,saturday
Default Fallback Intent,Cmd.TranscribeStart,16,0.6890314562896525,1957,turn on this is my life
Default Fallback Intent,Cmd.TranscribeStart,16,0.3864288294569649,2003,pretty sure that's mine but i can't put it on now
Default Fallback Intent,Cmd.TranscribeStart,16,0.23679015682651655,2056,i'm floating on the road
Default Fallback Intent,Cmd.TranscribeStart,16,0.21099775779220703,2141,wow that's intense intense number
Default Fallback Intent,Cmd.TranscribeStart,16,0.6828309960309025,2205,monthly
Default Fallback Intent,Cmd.TranscribeStart,16,0.23536223358847394,4196,please ashes to ashes all fall down
Default Fallback Intent,Cmd.TranscribeStart,16,0.24109819242496552,4197,can you ashes to ashes all fall down
Default Fallback Intent,Cmd.TranscribeStart,16,0.20898979278161225,4336,can you turn on this is my life
Default Fallback Intent,Cmd.TranscribeStart,16,0.46716413079396557,4479,can you more like this is
Default Fallback Intent,Cmd.TranslationStart,15,0.6184087684401898,1922,i don't remember i don't remember this being such a big fish
Default Fallback Intent,Cmd.TranslationStart,15,0.6131234224989474,1947,look up your nose real quick to
Default Fallback Intent,Cmd.TranslationStart,15,0.267257292313583,1958,she goes
Default Fallback Intent,Cmd.TranslationStart,15,0.24381835379394104,1990,the score of the minnesota twins game
Default Fallback Intent,Cmd.TranslationStart,15,0.3410454639098156,2158,turn
Default Fallback Intent,Cmd.TranslationStart,15,0.35758502887721827,4238,can you ask my house
Default Fallback Intent,Cmd.TranslationStart,15,0.43811274855848603,4320,please look up your nose real quick to
Default Fallback Intent,Cmd.TranslationStart,15,0.37597975856767457,4321,can you look up your nose real quick to
Default Fallback Intent,Cmd.TranslationStart,15,0.46077153003289245,4380,can you the score of the minnesota twins game
Default Fallback Intent,Cmd.TranslationStart,15,0.38318135368350004,4541,can you score of the twins game
Cmd.MemoryChange,Help_FindMyHearingAids,14,0.29237863313655144,2616,telephone memory
Cmd.MemoryChange,Help_FindMyHearingAids,14,0.29812790506001163,2622,master memory
Cmd.MemoryChange,Help_FindMyHearingAids,14,0.21159500312267535,2628,speech memory
Cmd.MemoryChange,Help_FindMyHearingAids,14,0.33900214840539794,2691,change to kitchen
Cmd.MemoryChange,Help_FindMyHearingAids,14,0.5743950637033376,2775,program four
Cmd.MemoryChange,Help_FindMyHearingAids,14,0.2603686489144346,2776,memory four
Cmd.MemoryChange,Help_FindMyHearingAids,14,0.2783333904944325,2791,program number one
Cmd.MemoryChange,Help_FindMyHearingAids,14,0.34059978089853055,2792,memory number one
Cmd.MemoryChange,Help_FindMyHearingAids,14,0.5084017063777346,2818,memory number four
Cmd.MemoryChange,Help_FindMyHearingAids,14,0.3302108734288816,4780,please put hearing aids in auditorium setting
Help_Home,Help_AppSettings,13,0.5318107198478199,6772,what features does this app have
Help_Home,Help_AppSettings,13,0.5269047304723636,7903,i don't know how to use this app
Help_Home,Help_AppSettings,13,0.758308122613347,7909,help me figure out the app
Help_Home,Help_AppSettings,13,0.4464698199286173,7916,i can't make sense of the app
Help_Home,Help_AppSettings,13,0.6461076004348479,7918,help i'm overwhelmed by the app
Help_Home,Help_AppSettings,13,0.47045861805792544,8205,where should i start
Help_Home,Help_AppSettings,13,0.9031176758313602,8246,what can i do with this app
Help_Home,Help_AppSettings,13,0.8179801809688169,8247,show me the app features
Help_Home,Help_AppSettings,13,0.33456445781720245,8249,help me understand this app
Help_Home,Help_AppSettings,13,0.6234445114141991,8253,what can the app do
reminders.add,Help_Reminder,13,0.6082185704451532,3443,can you create a new reminder
reminders.add,Help_Reminder,13,0.3974739058736893,3502,can you create a reminder
reminders.add,Help_Reminder,13,0.37665688337289555,6055,create reminder
reminders.add,Help_Reminder,13,0.6120536303035136,6113,i need to set up a reminder
reminders.add,Help_Reminder,13,0.622705515384862,6146,i would like a reminder
reminders.add,Help_Reminder,13,0.5059235653201823,6151,i would like to add a reminder
reminders.add,Help_Reminder,13,0.6503428382711574,6154,i would like to set a reminder
reminders.add,Help_Reminder,13,0.681149085363922,6157,i would like to set up a reminder
reminders.add,Help_Reminder,13,0.676985439904021,6334,set my reminders
reminders.add,Help_Reminder,13,0.4320176820912807,6348,setup reminder
Default Fallback Intent,Cmd.VolumeUnmute,13,0.2975593350380411,1963,turn the lights on
Default Fallback Intent,Cmd.VolumeUnmute,13,0.35409138130209067,1992,switch on ps4
Default Fallback Intent,Cmd.VolumeUnmute,13,0.48912835183270686,2085,right on
Default Fallback Intent,Cmd.VolumeUnmute,13,0.32812657420899044,2165,hold on
Default Fallback Intent,Cmd.VolumeUnmute,13,0.21330683264827605,4335,please turn on this is my life
Default Fallback Intent,Cmd.VolumeUnmute,13,0.9057083085398078,4344,please turn the lights on
Default Fallback Intent,Cmd.VolumeUnmute,13,0.3251136253510511,4364,please turn on light.
Default Fallback Intent,Cmd.VolumeUnmute,13,0.484268853032929,4383,please switch on ps4
Default Fallback Intent,Cmd.VolumeUnmute,13,0.556374593519135,4574,please turn on wi-fi
Default Fallback Intent,Cmd.VolumeUnmute,13,0.22331866541493545,6678,i need some assistance
Default Fallback Intent,Help_SelfCheck,13,0.4706429228615962,1984,bank number to car
Default Fallback Intent,Help_SelfCheck,13,0.7708648487195634,2114,only if it's not a problem for cdl
Default Fallback Intent,Help_SelfCheck,13,0.21397558859449214,2161,sweet car
Default Fallback Intent,Help_SelfCheck,13,0.23193706161946082,2248,right
Default Fallback Intent,Help_SelfCheck,13,0.3822597937014296,2260,what is starkey hearing aids
Default Fallback Intent,Help_SelfCheck,13,0.3538215004524345,4239,"please hello, just a hearing aid the volume on my hearing aids. bye. bye."
Default Fallback Intent,Help_SelfCheck,13,0.44565472481436574,4240,"can you hello, just a hearing aid the volume on my hearing aids. bye. bye."
Default Fallback Intent,Help_SelfCheck,13,0.7090114161525711,4580,please only if it's not a problem for cdl
Default Fallback Intent,Help_SelfCheck,13,0.7258600644956227,6319,i can't hear you my left hearing aid does not show up on my
Default Fallback Intent,Help_SelfCheck,13,0.3390150933074737,6353,my hearing aids
Help_WhatsNew,Default Fallback Intent,12,0.40245796521166427,449,what's new in the app?
Help_WhatsNew,Default Fallback Intent,12,0.40245796521166427,450,what's new in the app
Help_WhatsNew,Default Fallback Intent,12,0.2797494853159754,456,what's new in this version of my app?
Help_WhatsNew,Default Fallback Intent,12,0.5078778331289413,458,what's new in this version?
Help_WhatsNew,Default Fallback Intent,12,0.512564173143792,3196,can you quick start
Help_WhatsNew,Default Fallback Intent,12,0.262480562024502,6035,what's different about kind?
Help_WhatsNew,Default Fallback Intent,12,0.3170057690457666,7882,what got added recently
Help_WhatsNew,Default Fallback Intent,12,0.2628717542431947,7883,any new updates to know about
Help_WhatsNew,Default Fallback Intent,12,0.46644163203238564,7884,what's been updated lately
Help_WhatsNew,Default Fallback Intent,12,0.5845979166899857,7886,show recent changes
Cmd.VolumeUnmute,Cmd.VolumeMute,12,0.3219618804658602,628,turn off mute
Cmd.VolumeUnmute,Cmd.VolumeMute,12,0.5625593731007424,634,turn mute off
Cmd.VolumeUnmute,Cmd.VolumeMute,12,0.2587068635370552,636,enable right hearing aid
Cmd.VolumeUnmute,Cmd.VolumeMute,12,0.7852362314466796,3257,can you mute off
Cmd.VolumeUnmute,Cmd.VolumeMute,12,0.5299837015281591,3264,please turn off mute
Cmd.VolumeUnmute,Cmd.VolumeMute,12,0.5052711347057475,3265,can you turn off mute
Cmd.VolumeUnmute,Cmd.VolumeMute,12,0.6791896619564192,3278,please turn mute off
Cmd.VolumeUnmute,Cmd.VolumeMute,12,0.6475257180184114,3279,can you turn mute off
Cmd.VolumeUnmute,Cmd.VolumeMute,12,0.28174770066558874,7113,stop the silence i want sound
Cmd.VolumeUnmute,Cmd.VolumeMute,12,0.3248689166936119,7119,cancel the mute please
Cmd.MemoryChange,Cmd.TranscribeStart,12,0.17628867731803963,2665,gym setting
Cmd.MemoryChange,Cmd.TranscribeStart,12,0.19511281295531865,2671,quiet setting
Cmd.MemoryChange,Cmd.TranscribeStart,12,0.3819266263819399,2681,change to meeting
Cmd.MemoryChange,Cmd.TranscribeStart,12,0.492795830421874,2689,change to gym
Cmd.MemoryChange,Cmd.TranscribeStart,12,0.1811078801511399,2703,switch to personal
Cmd.MemoryChange,Cmd.TranscribeStart,12,0.7093036394079807,2705,switch to meeting
Cmd.MemoryChange,Cmd.TranscribeStart,12,0.27541392146159827,2712,switch to automatic
Cmd.MemoryChange,Cmd.TranscribeStart,12,0.7291384109749528,2715,switch to gym
Cmd.MemoryChange,Cmd.TranscribeStart,12,0.5039636678409588,2721,switch to quiet
Cmd.MemoryChange,Cmd.TranscribeStart,12,0.2053415999188091,2723,switch to speech
Cmd.VolumeIncrease,Default Fallback Intent,11,0.2855527363340321,6506,the tv is hard to hear
Cmd.VolumeIncrease,Default Fallback Intent,11,0.6300590967235459,6510,turn things up a notch
Cmd.VolumeIncrease,Default Fallback Intent,11,0.4804771309002047,6513,everyone is mumbling
Cmd.VolumeIncrease,Default Fallback Intent,11,0.40163651427264546,6517,the sound isn't strong enough
Cmd.VolumeIncrease,Default Fallback Intent,11,0.5995629735817475,6530,this is barely audible
Cmd.VolumeIncrease,Default Fallback Intent,11,0.3687902719663437,6740,amplify things for me
Cmd.VolumeIncrease,Default Fallback Intent,11,0.550999772485297,6743,everyone has to say things twice for me
Cmd.VolumeIncrease,Default Fallback Intent,11,0.2709292741175707,7016,i'm missing half the conversation
Cmd.VolumeIncrease,Default Fallback Intent,11,0.5023394308157549,7019,bump it up a little
Cmd.VolumeIncrease,Default Fallback Intent,11,0.47545195983593136,7025,sound feels weak
Default Fallback Intent,Cmd.SendMessage,11,0.8207768543475781,1839,got to getting a text message at boston
Default Fallback Intent,Cmd.SendMessage,11,0.20445238710172506,1910,don't make any noise for a minute
Default Fallback Intent,Cmd.SendMessage,11,0.18582366113554813,1932,hey find me a way to white oaks mall
Default Fallback Intent,Cmd.SendMessage,11,0.20829444142635922,1943,hey google
Default Fallback Intent,Cmd.SendMessage,11,0.461319998004673,2229,thunder message
Default Fallback Intent,Cmd.SendMessage,11,0.37823080248724894,2238,go back to a high
Default Fallback Intent,Cmd.SendMessage,11,0.305071527588122,2245,write a program of research institute
Default Fallback Intent,Cmd.SendMessage,11,0.4406224837067926,4686,please on a good day
Default Fallback Intent,Cmd.SendMessage,11,0.6744211986249894,4687,can you on a good day
Default Fallback Intent,Cmd.SendMessage,11,0.5839136657564572,4735,please go back to a high
Default Fallback Intent,Help_AppSettings,11,0.1665519536801915,1968,how can i find out what time it is
Default Fallback Intent,Help_AppSettings,11,0.32194668997577625,2053,what can i ask?
Default Fallback Intent,Help_AppSettings,11,0.43445562594035425,4219,can you should i tell him how i feel
Default Fallback Intent,Help_AppSettings,11,0.3685718260150161,4384,can you switch on ps4
Default Fallback Intent,Help_AppSettings,11,0.5262161234264376,4443,can you return to initial settings
Default Fallback Intent,Help_AppSettings,11,0.29107632914378817,4619,can you address change
Default Fallback Intent,Help_AppSettings,11,0.6740081558778804,4663,can you all pre-program settings change when once changed
Default Fallback Intent,Help_AppSettings,11,0.516482911385022,4680,can you show me the jury
Default Fallback Intent,Help_AppSettings,11,0.7652928053204067,6304,how do i change
Default Fallback Intent,Help_AppSettings,11,0.6312915048900952,6361,rain. the the app me
Cmd.MemoryChange,Help_Tinnitus,11,0.4039572535923661,2630,tinnitus memory
Cmd.MemoryChange,Help_Tinnitus,11,0.6014931437407564,2675,tinnitus setting
Cmd.MemoryChange,Help_Tinnitus,11,0.6451900275946634,2699,change to tinnitus
Cmd.MemoryChange,Help_Tinnitus,11,0.547731500872301,2725,switch to tinnitus
