row_number,text,true_intent,predicted_intent,true_id,predicted_id,correct,confidence
1757,replay my message.,Cmd.ListenMessage,Default Fallback Intent,10,21,0,0.2143054107894077
5959,how long have i danced,Cmd.ActivityExercise,Cmd.ActivityRun,3,4,0,0.21433224422472152
7493,guide me on changing volume,Help_Volume,Cmd.VolumeUnmute,52,20,0,0.21436965609120057
441,how much have i walked this week?,Cmd.ActivityWalk,Help_Health,7,33,0,0.21499641617187834
8398,take care,Default Fallback Intent,Help_DemoMode,21,28,0,0.2150669547813392
2257,locate,Default Fallback Intent,Help_Customize,21,27,0,0.21508489234866854
1955,android phone to listen to spotify,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.21528396514903678
328,where is intellivoice?,Help_IntelliVoice,Help_HearingCareAnywhereConnect,40,35,0,0.2153309188514183
2082,lift device not registering,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.21553508450099207
6590,do i need a charger soon?,Cmd.BatteryLevel,Help_Home,8,38,0,0.2161835612856272
2079,alter metal plates myrtle beach storm,Default Fallback Intent,reminders.add,21,55,0,0.21710264108464647
6371,there's an! over my right hearing aid,Default Fallback Intent,Help_Pairing,21,43,0,0.2180117320599709
7100,reactivate the sound,Cmd.VolumeUnmute,Default Fallback Intent,20,21,0,0.21807518293573427
7374,speak my latest texts to me,Cmd.ListenMessage,Cmd.ActivityStand,10,5,0,0.21828705655258202
1848,what is the impact to the environment of an electric battery for a vehicle,Default Fallback Intent,Help_EdgeMode,21,30,0,0.2184858662685246
6473,send one,Cmd.SendMessage,Help_HearingCareAnywhereConnect,12,35,0,0.21868897901194712
3175,can you show me how long i've walked?,Cmd.ActivityWalk,Help_Health,7,33,0,0.21966313114693714
1970,how everything's working for us,Default Fallback Intent,Help_DemoMode,21,28,0,0.2200262341377458
7662,explain how to test my devices,Help_SelfCheck,Help_Health,46,33,0,0.22035452743505263
6698,guide me through it,Help_Home,Cmd.ListenMessage,38,10,0,0.22065488798038246
6655,record something for another person,Cmd.SendMessage,Default Fallback Intent,12,21,0,0.22116058890878076
6959,can i edit a reminder,Help_Reminder,reminders.add,44,55,0,0.22139708856541312
6965,can i snooze a reminder,Help_Reminder,reminders.add,44,55,0,0.22139708856541312
1938,i hear the voice,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.22186335213879574
2743,program one,Cmd.MemoryChange,Help_MemoryOptions,11,42,0,0.22212313642848985
7628,help with the buzzing in my ears,Help_Tinnitus,Help_SelfCheck,48,46,0,0.22247316913522786
7729,explain how intellivoice helps,Help_IntelliVoice,Help_RemoteProgramming,40,45,0,0.222866566573349
6557,help me hear better in this crowd,Cmd.MemoryChange,Cmd.ListenMessage,11,10,0,0.22300550254605805
1375,minimum sound,Cmd.VolumeDecrease,Default Fallback Intent,17,21,0,0.2230216765189696
1393,min sound,Cmd.VolumeDecrease,Default Fallback Intent,17,21,0,0.2230216765189696
1569,mute my hearing aids,Cmd.VolumeMute,Help_FindMyHearingAids,19,32,0,0.2232380150176497
6678,i need some assistance,Default Fallback Intent,Cmd.VolumeUnmute,21,20,0,0.22331866541493545
2215,where can i buy a phone,Default Fallback Intent,Help_MemoryOptions,21,42,0,0.223527526199781
6796,what can you help me with,Help_Home,Help_ThriveScore,38,47,0,0.22385393115567623
4438,can you alexa turn off porch light,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.2239644194067685
8288,relay information,Cmd.SendMessage,Help_HearingCareAnywhereConnect,12,35,0,0.22437879788062245
6597,will they survive the evening?,Cmd.BatteryLevel,Help_AppSettings,8,23,0,0.22450232278755264
6672,i want direct audio,Cmd.StreamingStart,Cmd.VolumeIncrease,13,18,0,0.2249883194848391
1881,how do you fix your tv?,Default Fallback Intent,Cmd.StreamingStart,21,13,0,0.22502623173514974
6799,why isn't my hearing aid charging,Help_Battery,Help_Pairing,24,43,0,0.2250347832880228
2647,kitchen program,Cmd.MemoryChange,Help_HearingCareAnywhereConnect,11,35,0,0.22558820745735741
534,when should i use self-check?,Help_SelfCheck,Default Fallback Intent,46,21,0,0.22571007421234118
7104,i can listen again turn it on,Cmd.VolumeUnmute,Cmd.ActivityExercise,20,3,0,0.22606433041936946
1966,don't tell me that's the problem,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.22611533198989256
7321,start logging my training,Cmd.ActivityExercise,Cmd.ListenMessage,3,10,0,0.22613096804217064
7768,help setting up shared listening,Help_HearShare,Help_MemoryOptions,34,42,0,0.22625616362207085
6369,take me to amazon,Default Fallback Intent,Cmd.ListenMessage,21,10,0,0.22633825164881338
6987,how's my cycling progress,Cmd.ActivityCycle,Help_HearingCareAnywhereConnect,2,35,0,0.22655610319406191
7134,put me in the music listening mode,Cmd.MemoryChange,Help_ChangingMemories,11,25,0,0.22655627143997703
4778,please change hearing aids to car,Cmd.MemoryChange,Help_DeviceSettings,11,29,0,0.22729284259603838
1712,how do i unmute the hearing aid?,Help_Volume,Help_DeviceSettings,52,29,0,0.22750447409337685
1470,is it time to charge my hearing aids,Cmd.BatteryLevel,Cmd.StreamingStart,8,13,0,0.22761938202351345
7097,restore the sound,Cmd.VolumeUnmute,Help_HearingCareAnywhereConnect,20,35,0,0.22824137907043915
805,how do i set my phone to ring in my hearing aids,Help_Pairing,Help_MemoryOptions,43,42,0,0.228774101902194
3256,can you unmute,Cmd.VolumeUnmute,Default Fallback Intent,20,21,0,0.22894121826376246
4013,can you i can’t get my hearing aid on,Help_InsertDevice,Help_DeviceSettings,39,29,0,0.22901324503765133
1467,battery level,Cmd.BatteryLevel,Cmd.VolumeUnmute,8,20,0,0.22911553412929617
8122,reduce the sound,Cmd.VolumeDecrease,Help_Volume,17,52,0,0.2295016804828467
4470,please i'm walking and they didn't working,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.22952038861460594
6280,remind me at,reminders.add,Cmd.TranslationStart,55,16,0,0.22959541920818388
2669,office setting,Cmd.MemoryChange,Help_MemoryOptions,11,42,0,0.2297642000537024
7180,power level check,Cmd.BatteryLevel,Cmd.VolumeDecrease,8,17,0,0.2297706373854321
2613,auditorium memory,Cmd.MemoryChange,Help_MemoryOptions,11,42,0,0.22991950340388176
4430,can you but i want to see,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.23038021756101223
427,play tv,Cmd.StreamingStart,Help_SelfCheck,13,46,0,0.23086166490468998
4252,please they are trying to reduce the temperature right now,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.23183000204201648
2248,right,Default Fallback Intent,Help_SelfCheck,21,46,0,0.23193706161946082
908,remind me to pick up my prescription at 5 p.m. on tuesday,reminders.add,Cmd.TranslationStart,55,16,0,0.23245411962860166
7614,what is remote tuning,Help_RemoteProgramming,Cmd.FindMyPhone,45,9,0,0.23248985825682125
1945,how do i set it up for stereo,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.2326007244466244
3761,can you reminder for this evening,reminders.add,reminders.complete,55,56,0,0.23268508477468253
4560,can you want to move up yeah i will,Default Fallback Intent,Help_RemoteProgramming,21,45,0,0.2327372992852151
4455,can you hearing aids every time the stupid phone goes,Default Fallback Intent,Help_Pairing,21,43,0,0.23279579046167853
4436,can you remember how to do it,Default Fallback Intent,reminders.complete,21,56,0,0.2336687565025289
871,every week,reminders.add,Help_MaskMode,55,41,0,0.23373573189892433
1930,basically,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.23379808152576004
1951,nevermind,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.23379808152576004
1979,dailly,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.23379808152576004
2034,yearly,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.23379808152576004
2083,lyrics,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.23379808152576004
5996,unsilence,Cmd.VolumeUnmute,Help_HearingCareAnywhereConnect,20,35,0,0.23379808152576004
6363,seto,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.23379808152576004
8359,heya,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.23379808152576004
8360,howdy,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.23379808152576004
8361,hiya,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.23379808152576004
8369,greetings,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.23379808152576004
8370,yo,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.23379808152576004
8381,sup,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.23379808152576004
8393,goodbye,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.23379808152576004
8400,goodnight,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.23379808152576004
8408,cheers,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.23379808152576004
8430,wassup,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.23379808152576004
465,what's new with my hearing aids,Help_WhatsNew,Help_SelfCheck,53,46,0,0.23401620905651044
8012,open my wellness dashboard,Help_Health,Cmd.FindMyPhone,33,9,0,0.2340562016229027
530,how do i perform a self-check?,Help_SelfCheck,Default Fallback Intent,46,21,0,0.23406946892454683
652,how do i adjust my noise masker in my left hearing aid?,Help_Tinnitus,Help_FindMyHearingAids,48,32,0,0.23411572934999586
7127,i want sound coming through again,Cmd.VolumeUnmute,Help_DeviceSettings,20,29,0,0.23436832506490876
7668,guide me on running a device test,Help_SelfCheck,Cmd.SendMessage,46,12,0,0.23481883292982836
4196,please ashes to ashes all fall down,Default Fallback Intent,Cmd.TranscribeStart,21,15,0,0.23536223358847394
6569,pick a better mode for this place,Cmd.MemoryChange,Help_HearingCareAnywhereConnect,11,35,0,0.23557204120040878
7065,my ears are taking a beating,Cmd.VolumeDecrease,Help_HearingCareAnywhereConnect,17,35,0,0.23581191075213379
6421,do not let me forget,reminders.add,Help_Reminder,55,44,0,0.23585194101737048
776,how do i reconnect my hearing aids,Help_Pairing,Help_FindMyHearingAids,43,32,0,0.23602963759589965
6658,route the sound to my hearing aids,Cmd.StreamingStart,Help_DeviceSettings,13,29,0,0.23638397225183042
6368,take,Default Fallback Intent,Help_FallAlert,21,31,0,0.23646401119531793
7585,how do i search for my hearing aids in the app,Help_FindMyHearingAids,Help_InsertDevice,32,39,0,0.23671624497892388
2056,i'm floating on the road,Default Fallback Intent,Cmd.TranscribeStart,21,15,0,0.23679015682651655
2185,completely,Default Fallback Intent,Cmd.ActivityCycle,21,2,0,0.2373482945960966
7587,explain the remote microphone,Help_Accessories,Help_RemoteProgramming,22,45,0,0.23798254894811613
2038,sausages after using my location,Default Fallback Intent,Cmd.StreamingStart,21,13,0,0.23845396150583173
8165,help me remember to do that,reminders.add,Default Fallback Intent,55,21,0,0.23853153542149777
4386,can you just like siri,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.23861939694340728
8254,guide me through the interface,Help_Home,Help_Customize,38,27,0,0.2387820151442769
8155,did i drop my aids somewhere,Help_FindMyHearingAids,Help_CleanCare,32,26,0,0.23886166096499234
4672,please telephone audio input,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.23922760238089724
3480,can you remember to vitamin d at 7 p.m. everyday,reminders.add,Default Fallback Intent,55,21,0,0.23937251504966459
2643,automatic program,Cmd.MemoryChange,Help_HearingCareAnywhereConnect,11,35,0,0.23941704124962507
8258,how does this app work,Help_Home,Help_DemoMode,38,28,0,0.24003052365465236
2125,fuck off,Default Fallback Intent,Help_CleanCare,21,26,0,0.24025817969103816
7989,tell me about live captions,Help_Transcribe,Cmd.TranscribeStart,49,15,0,0.24054343338887305
1974,what what's not working,Default Fallback Intent,Help_Home,21,38,0,0.24093570842705825
4197,can you ashes to ashes all fall down,Default Fallback Intent,Cmd.TranscribeStart,21,15,0,0.24109819242496552
7683,where's my combined body and brain rating,Help_ThriveScore,Help_DeviceSettings,47,29,0,0.24132046538127247
6213,how do i submit another help request?,Help_RemoteProgramming,Help_Customize,45,27,0,0.24155191273870294
2713,switch to everyday,Cmd.MemoryChange,Cmd.ActivityRun,11,4,0,0.24223536400381054
5408,can you golf memory,Cmd.MemoryChange,Default Fallback Intent,11,21,0,0.24246871625671382
147,maximum sound,Cmd.VolumeIncrease,Help_DeviceSettings,18,29,0,0.24266126477192712
5954,turn off my right aid,Cmd.VolumeMute,Help_SelfCheck,19,46,0,0.2426731191761239
7567,how to bond my aids with the app,Help_Pairing,Help_Accessories,43,22,0,0.24270086469634458
869,every year,reminders.add,Help_MaskMode,55,41,0,0.24276454606096268
7626,explain the tinnitus features,Help_Tinnitus,Help_Pairing,48,43,0,0.2429527710052831
2222,how do i remove a sliver,Default Fallback Intent,Help_InsertDevice,21,39,0,0.242968978571103
211,why can't you find the left hearing aid it is in my ear and working fine?,Help_FindMyHearingAids,Help_SelfCheck,32,46,0,0.24309459570140754
8424,what is up,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.24319884267673003
6674,use the audio streamer,Cmd.StreamingStart,Help_DeviceSettings,13,29,0,0.24352868726293825
