row_number,text,true_intent,predicted_intent,true_id,predicted_id,correct,confidence
1909,the weather outside today,Default Fallback Intent,Help_Home,21,38,0,0.27762199085594164
1910,don't make any noise for a minute,Default Fallback Intent,Cmd.SendMessage,21,12,0,0.20445238710172506
1912,how do i spell machine,Default Fallback Intent,Help_Customize,21,27,0,0.7912992849748006
1914,how do i stop pandora from playing on my hearing aids,Default Fallback Intent,Help_Volume,21,52,0,0.6082289023151906
1918,saturday,Default Fallback Intent,Cmd.TranscribeStart,21,15,0,0.12534654890975896
1920,nothing wrong with me,Default Fallback Intent,Cmd.VolumeMute,21,19,0,0.35322330504284805
1921,friday,Default Fallback Intent,Help_HearShare,21,34,0,0.392407450521342
1922,i don't remember i don't remember this being such a big fish,Default Fallback Intent,Cmd.TranslationStart,21,16,0,0.6184087684401898
1923,to us number one hits,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.3920146546072262
1924,turn off the kitchen light,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.576874504252099
1925,so it goes back it goes back to the memory or in,Default Fallback Intent,Cmd.MemoryChange,21,11,0,0.5979330292805083
1926,every morning,Default Fallback Intent,Help_MaskMode,21,41,0,0.3985523050601368
1928,turn off cable,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.7200250262145198
1929,iconic store,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.25747423561743155
1930,basically,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.23379808152576004
1932,hey find me a way to white oaks mall,Default Fallback Intent,Cmd.SendMessage,21,12,0,0.18582366113554813
1934,adjusted with my phone,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.9544683739423585
1935,is my sign,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.3424317609471182
1938,i hear the voice,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.22186335213879574
1939,so where is brewster,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.36473154035911526
1942,alexa learn my voice,Default Fallback Intent,Help_VoiceAssistant,21,51,0,0.17617946536706064
1943,hey google,Default Fallback Intent,Cmd.SendMessage,21,12,0,0.20829444142635922
1945,how do i set it up for stereo,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.2326007244466244
1946,any help you,Default Fallback Intent,Help_FindMyHearingAids,21,32,0,0.7192947771991749
1947,look up your nose real quick to,Default Fallback Intent,Cmd.TranslationStart,21,16,0,0.6131234224989474
1948,fisher is jacking off in the car so it's in the closet,Default Fallback Intent,Help_Tinnitus,21,48,0,0.6386667702315719
1951,nevermind,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.23379808152576004
1953,what's on tv tonight on channel 3,Default Fallback Intent,Help_Transcribe,21,49,0,0.5658149414894806
1954,turn the lights off,Default Fallback Intent,Cmd.VolumeMute,21,19,0,0.38351427333625515
1955,android phone to listen to spotify,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.21528396514903678
1956,i'm up,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.7414656807181044
1957,turn on this is my life,Default Fallback Intent,Cmd.TranscribeStart,21,15,0,0.6890314562896525
1958,she goes,Default Fallback Intent,Cmd.TranslationStart,21,16,0,0.267257292313583
1959,wednesday,Default Fallback Intent,Cmd.ActivityRun,21,4,0,0.30253771280670116
1960,siri,Default Fallback Intent,Help_VoiceAssistant,21,51,0,0.2805754732621498
1961,turn on the answer double tap slept here.,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.30581226554546986
1963,turn the lights on,Default Fallback Intent,Cmd.VolumeUnmute,21,20,0,0.2975593350380411
1964,phone,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.7846617379781139
1966,don't tell me that's the problem,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.22611533198989256
1967,how long does it hurt for the hearing aids in my ears,Default Fallback Intent,Help_InsertDevice,21,39,0,0.591440723591077
1968,how can i find out what time it is,Default Fallback Intent,Help_AppSettings,21,23,0,0.1665519536801915
1970,how everything's working for us,Default Fallback Intent,Help_DemoMode,21,28,0,0.2200262341377458
1972,as far as far as cleaning up over there i went pretty,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.7709964921911542
1974,what what's not working,Default Fallback Intent,Help_Home,21,38,0,0.24093570842705825
1976,where can i find brain activity,Default Fallback Intent,Help_Customize,21,27,0,0.36518653567180775
1979,dailly,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.23379808152576004
1980,please call the karate program,Default Fallback Intent,Cmd.MemoryChange,21,11,0,0.4762983577246822
1981,turn on light.,Default Fallback Intent,Help_WiCROS,21,54,0,0.5675036448407408
1982,so she had it up when i come home,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.5557513088504629
1984,bank number to car,Default Fallback Intent,Help_SelfCheck,21,46,0,0.4706429228615962
1990,the score of the minnesota twins game,Default Fallback Intent,Cmd.TranslationStart,21,16,0,0.24381835379394104
1991,shelley my phone,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.9368985726495278
1992,switch on ps4,Default Fallback Intent,Cmd.VolumeUnmute,21,20,0,0.35409138130209067
1994,where can i find videos for the hearing aid for instructions,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.3441781516873805
1997,riley's a manager connected scott.,Default Fallback Intent,Help_CleanCare,21,26,0,0.4310767752301595
1999,elsa texas off huh,Default Fallback Intent,Help_CleanCare,21,26,0,0.4757940531500345
2002,sentences with more,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.46139026370107067
2003,pretty sure that's mine but i can't put it on now,Default Fallback Intent,Cmd.TranscribeStart,21,15,0,0.3864288294569649
2007,just finding duncan's,Default Fallback Intent,Help_CleanCare,21,26,0,0.5285555296843946
2009,lay down here,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.3545730536109374
2010,you need some help,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.32020558373169083
2014,discover revelation,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.7007068575410826
2015,i wish i could wake up,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.32703155707304327
2017,these keeps doing this,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.5504900568846011
2018,somebody from motel in boise,Default Fallback Intent,Help_WhatsNew,21,53,0,0.674010169400893
2020,pandora,Default Fallback Intent,Help_DemoMode,21,28,0,0.2780775208677982
2021,he did just change it,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.42712152534673514
2023,but i want to see,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.3632161339600565
2025,i said other program,Default Fallback Intent,Help_FindMyHearingAids,21,32,0,0.40315272788005246
2026,remember how to do it,Default Fallback Intent,Help_Tinnitus,21,48,0,0.2862529670953075
2029,no tv remote in fry's app,Default Fallback Intent,Cmd.StreamingStop,21,14,0,0.49408743361945434
2030,smile so we're going to go to that,Default Fallback Intent,Cmd.MemoryChange,21,11,0,0.3294105328421543
2032,the stage sign,Default Fallback Intent,Help_RemoteProgramming,21,45,0,0.14601053754448423
2033,monday,Default Fallback Intent,Cmd.ListenMessage,21,10,0,0.2934302974638346
2034,yearly,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.23379808152576004
2035,hearing aids every time the stupid phone goes,Default Fallback Intent,Cmd.BatteryLevel,21,8,0,0.310745090134687
2038,sausages after using my location,Default Fallback Intent,Cmd.StreamingStart,21,13,0,0.23845396150583173
2041,he forgot them and you need them let me know if i have a free afternoon i can drive over,Default Fallback Intent,Cmd.ActivityRun,21,4,0,0.42079343322453283
2042,hearing aid,Default Fallback Intent,Help_CleanCare,21,26,0,0.31897463342454135
2044,i'm walking and they didn't working,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.2628212192415571
2049,fire on friday,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.3194261418802636
2050,at home,Default Fallback Intent,Help_MaskMode,21,41,0,0.5155232065306021
2051,how to connect my spies,Default Fallback Intent,Help_Accessories,21,22,0,0.612773358346466
2052,more like this is,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.34851307516601876
2053,what can i ask?,Default Fallback Intent,Help_AppSettings,21,23,0,0.32194668997577625
2054,it smooths down is forced down,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.5648508108806342
2056,i'm floating on the road,Default Fallback Intent,Cmd.TranscribeStart,21,15,0,0.23679015682651655
2057,when is the king and i playing,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.41610965234666064
2060,phone a friend,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.5771076815764246
2061,out of your phone okay,Default Fallback Intent,Cmd.ActivityCalories,21,1,0,0.6547977663431888
2062,what is the weather in las vegas today,Default Fallback Intent,Help_Tinnitus,21,48,0,0.27499557511301087
2068,talking about my daughter,Default Fallback Intent,Cmd.ActivityCalories,21,1,0,0.27149769882647035
2069,tuesday,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.24991990896553942
2070,live in your ear if there's a wire,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.2925606065889765
2071,switch check out her,Default Fallback Intent,Cmd.ListenMessage,21,10,0,0.406404682796214
2072,i need to program new stamping to my phone,Default Fallback Intent,Help_Tinnitus,21,48,0,0.17414314755042462
2076,what is my friends score?,Default Fallback Intent,Help_ThriveScore,21,47,0,0.8445621122841767
2077,how to adjust these,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.34022685631062227
2079,alter metal plates myrtle beach storm,Default Fallback Intent,reminders.add,21,55,0,0.21710264108464647
2081,wendy's double tapped it and has not worked,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.3383527631948448
2082,lift device not registering,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.21553508450099207
2083,lyrics,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.23379808152576004
2084,what do i do to get my right,Default Fallback Intent,Help_Customize,21,27,0,0.512670185651935
2085,right on,Default Fallback Intent,Cmd.VolumeUnmute,21,20,0,0.48912835183270686
2087,sorry about this okay i got it,Default Fallback Intent,Cmd.ActivityRun,21,4,0,0.32140283764926014
2089,exclusive 30 to 1 odds,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.5807826719639076
2095,walking down,Default Fallback Intent,Help_RemoteProgramming,21,45,0,0.33191057073146124
2099,what is the best phone,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.6610277509896313
2101,want to move up yeah i will,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.3808967132855691
2102,is my phone an android phone?,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.93774219255749
2106,and push it down for dramatics,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.47002690340406234
2107,how do i turn off my headlights,Default Fallback Intent,Help_Home,21,38,0,0.24564437436576866
2109,why won't the hearing aids?,Default Fallback Intent,Help_Pairing,21,43,0,0.5677937449854283
2113,thanks for changing,Default Fallback Intent,Help_FindMyHearingAids,21,32,0,0.5219450649602191
2114,only if it's not a problem for cdl,Default Fallback Intent,Help_SelfCheck,21,46,0,0.7708648487195634
2116,can't find bose,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.3321174867894825
2117,i can't hear anything,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.33015346299122744
2118,search genesis,Default Fallback Intent,Help_FindMyHearingAids,21,32,0,0.6735027287751644
2120,what was the indians score,Default Fallback Intent,Help_ThriveScore,21,47,0,0.6271971286928086
2121,on north koreans office will the fuckers off here.,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.5311222803604723
2122,turn off alarm,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.2909678576757027
2125,fuck off,Default Fallback Intent,Help_CleanCare,21,26,0,0.24025817969103816
2127,how do i clean a how to do subject,Default Fallback Intent,Help_CleanCare,21,26,0,0.6221311733173348
2131,not screaming loud enough,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.5156656970298783
2132,i cannot tell a lie,Default Fallback Intent,Help_Customize,21,27,0,0.556048319195445
2135,how do i map a location to a map,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.4131673515179224
2136,direction of the sound,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.5445823753925114
2137,i was down 17 grand earlier today,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.3597479792500682
2139,youtube videos,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.14157471381567516
2140,how do i hook up my watch,Default Fallback Intent,Help_FindMyHearingAids,21,32,0,0.19067222879865967
2141,wow that's intense intense number,Default Fallback Intent,Cmd.TranscribeStart,21,15,0,0.21099775779220703
2142,and here's my heart it's closer to you,Default Fallback Intent,Help_HeartRate,21,36,0,0.4016853593900756
2143,salsa on my left,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.4764653282217222
2144,why is my left hearing aid,Default Fallback Intent,Help_FindMyHearingAids,21,32,0,0.6616594473120219
2145,onkyo receiver,Default Fallback Intent,Help_Translate,21,50,0,0.47783924916664905
2146,address change,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.38122702255460994
2147,i wonder if i put it in here somewhere,Default Fallback Intent,Help_InsertDevice,21,39,0,0.36175128407387463
2149,alexa,Default Fallback Intent,Help_HearShare,21,34,0,0.14598122879779238
2150,molesting hearing aids to cousin,Default Fallback Intent,Help_CleanCare,21,26,0,0.45535960135642206
2153,why doesn't my drive app?,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.2676925677118066
2154,going to call them in and see whether they want me to send this enormous,Default Fallback Intent,Help_InsertDevice,21,39,0,0.42574727226431874
2155,what is the weather today,Default Fallback Intent,Help_WiCROS,21,54,0,0.20359152397894667
2156,hearing aids,Default Fallback Intent,Help_Pairing,21,43,0,0.4039469498844237
2157,i can't even hardly hear that,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.5123576359495146
2158,turn,Default Fallback Intent,Cmd.TranslationStart,21,16,0,0.3410454639098156
2159,just curls up in your ears yet,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.8506616212822203
2160,okay microphone,Default Fallback Intent,Help_CleanCare,21,26,0,0.2584422842580765
2161,sweet car,Default Fallback Intent,Help_SelfCheck,21,46,0,0.21397558859449214
2163,"yeah, i've been updated.",Default Fallback Intent,Help_IntelliVoice,21,40,0,0.4542032955381471
2164,can come off,Default Fallback Intent,Cmd.VolumeMute,21,19,0,0.24905446076494028
2165,hold on,Default Fallback Intent,Cmd.VolumeUnmute,21,20,0,0.32812657420899044
2167,"stream, youtube music.",Default Fallback Intent,Help_FindMyHearingAids,21,32,0,0.211184939769905
2168,how long do hearing aids last,Default Fallback Intent,Help_FindMyHearingAids,21,32,0,0.1880419384212721
2172,play i'm carrying it,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.30582684956293393
2173,she's staying with my phone,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.47242383757443585
2177,how do i connect alexa,Default Fallback Intent,Help_Accessories,21,22,0,0.4548932177177672
2178,how do i check my radiator to see if it's working,Default Fallback Intent,Help_HearShare,21,34,0,0.4978041859716423
2179,telephone audio input,Default Fallback Intent,Help_FindMyHearingAids,21,32,0,0.37158498399217194
2180,the left hearing aid,Default Fallback Intent,Help_FindMyHearingAids,21,32,0,0.27293220741519447
2182,the microphone,Default Fallback Intent,Cmd.StreamingStart,21,13,0,0.5136292720971184
2183,show me the jury,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.31268098942836053
2185,completely,Default Fallback Intent,Cmd.ActivityCycle,21,2,0,0.2373482945960966
2187,i need a car battery,Default Fallback Intent,Cmd.BatteryLevel,21,8,0,0.7251062633559896
2188,what you can check in,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.39505166448566337
2189,how do i fix my,Default Fallback Intent,Help_Customize,21,27,0,0.6526164485830414
2192,my right hearing aid is at 0%,Default Fallback Intent,Help_FindMyHearingAids,21,32,0,0.26675192981736306
2193,why does one of your sound louder than the other,Default Fallback Intent,Help_Customize,21,27,0,0.4331314036869987
2194,you can always add,Default Fallback Intent,Cmd.ListenMessage,21,10,0,0.2839189342254149
2195,sunday,Default Fallback Intent,Help_IntelliVoice,21,40,0,0.17788442479319475
2197,so that your hearing,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.48042745216962307
2198,how do i use,Default Fallback Intent,Help_Customize,21,27,0,0.3301409313011374
2199,so this is your hearing aids,Default Fallback Intent,Cmd.VolumeIncrease,21,18,0,0.39756494028496264
2201,dawsonville quick,Default Fallback Intent,Help_MaskMode,21,41,0,0.3267726177323341
2202,how do i set up the tv,Default Fallback Intent,Help_Accessories,21,22,0,0.5059215228298557
2203,sound bar,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.3119490944459311
2204,"i'm just like oh, so that's the point that down.",Default Fallback Intent,Help_Customize,21,27,0,0.31052504221124855
2205,monthly,Default Fallback Intent,Cmd.TranscribeStart,21,15,0,0.6828309960309025
2206,federal assistance up to my energy,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.39327889300157215
2208,adidas women boots,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.36112568276767226
2209,i can't hear the,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.427935177293707
2210,do i look good,Default Fallback Intent,Cmd.FindMyPhone,21,9,0,0.5554522742419277
2211,but they live here i remember when jerry told me,Default Fallback Intent,Help_FallAlert,21,31,0,0.46375284871850503
2213,what's the difference between an iphone and an android phone,Default Fallback Intent,Help_RemoteProgramming,21,45,0,0.27509663259957484
2214,turn off tv,Default Fallback Intent,Cmd.StreamingStop,21,14,0,0.3838554271981771
2215,where can i buy a phone,Default Fallback Intent,Help_MemoryOptions,21,42,0,0.223527526199781
2216,your needs cut off.,Default Fallback Intent,Cmd.VolumeMute,21,19,0,0.8964801668532358
2217,what i need to hear the question again,Default Fallback Intent,Cmd.StreamingStart,21,13,0,0.29053301664917847
2218,how do i get to,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.33013248986060556
2219,yeah just take a little off yeah,Default Fallback Intent,Cmd.VolumeDecrease,21,17,0,0.4392922854436694
2220,braves score,Default Fallback Intent,Help_ThriveScore,21,47,0,0.856748537856029
2222,how do i remove a sliver,Default Fallback Intent,Help_InsertDevice,21,39,0,0.242968978571103
2225,debony logging up,Default Fallback Intent,Help_Health,21,33,0,0.36779675194462064
2227,why would i need to worry about health guidelines,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.281839898749176
2229,thunder message,Default Fallback Intent,Cmd.SendMessage,21,12,0,0.461319998004673
2232,text levitar,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.29028999659970556
2236,why should i eat,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.460840993908041
2237,why should i visit in poopy,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.7373533495198978
2238,go back to a high,Default Fallback Intent,Cmd.SendMessage,21,12,0,0.37823080248724894
2239,tell me about english language,Default Fallback Intent,Help_RemoteProgramming,21,45,0,0.36803291665231835
2240,tell me about amharic language,Default Fallback Intent,Help_DeviceSettings,21,29,0,0.41566280873216715
2245,write a program of research institute,Default Fallback Intent,Cmd.SendMessage,21,12,0,0.305071527588122
2247,right swift code of binary search,Default Fallback Intent,Cmd.ActivityCalories,21,1,0,0.4042830918601295
2248,right,Default Fallback Intent,Help_SelfCheck,21,46,0,0.23193706161946082
2249,write a program in switch,Default Fallback Intent,Cmd.MemoryChange,21,11,0,0.47244115822182137
2252,what are the dining options in the clubhouse,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.5976155704926392
2253,locate the nearest golf course,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.30679444208359147
2254,locate the nearest park,Default Fallback Intent,Help_FindMyHearingAids,21,32,0,0.3777683707440037
2255,locate my wife,Default Fallback Intent,Help_Customize,21,27,0,0.4232824710489834
2256,locate a restaurant,Default Fallback Intent,Help_HearingCareAnywhereConnect,21,35,0,0.31773054541164125
2257,locate,Default Fallback Intent,Help_Customize,21,27,0,0.21508489234866854
