text,intent,source
where would i initiate a manual alert?,Help_FallAlert,original
how should i start a manual alert message?,Help_FallAlert,original
when would i start a manual alert?,Help_FallAlert,original
when would i stop a text alert?,Help_FallAlert,original
how do i set up fall detection,Help_FallAlert,original
how would i send a manual alert text?,Help_FallAlert,original
where do i stop a fall alert text?,Help_FallAlert,original
what sounds will i hear if i fall?,Help_FallAlert,original
when do i stop a manual alert message?,Help_FallAlert,original
where would i intercept a fall alert message?,Help_FallAlert,original
what do my hearing aids do when i've fallen?,Help_FallAlert,original
when could i send a manual alert text message?,Help_FallAlert,original
misplaced telephone,Cmd.FindMyPhone,original
lost iphone,Cmd.FindMyPhone,original
where is my android,Cmd.FindMyPhone,original
where is my android phone,Cmd.FindMyPhone,original
search iphone,Cmd.FindMyPhone,original
search for my phone,Cmd.FindMyPhone,original
detect telephone,Cmd.FindMyPhone,original
where's my google phone,Cmd.FindMyPhone,original
find android phone,Cmd.FindMyPhone,original
search phone,Cmd.FindMyPhone,original
where is my ios phone,Cmd.FindMyPhone,original
find phone,Cmd.FindMyPhone,original
detect android phone,Cmd.FindMyPhone,original
detect iphone,Cmd.FindMyPhone,original
where's my iphone,Cmd.FindMyPhone,original
discover telephone,Cmd.FindMyPhone,original
find iphone,Cmd.FindMyPhone,original
locate phone,Cmd.FindMyPhone,original
locate iphone,Cmd.FindMyPhone,original
lost phone,Cmd.FindMyPhone,original
discover phone,Cmd.FindMyPhone,original
find my android,Cmd.FindMyPhone,original
where is my apple phone,Cmd.FindMyPhone,original
where is my cell phone,Cmd.FindMyPhone,original
detect phone,Cmd.FindMyPhone,original
where did i put my phone,Cmd.FindMyPhone,original
discover android phone,Cmd.FindMyPhone,original
discover iphone,Cmd.FindMyPhone,original
i can't find my android phone,Cmd.FindMyPhone,original
how many calories did i burn working out,Cmd.ActivityExercise,original
how long did i work out,Cmd.ActivityExercise,original
calories exercise,Cmd.ActivityExercise,original
how long have i been working out,Cmd.ActivityExercise,original
exercise goal,Cmd.ActivityExercise,original
show me my exercise goal,Cmd.ActivityExercise,original
how long have i been exercising,Cmd.ActivityExercise,original
how many calories did i burn while exercising,Cmd.ActivityExercise,original
how much longer do i need to exercise today,Cmd.ActivityExercise,original
work out goal,Cmd.ActivityExercise,original
make it louder,Cmd.VolumeIncrease,original
raise the volume up,Cmd.VolumeIncrease,original
increase the volume in my hearing aids,Cmd.VolumeIncrease,original
max loudness,Cmd.VolumeIncrease,original
more volume on hearing aid,Cmd.VolumeIncrease,original
maximum loudness,Cmd.VolumeIncrease,original
maximum volume,Cmd.VolumeIncrease,original
i need more volume,Cmd.VolumeIncrease,original
increase volume in my hearing aids,Cmd.VolumeIncrease,original
volume up,Cmd.VolumeIncrease,original
set to 80% volume,Cmd.VolumeIncrease,original
increase the left hearing aid,Cmd.VolumeIncrease,original
maximum sound,Cmd.VolumeIncrease,original
adjust right ear for higher sound,Cmd.VolumeIncrease,original
volume up left aid,Cmd.VolumeIncrease,original
pump up the volume,Cmd.VolumeIncrease,original
set to 100% volume,Cmd.VolumeIncrease,original
raise up the volume,Cmd.VolumeIncrease,original
make volume louder,Cmd.VolumeIncrease,original
set to 90% volume,Cmd.VolumeIncrease,original
turn up the volume in my right hearing aid,Cmd.VolumeIncrease,original
make the volume more on hearing aids,Cmd.VolumeIncrease,original
volume increase,Cmd.VolumeIncrease,original
it's too low turn it up,Cmd.VolumeIncrease,original
up volume,Cmd.VolumeIncrease,original
my volume is too soft,Cmd.VolumeIncrease,original
make the sound higher,Cmd.VolumeIncrease,original
more volume please,Cmd.VolumeIncrease,original
increase the volume,Cmd.VolumeIncrease,original
turn my right hearing aid up,Cmd.VolumeIncrease,original
turn up the loudness on my hearing aid,Cmd.VolumeIncrease,original
please more volume,Cmd.VolumeIncrease,original
turn up the loudness on my hearing aids,Cmd.VolumeIncrease,original
raise volume,Cmd.VolumeIncrease,original
increase the loudness in my aids,Cmd.VolumeIncrease,original
increase volume,Cmd.VolumeIncrease,original
what percentage of my step goal have i taken today,Cmd.ActivityStep,original
how many steps calories,Cmd.ActivityStep,original
show me my step goal,Cmd.ActivityStep,original
what is my step goal,Cmd.ActivityStep,original
step goal,Cmd.ActivityStep,original
how many more steps to reach my goal,Cmd.ActivityStep,original
how many steps have i taken this week,Cmd.ActivityStep,original
can i see my step goal,Cmd.ActivityStep,original
how many more steps do i need today,Cmd.ActivityStep,original
show me my step count,Cmd.ActivityStep,original
calories steps,Cmd.ActivityStep,original
what is my step count for the month,Cmd.ActivityStep,original
steps taken,Cmd.ActivityStep,original
step calories,Cmd.ActivityStep,original
i can't remember where my other aid is,Help_FindMyHearingAids,original
how do i locate my right hearing aid?,Help_FindMyHearingAids,original
where is my hearing aid?,Help_FindMyHearingAids,original
why can't you find the left hearing aid it is in my ear and working fine?,Help_FindMyHearingAids,original
i can't find my left hearing aid,Help_FindMyHearingAids,original
how do i search for my aids?,Help_FindMyHearingAids,original
where is my right aid?,Help_FindMyHearingAids,original
my other aid is missing,Help_FindMyHearingAids,original
find my right aid,Help_FindMyHearingAids,original
where is my aid?,Help_FindMyHearingAids,original
where is my other aid?,Help_FindMyHearingAids,original
help me find my left hearing aid,Help_FindMyHearingAids,original
i cannot remember where my hearing aids are,Help_FindMyHearingAids,original
i misplaced my right aid,Help_FindMyHearingAids,original
help me find my aids,Help_FindMyHearingAids,original
i can't find my other hearing aid,Help_FindMyHearingAids,original
where did i place my right hearing aid?,Help_FindMyHearingAids,original
where did i put my other aid?,Help_FindMyHearingAids,original
i cannot find my right hearing aid,Help_FindMyHearingAids,original
where are my hearing aids?,Help_FindMyHearingAids,original
find my right hearing aid,Help_FindMyHearingAids,original
i lost my hearing aids. can you help me find them?,Help_FindMyHearingAids,original
i can't find my hearing aids,Help_FindMyHearingAids,original
where did i leave my left hearing aid?,Help_FindMyHearingAids,original
help me find my hearing aids,Help_FindMyHearingAids,original
find my left hearing aid,Help_FindMyHearingAids,original
where did i leave my hearing aid?,Help_FindMyHearingAids,original
how do i locate my other hearing aid?,Help_FindMyHearingAids,original
how do i search for my other aid?,Help_FindMyHearingAids,original
how do i find my aids?,Help_FindMyHearingAids,original
how do i find my right aid?,Help_FindMyHearingAids,original
locate my hearing aid,Help_FindMyHearingAids,original
where did i leave my hearing aids?,Help_FindMyHearingAids,original
i cannot find my right aid,Help_FindMyHearingAids,original
how do i search for my aid?,Help_FindMyHearingAids,original
where did i put my left aid?,Help_FindMyHearingAids,original
i've lost my hearing aids,Help_FindMyHearingAids,original
i can't remember where my aid is,Help_FindMyHearingAids,original
find my aids,Help_FindMyHearingAids,original
i can't find my other aid,Help_FindMyHearingAids,original
how do i find my hearing aid?,Help_FindMyHearingAids,original
i can't remember where my left aid is,Help_FindMyHearingAids,original
how do i search for my hearing aid?,Help_FindMyHearingAids,original
where did i leave my right aid?,Help_FindMyHearingAids,original
where did i put my aids?,Help_FindMyHearingAids,original
help me find my aid,Help_FindMyHearingAids,original
i can't find my hearing aid,Help_FindMyHearingAids,original
where did i put my other hearing aid?,Help_FindMyHearingAids,original
i cannot remember where my left hearing aid is,Help_FindMyHearingAids,original
i misplaced my aid,Help_FindMyHearingAids,original
locate my other aid,Help_FindMyHearingAids,original
how do i find my hearing aids?,Help_FindMyHearingAids,original
how do i locate my right aid?,Help_FindMyHearingAids,original
i misplaced my aids,Help_FindMyHearingAids,original
i can't remember where my other hearing aid is,Help_FindMyHearingAids,original
where did i leave my other aid?,Help_FindMyHearingAids,original
i misplaced my left aid,Help_FindMyHearingAids,original
i lost my hearing aid,Help_FindMyHearingAids,original
where did i put my right hearing aid?,Help_FindMyHearingAids,original
i lost my aid. can you help me find it?,Help_FindMyHearingAids,original
how many calories have i used doing aerobics?,Cmd.ActivityAerobics,original
how many aerobics calories,Cmd.ActivityAerobics,original
how many calories have i burned doing aerobics?,Cmd.ActivityAerobics,original
how long have i been doing aerobics?,Cmd.ActivityAerobics,original
aerobics goal,Cmd.ActivityAerobics,original
activity goal,Cmd.ActivityAerobics,original
have i reached my activity goal?,Cmd.ActivityAerobics,original
when should i use intellivoice?,Help_IntelliVoice,original
where is help for dnn speech enhancement,Help_IntelliVoice,original
how does intelligent voice work?,Help_IntelliVoice,original
dnn speech enhancement help,Help_IntelliVoice,original
how do i use intelligent voice feature?,Help_IntelliVoice,original
how to do intelligent voice,Help_IntelliVoice,original
intelligent voice user guide,Help_IntelliVoice,original
how does dnn speech enhancement work?,Help_IntelliVoice,original
how to run dnn speech enhancement,Help_IntelliVoice,original
where is voice ai?,Help_IntelliVoice,original
how to dnn speech enhancement,Help_IntelliVoice,original
how to do dnn speech enhancement,Help_IntelliVoice,original
when should i use intelligent voice?,Help_IntelliVoice,original
what is voice ai?,Help_IntelliVoice,original
what is intelligent voice,Help_IntelliVoice,original
where is dnn speech enhancement?,Help_IntelliVoice,original
how do i use intellivoice feature?,Help_IntelliVoice,original
when should i use dnn speech enhancement?,Help_IntelliVoice,original
how often should i use intelligent voice?,Help_IntelliVoice,original
what does this dnn speech enhancement do?,Help_IntelliVoice,original
voice ai,Help_IntelliVoice,original
what is intelligent voice for,Help_IntelliVoice,original
how do i perform a intellivoice?,Help_IntelliVoice,original
where is help for intellivoice,Help_IntelliVoice,original
how do i use dnn speech enhancement feature?,Help_IntelliVoice,original
where is intellivoice?,Help_IntelliVoice,original
dnn speech enhancement user guide,Help_IntelliVoice,original
where is intelligent voice?,Help_IntelliVoice,original
how to run intelligent voice,Help_IntelliVoice,original
what is intellivoice,Help_IntelliVoice,original
how to intellivoice,Help_IntelliVoice,original
where's dnn speech enhancement?,Help_IntelliVoice,original
how does intellivoice work?,Help_IntelliVoice,original
where is help for intelligent voice,Help_IntelliVoice,original
what is dnn speech enhancement for,Help_IntelliVoice,original
where's intelligent voice?,Help_IntelliVoice,original
intellivoice user guide,Help_IntelliVoice,original
how to intelligent voice,Help_IntelliVoice,original
what is dnn speech enhancement?,Help_IntelliVoice,original
what does this voice ai do?,Help_IntelliVoice,original
can my hearing aids use intellivoice,Help_IntelliVoice,original
how to use hearshare?,Help_HearShare,original
how do i set up hearshare?,Help_HearShare,original
how do i add another person with hearshare?,Help_HearShare,original
how do i share my hearing data?,Help_HearShare,original
how do i invite a person with hearshare?,Help_HearShare,original
how do i share my activity data?,Help_HearShare,original
how to share my hearing data?,Help_HearShare,original
how to share my information with my wife?,Help_HearShare,original
how to set up hearshare?,Help_HearShare,original
how to invite a person with hearshare?,Help_HearShare,original
how to share my activity data?,Help_HearShare,original
how do i use hearshare?,Help_HearShare,original
how do i share my information with my wife?,Help_HearShare,original
did they accept my hearshare invitation?,Help_HearShare,original
how to share my hearing information with my son?,Help_HearShare,original
can i see my stand goal,Cmd.ActivityStand,original
how many calories did i burn standing,Cmd.ActivityStand,original
tell me what my stand goal is,Cmd.ActivityStand,original
have i reached my stand goal,Cmd.ActivityStand,original
show me my standing goal,Cmd.ActivityStand,original
show me my stand goal,Cmd.ActivityStand,original
how much longer do i need to stand,Cmd.ActivityStand,original
show me my standing history,Cmd.ActivityStand,original
how long have i stood this month,Cmd.ActivityStand,original
have i stood an hour,Cmd.ActivityStand,original
stand goal,Cmd.ActivityStand,original
stream from the remote microphone,Cmd.StreamingStart,original
start streaming,Cmd.StreamingStart,original
listen to my tv,Cmd.StreamingStart,original
let me hear the tv,Cmd.StreamingStart,original
i'd like to stream now,Cmd.StreamingStart,original
start remote stream,Cmd.StreamingStart,original
listen to the microphone,Cmd.StreamingStart,original
i want to listen to the presenter,Cmd.StreamingStart,original
start streaming tv to my hearing aids,Cmd.StreamingStart,original
stream,Cmd.StreamingStart,original
listen to the tv,Cmd.StreamingStart,original
play tv stream,Cmd.StreamingStart,original
let me hear the remote mic,Cmd.StreamingStart,original
start streaming remote to my hearing aids,Cmd.StreamingStart,original
let me hear the presenter,Cmd.StreamingStart,original
tv steam,Cmd.StreamingStart,original
start tv streaming,Cmd.StreamingStart,original
stream from the microphone,Cmd.StreamingStart,original
pick up tv stream signal,Cmd.StreamingStart,original
start stream,Cmd.StreamingStart,original
start remote streaming,Cmd.StreamingStart,original
turn streaming on,Cmd.StreamingStart,original
streaming,Cmd.StreamingStart,original
let me hear my tv,Cmd.StreamingStart,original
stream tv,Cmd.StreamingStart,original
turn on streaming,Cmd.StreamingStart,original
start tv stream,Cmd.StreamingStart,original
calories walking,Cmd.ActivityWalk,original
how many calories have i used while walking?,Cmd.ActivityWalk,original
how much walking have i done this week?,Cmd.ActivityWalk,original
how far have i walked,Cmd.ActivityWalk,original
how far do i have to walk?,Cmd.ActivityWalk,original
do i need to walk farther to reach my goal?,Cmd.ActivityWalk,original
show me my walking history?,Cmd.ActivityWalk,original
my walking time is?,Cmd.ActivityWalk,original
how much have i walked this week?,Cmd.ActivityWalk,original
how much walking have i done this month?,Cmd.ActivityWalk,original
how much have i walked?,Cmd.ActivityWalk,original
do i need to walk longer to reach my goal?,Cmd.ActivityWalk,original
what is my walking count for the month?,Cmd.ActivityWalk,original
what are the new features for?,Help_WhatsNew,original
what's new in the thrive app?,Help_WhatsNew,original
what's new in my app?,Help_WhatsNew,original
what's new in my thrive app?,Help_WhatsNew,original
what's new in the app?,Help_WhatsNew,original
how has ipro changed?,Help_WhatsNew,original
what's new in this app?,Help_WhatsNew,original
what's changed in this new version?,Help_WhatsNew,original
what's new in this thrive app?,Help_WhatsNew,original
show me the quick guide,Help_WhatsNew,original
what's new in this version of my app?,Help_WhatsNew,original
show me an overview of thrive,Help_WhatsNew,original
what's new in this version?,Help_WhatsNew,original
show me an overview of ipro,Help_WhatsNew,original
show me an overview of the app,Help_WhatsNew,original
show me an overview of this app,Help_WhatsNew,original
what are the new features in the hearing aid,Help_WhatsNew,original
take me to quick start,Help_WhatsNew,original
how has this app changed?,Help_WhatsNew,original
what's different about this app?,Help_WhatsNew,original
what's different about ipro?,Help_WhatsNew,original
how has kind changed?,Help_WhatsNew,original
what's different about thrive?,Help_WhatsNew,original
quick start,Help_WhatsNew,original
can i set the program to a location?,Help_MemoryOptions,original
can i create a new program,Help_MemoryOptions,original
add mask as a customized memory,Help_MemoryOptions,original
how do i save settings to my memory?,Help_MemoryOptions,original
can i reset a memory,Help_MemoryOptions,original
can i assign a location to a memory?,Help_MemoryOptions,original
how do i assign a location to a memory?,Help_MemoryOptions,original
i lost my memory for restaurants and meetings,Help_MemoryOptions,original
how do i add a new memory?,Help_MemoryOptions,original
how do i geotag a location to my memory?,Help_MemoryOptions,original
how do i link a location to a memory?,Help_MemoryOptions,original
how do i customize my hearing aid memory?,Help_MemoryOptions,original
where can i create a new program,Help_MemoryOptions,original
how do i geotag a location to a memory?,Help_MemoryOptions,original
how do i geotag my current memory?,Help_MemoryOptions,original
how do i tag a location to a memory?,Help_MemoryOptions,original
how can i use custom memories?,Help_MemoryOptions,original
can i set the program to this location?,Help_MemoryOptions,original
how do i personalize my hearing aid settings?,Help_MemoryOptions,original
i want to create a new memory?,Help_MemoryOptions,original
how do i save settings to a new memory?,Help_MemoryOptions,original
how do i geotag my current program?,Help_MemoryOptions,original
how do i make a custom memory,Help_MemoryOptions,original
i don't like my current hearing aid settings,Help_MemoryOptions,original
how do i reset all my memories,Help_MemoryOptions,original
how do i create my own memory for my hearing aid?,Help_MemoryOptions,original
how do i create my own memory for my aids?,Help_MemoryOptions,original
how do i create my own custom memory?,Help_MemoryOptions,original
how do i create my own program?,Help_MemoryOptions,original
how do i link a location to my memory?,Help_MemoryOptions,original
how do i personalize my hearing aid memory?,Help_MemoryOptions,original
how do i create my own memory for my aid?,Help_MemoryOptions,original
how do i create my own memory for my hearing aids?,Help_MemoryOptions,original
can i assign a location to my memory?,Help_MemoryOptions,original
memory settings,Help_MemoryOptions,original
how do i set the program to this location?,Help_MemoryOptions,original
what are some of my options for memories,Help_MemoryOptions,original
can i tag a location to a memory?,Help_MemoryOptions,original
what does this self-check do?,Help_SelfCheck,original
how do i test my left hearing aid,Help_SelfCheck,original
self check help,Help_SelfCheck,original
how do i know if my hearing aid is working?,Help_SelfCheck,original
where is help for self check,Help_SelfCheck,original
how do i use self-check feature?,Help_SelfCheck,original
where can i see if my hearing aid is working?,Help_SelfCheck,original
one hearing aid is not being found,Help_SelfCheck,original
why doesn't the left hearing aid work,Help_SelfCheck,original
how do i perform a self-check?,Help_SelfCheck,original
why doesn't my wife hearing aid work,Help_SelfCheck,original
when should i use self-check?,Help_SelfCheck,original
what if self-check says that my hearing aid is broken?,Help_SelfCheck,original
self check failed.,Help_SelfCheck,original
right hearing aid doesn't work,Help_SelfCheck,original
how do i check to see if my hearing aid is working?,Help_SelfCheck,original
how do i know if my microphone is working?,Help_SelfCheck,original
my left ear doesn't work good,Help_SelfCheck,original
my left hearing aid does not respond,Help_SelfCheck,original
there is a problem with my hearing aids,Help_SelfCheck,original
are both of my hearing aids working,Help_SelfCheck,original
how to self check,Help_SelfCheck,original
what is self-check?,Help_SelfCheck,original
why is my left hearing aids not working,Help_SelfCheck,original
how does self check work?,Help_SelfCheck,original
please diagnose my hearing aids,Help_SelfCheck,original
how to check hearing aids state,Help_SelfCheck,original
right here does not work,Help_SelfCheck,original
what is self check for,Help_SelfCheck,original
where is self-check?,Help_SelfCheck,original
self check user guide,Help_SelfCheck,original
why is the right hearing aids not functioning,Help_SelfCheck,original
there is a problem with my right hearing aid,Help_SelfCheck,original
how do i use self check,Help_SelfCheck,original
should my hearing aids get all check marks in self-check?,Help_SelfCheck,original
how to do self check,Help_SelfCheck,original
why is my right hearing aid not working,Help_SelfCheck,original
there is a problem with my hearing aid,Help_SelfCheck,original
can my hearing aids self check,Help_SelfCheck,original
calories used today,Cmd.ActivityCalories,original
used calories today,Cmd.ActivityCalories,original
calories burned today,Cmd.ActivityCalories,original
burned calories today,Cmd.ActivityCalories,original
how many burned calories today,Cmd.ActivityCalories,original
how many calories have i used today,Cmd.ActivityCalories,original
how do i charge my hearing aid ric,Help_Battery,original
how do i change the battery in my hearing aid?,Help_Battery,original
how do i charge my battery?,Help_Battery,original
how to change my hearing aid battery ?,Help_Battery,original
how do you change my battery?,Help_Battery,original
how do i charge my ric hearing aid?,Help_Battery,original
how to change the battery in my hearing aid?,Help_Battery,original
how do i charge my itc hearing aid?,Help_Battery,original
how do i change my battery?,Help_Battery,original
how to charge my itc hearing aid?,Help_Battery,original
how do i charge my hearing aid?,Help_Battery,original
how to charge my hearing aid?,Help_Battery,original
how do i change my hearing aid battery ?,Help_Battery,original
how to charge my ric hearing aid?,Help_Battery,original
how do you charge my battery?,Help_Battery,original
how can i use my hearing aids,Help_Home,original
what adjustments can i make on the main screen?,Help_Home,original
where is the home screen?,Help_Home,original
how do i get back to the main screen?,Help_Home,original
what adjustments can i make on the home screen?,Help_Home,original
where is the homepage,Help_Home,original
where is the main screen?,Help_Home,original
where what is the home,Help_Home,original
help with the home screen,Help_Home,original
how do i go the the main screen?,Help_Home,original
how do i get to the homepage,Help_Home,original
how do i turn thrive on,Help_Home,original
how do i go the the home screen?,Help_Home,original
what's on the homepage,Help_Home,original
help with the main screen,Help_Home,original
how do i access the home screen?,Help_Home,original
how to enchance voice with edge mode,Help_EdgeMode,original
how do i hear less wind with edge mode?,Help_EdgeMode,original
how to hear less wind with edge mode,Help_EdgeMode,original
how to reduce noise with edge mode?,Help_EdgeMode,original
what is in edge mode?,Help_EdgeMode,original
what is edge mode?,Help_EdgeMode,original
how do i use edge mode?,Help_EdgeMode,original
how do i enhance voice with edge mode?,Help_EdgeMode,original
how to save edge mode setting?,Help_EdgeMode,original
what does edge mode do?,Help_EdgeMode,original
how do i save setting on edge mode?,Help_EdgeMode,original
how to use edge mode,Help_EdgeMode,original
how do i adjust bass on edge mode?,Help_EdgeMode,original
how to get better hearing with edge mode?,Help_EdgeMode,original
unmute,Cmd.VolumeUnmute,original
turn on my right aid,Cmd.VolumeUnmute,original
sound on,Cmd.VolumeUnmute,original
turn volume to normal,Cmd.VolumeUnmute,original
turn off mute,Cmd.VolumeUnmute,original
turn the sound on,Cmd.VolumeUnmute,original
turn on the volume,Cmd.VolumeUnmute,original
hearing aid volume on,Cmd.VolumeUnmute,original
turn on my left aid,Cmd.VolumeUnmute,original
turn the volume on,Cmd.VolumeUnmute,original
turn on the sound,Cmd.VolumeUnmute,original
turn mute off,Cmd.VolumeUnmute,original
turn on hearing aids,Cmd.VolumeUnmute,original
turn my right hearing aid on,Cmd.VolumeUnmute,original
volume on right aid,Cmd.VolumeUnmute,original
unmute the hearing aids,Cmd.VolumeUnmute,original
volume on left aid,Cmd.VolumeUnmute,original
turn volume on,Cmd.VolumeUnmute,original
unmute my hearing aids,Cmd.VolumeUnmute,original
unmute on,Cmd.VolumeUnmute,original
help with tinnitus masker adjustments in my aids,Help_Tinnitus,original
help with white noise adjustment,Help_Tinnitus,original
help with tinnitus volume adjustment on my aids,Help_Tinnitus,original
help with tinnitus masker adjustments,Help_Tinnitus,original
how do i adjust my noise masker in my left hearing aid?,Help_Tinnitus,original
is tinnitus in the app?,Help_Tinnitus,original
how do i adjust my tinnitus masker in my hearing aid?,Help_Tinnitus,original
how do i adjust my noise masker in my hearing aids?,Help_Tinnitus,original
help with white noise adjustments in my aid,Help_Tinnitus,original
help with tinnitus masker adjustment on my aids,Help_Tinnitus,original
how do i adjust my loudness of the tinnitus masker on the hearing aid?,Help_Tinnitus,original
how do i adjust my loudness of the tinnitus volume on the hearing aid?,Help_Tinnitus,original
help me change tinnitus program,Help_Tinnitus,original
help with tinnitus volume adjustment in my hearing aid,Help_Tinnitus,original
how do i turn down the tinnitus noise?,Help_Tinnitus,original
help with white noise adjustments,Help_Tinnitus,original
how do i adjust my noise masker on my hearing aid?,Help_Tinnitus,original
can i turn off tinnitus,Help_Tinnitus,original
help with white noise adjustment on my hearing aid,Help_Tinnitus,original
how do i adjust my loudness of the tinnitus masker on the aids?,Help_Tinnitus,original
how do i adjust my loudness of the tinnitus volume on my aid?,Help_Tinnitus,original
how do i adjust my loudness of the tinnitus volume in the aid?,Help_Tinnitus,original
how do i adjust my noise masker in my right hearing aid?,Help_Tinnitus,original
how do i adjust my loudness of the tinnitus masker in my hearing aids?,Help_Tinnitus,original
how do i adjust my tinnitus noise in the aids?,Help_Tinnitus,original
how do i adjust my tinnitus noise?,Help_Tinnitus,original
show me tinnitus settings,Help_Tinnitus,original
how do i adjust my noise masker on the hearing aids?,Help_Tinnitus,original
what is the ringing in my ears,Help_Tinnitus,original
how do i adjust my noise masker on my hearing aids?,Help_Tinnitus,original
how do i adjust my tinnitus noise in the hearing aids?,Help_Tinnitus,original
how do i adjust my noise masker?,Help_Tinnitus,original
how do i adjust my tinnitus masker in the left hearing aid?,Help_Tinnitus,original
how do i adjust my loudness of the tinnitus volume on the aid?,Help_Tinnitus,original
how do i adjust my tinnitus masker in the right hearing aid?,Help_Tinnitus,original
how do i adjust my tinnitus masker in the hearing aid?,Help_Tinnitus,original
how do i adjust my tinnitus noise in the hearing aid?,Help_Tinnitus,original
how do i adjust my tinnitus noise settings?,Help_Tinnitus,original
how do i adjust my loudness of the tinnitus masker on my aid?,Help_Tinnitus,original
how do i adjust my loudness of the tinnitus masker in the hearing aids?,Help_Tinnitus,original
how do i adjust my loudness of the tinnitus volume in the hearing aid?,Help_Tinnitus,original
how do i adjust my loudness of the tinnitus volume on the hearing aids?,Help_Tinnitus,original
help with white noise adjustments in my hearing aids,Help_Tinnitus,original
how do i turn up the tinnitus noise?,Help_Tinnitus,original
how do i adjust my loudness of the tinnitus volume in my hearing aid?,Help_Tinnitus,original
how do i adjust my loudness of the tinnitus masker in the aid?,Help_Tinnitus,original
help with tinnitus volume adjustment in my aid,Help_Tinnitus,original
how do i adjust my tinnitus noise on the aid?,Help_Tinnitus,original
help with tinnitus masker adjustments in my hearing aid,Help_Tinnitus,original
how do i change the tinnitus sounds,Help_Tinnitus,original
how do i adjust my loudness of the tinnitus masker on the aid?,Help_Tinnitus,original
help with tinnitus masker adjustments on my aid,Help_Tinnitus,original
help with tinnitus volume adjustment on my hearing aids,Help_Tinnitus,original
help with tinnitus volume adjustments on my aids,Help_Tinnitus,original
help with tinnitus masker adjustments on my aids,Help_Tinnitus,original
how do i backup my thrive app data,Help_HearingCareAnywhereConnect,original
how do i backup the data in my aid?,Help_HearingCareAnywhereConnect,original
how do i backup the data in my app?,Help_HearingCareAnywhereConnect,original
how do i restore my hearing aid settings?,Help_HearingCareAnywhereConnect,original
how do i restore the settings in my aids?,Help_HearingCareAnywhereConnect,original
how do i restore the thrive app settings?,Help_HearingCareAnywhereConnect,original
how do i sync my hearing aids to the app?,Help_HearingCareAnywhereConnect,original
telehear,Help_HearingCareAnywhereConnect,original
help for tele hear,Help_HearingCareAnywhereConnect,original
where can i find tele here,Help_HearingCareAnywhereConnect,original
where can i find tela here,Help_HearingCareAnywhereConnect,original
why is my left hearing aid not paired,Help_Pairing,original
how do i connect my hearing aids to my car's bluetooth?,Help_Pairing,original
can my hearing aids be set up to multiple devices,Help_Pairing,original
how do i connect my hearing aid?,Help_Pairing,original
i need to pair the hearing aids with the phone,Help_Pairing,original
pairing aids with my phone,Help_Pairing,original
can my hearing aids be set up to an iphone and an ipad at the same,Help_Pairing,original
pairing my hearing aids with the thrive app,Help_Pairing,original
