text,intent,source
set it up for a concert hall,device.memory.change,fine_tuned_test_predictions.csv
can you program number one,device.memory.change,fine_tuned_test_predictions.csv
can you switch to telephone program,device.memory.change,fine_tuned_test_predictions.csv
please switch program to golf,device.memory.change,fine_tuned_test_predictions.csv
can you pub setting,device.memory.change,fine_tuned_test_predictions.csv
can you noise program,device.memory.change,fine_tuned_test_predictions.csv
turn on my program for restaurant,device.memory.change,fine_tuned_test_predictions.csv
can you switch to gym program,device.memory.change,fine_tuned_test_predictions.csv
please change setting to number one,device.memory.change,fine_tuned_test_predictions.csv
please set to theater program,device.memory.change,fine_tuned_test_predictions.csv
switch program to pub,device.memory.change,fine_tuned_test_predictions.csv
please switch memory to work,device.memory.change,fine_tuned_test_predictions.csv
please go to outdoors,device.memory.change,fine_tuned_test_predictions.csv
can you switch to mute memory,device.memory.change,fine_tuned_test_predictions.csv
can you set to train program,device.memory.change,fine_tuned_test_predictions.csv
can you switch to everyday memory,device.memory.change,fine_tuned_test_predictions.csv
change my hearing aid program to telephone,device.memory.change,fine_tuned_test_predictions.csv
can you change to quiet program,device.memory.change,fine_tuned_test_predictions.csv
update memory,device.memory.change,v4_short_commands
change to master memory,device.memory.change,fine_tuned_test_predictions.csv
please set memory to automatic,device.memory.change,fine_tuned_test_predictions.csv
can you change memory to everyday,device.memory.change,fine_tuned_test_predictions.csv
please set memory to train,device.memory.change,fine_tuned_test_predictions.csv
set to office memory,device.memory.change,fine_tuned_test_predictions.csv
please change program to kitchen,device.memory.change,fine_tuned_test_predictions.csv
can you change program to worship,device.memory.change,fine_tuned_test_predictions.csv
can you reduce my devices volume,device.volume.decrease,fine_tuned_test_predictions.csv
please reduce my right aid volume,device.volume.decrease,fine_tuned_test_predictions.csv
"everyone in the room is talking too loud and my left hearing aid is picking it all up, lower the volume please",device.volume.decrease,fine_tuned_test_predictions.csv
i need to lower both hearing aids,device.volume.decrease,fine_tuned_test_predictions.csv
i need you to decrease the volume on my aids,device.volume.decrease,fine_tuned_test_predictions.csv
i'd like you to decrease the volume on my right aid,device.volume.decrease,fine_tuned_test_predictions.csv
go ahead and drop the volume on both hearing aids,device.volume.decrease,fine_tuned_test_predictions.csv
just decrease the left aid volume,device.volume.decrease,fine_tuned_test_predictions.csv
i would like to reduce my devices volume,device.volume.decrease,fine_tuned_test_predictions.csv
can you reduce the volume on my device,device.volume.decrease,fine_tuned_test_predictions.csv
hey can you turn down the right aid,device.volume.decrease,fine_tuned_test_predictions.csv
can you knock down the volume on the left aid,device.volume.decrease,fine_tuned_test_predictions.csv
just soften my right ear hearing aid,device.volume.decrease,fine_tuned_test_predictions.csv
could you soften my hearing aids,device.volume.decrease,fine_tuned_test_predictions.csv
the noise is unbearable,device.volume.decrease,fine_tuned_test_predictions.csv
i'd like you to ease down the volume on the right aid,device.volume.decrease,fine_tuned_test_predictions.csv
could you please turn my hearing device down a bit,device.volume.decrease,fine_tuned_test_predictions.csv
please decrease the volume on both hearing aids,device.volume.decrease,fine_tuned_test_predictions.csv
i'd like to soften both my aids,device.volume.decrease,fine_tuned_test_predictions.csv
"hey, make my left hearing aid quieter",device.volume.decrease,fine_tuned_test_predictions.csv
just make my hearing aids quieter,device.volume.decrease,fine_tuned_test_predictions.csv
"hey, make my right ear hearing aid softer",device.volume.decrease,fine_tuned_test_predictions.csv
that's hurting my ears,device.volume.decrease,fine_tuned_test_predictions.csv
can you turn down the loudness on my hearing aids,device.volume.decrease,fine_tuned_test_predictions.csv
can you please reduce my right aid volume,device.volume.decrease,fine_tuned_test_predictions.csv
hey can you knock down the volume on my hearing aids,device.volume.decrease,fine_tuned_test_predictions.csv
quickly turn the sound down on my device,device.volume.decrease,fine_tuned_test_predictions.csv
just decrease my right ear hearing aid volume,device.volume.decrease,fine_tuned_test_predictions.csv
decrease volume in my hearing aids,device.volume.decrease,fine_tuned_test_predictions.csv
can you please ease down the volume on my left ear hearing aid,device.volume.decrease,fine_tuned_test_predictions.csv
could you knock down the volume on my left ear hearing aid,device.volume.decrease,fine_tuned_test_predictions.csv
i want to quiet down both my aids,device.volume.decrease,fine_tuned_test_predictions.csv
can you turn down my hearing aids,device.volume.decrease,fine_tuned_test_predictions.csv
turn my aids down,device.volume.decrease,fine_tuned_test_predictions.csv
"hey, turn both hearing aids down a bit",device.volume.decrease,fine_tuned_test_predictions.csv
i want you to lower the volume on both hearing aids,device.volume.decrease,fine_tuned_test_predictions.csv
ease down the volume on my hearing device,device.volume.decrease,fine_tuned_test_predictions.csv
bring the volume down,device.volume.decrease,fine_tuned_test_predictions.csv
i'd like you to decrease the volume on my left hearing aid,device.volume.decrease,fine_tuned_test_predictions.csv
let's lower the volume on my hearing devices,device.volume.decrease,fine_tuned_test_predictions.csv
i'd like to lower my devices,device.volume.decrease,fine_tuned_test_predictions.csv
can you turn down the volume in my right hearing aid,device.volume.decrease,fine_tuned_test_predictions.csv
could you please reduce my devices volume,device.volume.decrease,fine_tuned_test_predictions.csv
please turn down the volume in my right hearing aid,device.volume.decrease,fine_tuned_test_predictions.csv
lower the level,device.volume.decrease,fine_tuned_test_predictions.csv
quickly lower both my aids,device.volume.decrease,fine_tuned_test_predictions.csv
make it quiter,device.volume.decrease,v4_typo_stt
i need to dial down the left aid,device.volume.decrease,fine_tuned_test_predictions.csv
"the volume on my hearing device is way too high, could you bring it down",device.volume.decrease,fine_tuned_test_predictions.csv
help me make my hearing device softer,device.volume.decrease,fine_tuned_test_predictions.csv
"it's too loud for me, lower the sound",device.volume.decrease,v4_contextual_paraphrase
please quiet down my hearing devices,device.volume.decrease,fine_tuned_test_predictions.csv
can you decrease the volume in my aids,device.volume.decrease,fine_tuned_test_predictions.csv
ease down the volume on the right aid,device.volume.decrease,fine_tuned_test_predictions.csv
can you make my right ear hearing aid softer,device.volume.decrease,fine_tuned_test_predictions.csv
"my left hearing aid is blasting way too loud, turn it down",device.volume.decrease,fine_tuned_test_predictions.csv
"it's too loud in here, can you turn down my left aid",device.volume.decrease,fine_tuned_test_predictions.csv
i'm trying to turn down the volume on the hearing aids,device.volume.decrease,fine_tuned_test_predictions.csv
turn it down,device.volume.decrease,v4_short_commands
i'm trying to lower my aids,device.volume.decrease,fine_tuned_test_predictions.csv
i want you to turn down my left hearing aid,device.volume.decrease,fine_tuned_test_predictions.csv
"hey, turn down my aids",device.volume.decrease,fine_tuned_test_predictions.csv
that sounds too loud,device.volume.decrease,fine_tuned_test_predictions.csv
go ahead and turn down my right ear hearing aid,device.volume.decrease,fine_tuned_test_predictions.csv
can you please decrease the volume on my hearing aids,device.volume.decrease,fine_tuned_test_predictions.csv
i'd like you to make my hearing aids quieter,device.volume.decrease,fine_tuned_test_predictions.csv
could you turn down the volume on my left aid,device.volume.decrease,fine_tuned_test_predictions.csv
can you please decrease the volume on my right aid,device.volume.decrease,fine_tuned_test_predictions.csv
i want you to decrease my left ear hearing aid volume,device.volume.decrease,fine_tuned_test_predictions.csv
can you drop the volume on both hearing aids,device.volume.decrease,fine_tuned_test_predictions.csv
kindly turn down my devices,device.volume.decrease,fine_tuned_test_predictions.csv
turn it dowm,device.volume.decrease,v4_typo_stt
i need you to make my right aid softer,device.volume.decrease,fine_tuned_test_predictions.csv
would you please dial down my hearing devices,device.volume.decrease,fine_tuned_test_predictions.csv
quickly turn the sound down on the hearing aids,device.volume.decrease,fine_tuned_test_predictions.csv
let's knock down the volume on my right ear hearing aid,device.volume.decrease,fine_tuned_test_predictions.csv
lower the volume,device.volume.decrease,fine_tuned_test_predictions.csv
"hey, soften my devices",device.volume.decrease,fine_tuned_test_predictions.csv
i want some quiet,device.volume.decrease,fine_tuned_test_predictions.csv
help me ease down the volume on the right aid,device.volume.decrease,fine_tuned_test_predictions.csv
could you reduce the volume on my hearing aids,device.volume.decrease,fine_tuned_test_predictions.csv
help me soften my devices,device.volume.decrease,fine_tuned_test_predictions.csv
i'd like to turn down my left aid,device.volume.decrease,fine_tuned_test_predictions.csv
could you please soften both hearing aids,device.volume.decrease,fine_tuned_test_predictions.csv
just turn down both my aids,device.volume.decrease,fine_tuned_test_predictions.csv
quickly quiet down the left aid,device.volume.decrease,fine_tuned_test_predictions.csv
could you quiet down my aids,device.volume.decrease,fine_tuned_test_predictions.csv
i'd like to drop the volume on my right hearing aid,device.volume.decrease,fine_tuned_test_predictions.csv
please lower the right aid,device.volume.decrease,fine_tuned_test_predictions.csv
reduce the volume on my right aid,device.volume.decrease,fine_tuned_test_predictions.csv
could you lower the volume on my left ear hearing aid,device.volume.decrease,fine_tuned_test_predictions.csv
i want to soften my left aid,device.volume.decrease,fine_tuned_test_predictions.csv
help me turn down the left aid,device.volume.decrease,fine_tuned_test_predictions.csv
could you please decrease my hearing device volume,device.volume.decrease,fine_tuned_test_predictions.csv
turn down the volume,device.volume.decrease,fine_tuned_test_predictions.csv
could you please drop the volume on my left ear hearing aid,device.volume.decrease,fine_tuned_test_predictions.csv
"hey, could you please lower the volume on my hearing aid",device.volume.decrease,fine_tuned_test_predictions.csv
turn down my left aid,device.volume.decrease,fine_tuned_test_predictions.csv
i need to knock down the volume on my hearing device,device.volume.decrease,fine_tuned_test_predictions.csv
kindly knock down the volume on my devices,device.volume.decrease,fine_tuned_test_predictions.csv
could you please reduce the hearing aids volume,device.volume.decrease,fine_tuned_test_predictions.csv
i need to decrease the volume on both hearing aids,device.volume.decrease,fine_tuned_test_predictions.csv
please turn down my right aid,device.volume.decrease,fine_tuned_test_predictions.csv
"i'm in a noisy restaurant and my left aid is picking up too much sound, please lower the volume",device.volume.decrease,fine_tuned_test_predictions.csv
hey can you turn the sound down on my hearing aid,device.volume.decrease,fine_tuned_test_predictions.csv
quickly bring down the volume on the right aid,device.volume.decrease,fine_tuned_test_predictions.csv
less volume,device.volume.decrease,v4_short_commands
"hey, could you please turn down both hearing aids",device.volume.decrease,fine_tuned_test_predictions.csv
hey can you turn down the volume on my device,device.volume.decrease,fine_tuned_test_predictions.csv
hey can you decrease the volume on both my aids,device.volume.decrease,fine_tuned_test_predictions.csv
could you turn down the volume on my right hearing aid,device.volume.decrease,fine_tuned_test_predictions.csv
kindly turn down the volume on my aids,device.volume.decrease,fine_tuned_test_predictions.csv
i need you to knock down the volume on my right hearing aid,device.volume.decrease,fine_tuned_test_predictions.csv
i want to ease down the volume on my device,device.volume.decrease,fine_tuned_test_predictions.csv
could you reduce the volume on both my aids,device.volume.decrease,fine_tuned_test_predictions.csv
"the right aid is blasting way too loud, turn it down",device.volume.decrease,fine_tuned_test_predictions.csv
"hey, bring down the volume on my left hearing aid",device.volume.decrease,fine_tuned_test_predictions.csv
i'd like to reduce the volume on my aids,device.volume.decrease,fine_tuned_test_predictions.csv
can you volume down right aid,device.volume.decrease,fine_tuned_test_predictions.csv
i want you to turn the sound down on the hearing aids,device.volume.decrease,fine_tuned_test_predictions.csv
turn down the volume on the hearing aid,device.volume.decrease,fine_tuned_test_predictions.csv
dial down my right aid,device.volume.decrease,fine_tuned_test_predictions.csv
would you please turn the sound down on my hearing device,device.volume.decrease,fine_tuned_test_predictions.csv
quickly lower the volume on my devices,device.volume.decrease,fine_tuned_test_predictions.csv
i'm trying to bring down the volume on my aids,device.volume.decrease,fine_tuned_test_predictions.csv
i would like to make the left aid softer,device.volume.decrease,fine_tuned_test_predictions.csv
i would like to turn down the volume on my left ear hearing aid,device.volume.decrease,fine_tuned_test_predictions.csv
would you decrease my hearing devices volume,device.volume.decrease,fine_tuned_test_predictions.csv
could you tone down both my aids,device.volume.decrease,fine_tuned_test_predictions.csv
i want to reduce the volume on the right aid,device.volume.decrease,fine_tuned_test_predictions.csv
i'd like you to make both my aids quieter,device.volume.decrease,fine_tuned_test_predictions.csv
lower the listening level,device.volume.decrease,fine_tuned_test_predictions.csv
i need to make my aids quieter,device.volume.decrease,fine_tuned_test_predictions.csv
i'd like to lower the volume on my right hearing aid,device.volume.decrease,fine_tuned_test_predictions.csv
help me ease down the volume on my devices,device.volume.decrease,fine_tuned_test_predictions.csv
i need to turn the sound down on my right aid,device.volume.decrease,fine_tuned_test_predictions.csv
scale back the sound,device.volume.decrease,fine_tuned_test_predictions.csv
please decrease the loudness in my aids,device.volume.decrease,fine_tuned_test_predictions.csv
let's make my device quieter,device.volume.decrease,fine_tuned_test_predictions.csv
i need to ease down the volume on my right aid,device.volume.decrease,fine_tuned_test_predictions.csv
hey can you make my aids quieter,device.volume.decrease,fine_tuned_test_predictions.csv
just turn the sound down on my hearing device,device.volume.decrease,fine_tuned_test_predictions.csv
just decrease my right aid volume,device.volume.decrease,fine_tuned_test_predictions.csv
i would like to lower the left aid,device.volume.decrease,fine_tuned_test_predictions.csv
can you tone down both hearing aids,device.volume.decrease,fine_tuned_test_predictions.csv
make it quiteer,device.volume.decrease,v4_typo_stt
i want you to turn the right aid down a bit,device.volume.decrease,fine_tuned_test_predictions.csv
let's ease down the volume on my hearing aids,device.volume.decrease,fine_tuned_test_predictions.csv
i need to lower the volume on my right hearing aid,device.volume.decrease,fine_tuned_test_predictions.csv
kindly dial down my hearing device,device.volume.decrease,fine_tuned_test_predictions.csv
hey can you make my devices quieter,device.volume.decrease,fine_tuned_test_predictions.csv
could you tone down my devices,device.volume.decrease,fine_tuned_test_predictions.csv
decrease volume,device.volume.decrease,v4_short_commands
decrease the right hearing aid,device.volume.decrease,fine_tuned_test_predictions.csv
please change volume down,device.volume.decrease,fine_tuned_test_predictions.csv
turn the volume down,device.volume.decrease,fine_tuned_test_predictions.csv
i'm trying to bring down the volume on my hearing aids,device.volume.decrease,fine_tuned_test_predictions.csv
quickly ease down the volume on my hearing aids,device.volume.decrease,fine_tuned_test_predictions.csv
can you please make my right aid quieter,device.volume.decrease,fine_tuned_test_predictions.csv
turn down the volume on the hearing aids,device.volume.decrease,fine_tuned_test_predictions.csv
i want you to decrease the volume on the hearing aids,device.volume.decrease,fine_tuned_test_predictions.csv
kindly lower my hearing devices,device.volume.decrease,fine_tuned_test_predictions.csv
"hey, could you please lower my left aid",device.volume.decrease,fine_tuned_test_predictions.csv
i want you to decrease the volume on the left aid,device.volume.decrease,fine_tuned_test_predictions.csv
help me lower the volume on my aids,device.volume.decrease,fine_tuned_test_predictions.csv
i'm trying to decrease my devices volume,device.volume.decrease,fine_tuned_test_predictions.csv
roll back the sound level,device.volume.decrease,fine_tuned_test_predictions.csv
go ahead and turn down my right hearing aid,device.volume.decrease,fine_tuned_test_predictions.csv
"the sound is too strong, can you turn it down",device.volume.decrease,v4_contextual_paraphrase
i want to tone down my right hearing aid,device.volume.decrease,fine_tuned_test_predictions.csv
turn the sound down,device.volume.decrease,v4_short_commands
help me reduce my hearing aids volume,device.volume.decrease,fine_tuned_test_predictions.csv
i need you to lower the right aid,device.volume.decrease,fine_tuned_test_predictions.csv
kindly turn the sound down on my device,device.volume.decrease,fine_tuned_test_predictions.csv
hey can you reduce my hearing aid volume,device.volume.decrease,fine_tuned_test_predictions.csv
hush it up,device.volume.decrease,fine_tuned_test_predictions.csv
i want you to make my aids quieter,device.volume.decrease,fine_tuned_test_predictions.csv
please raise up the volume,device.volume.increase,fine_tuned_test_predictions.csv
can you increase my right hearing aid volume,device.volume.increase,fine_tuned_test_predictions.csv
help me turn my right hearing aid up a bit,device.volume.increase,fine_tuned_test_predictions.csv
kindly turn the sound up on my hearing device,device.volume.increase,fine_tuned_test_predictions.csv
can you turn the volume up,device.volume.increase,fine_tuned_test_predictions.csv
turn up the hearing aid volume,device.volume.increase,fine_tuned_test_predictions.csv
"it's hard to hear the tv through my left hearing aid, please increase the volume",device.volume.increase,fine_tuned_test_predictions.csv
could you louden my hearing devices,device.volume.increase,fine_tuned_test_predictions.csv
kindly turn up my right aid,device.volume.increase,fine_tuned_test_predictions.csv
let's raise the volume on my right hearing aid,device.volume.increase,fine_tuned_test_predictions.csv
kindly max out my hearing device a little,device.volume.increase,fine_tuned_test_predictions.csv
i'd like you to turn up my aids,device.volume.increase,fine_tuned_test_predictions.csv
help me push the volume up on my hearing aid,device.volume.increase,fine_tuned_test_predictions.csv
could you turn up my devices,device.volume.increase,fine_tuned_test_predictions.csv
the sound is faint,device.volume.increase,fine_tuned_test_predictions.csv
raise the volume,device.volume.increase,v4_short_commands
could you please louden my left aid,device.volume.increase,fine_tuned_test_predictions.csv
i need you to raise the volume on my left ear hearing aid,device.volume.increase,fine_tuned_test_predictions.csv
i'd like to max out the right aid a little,device.volume.increase,fine_tuned_test_predictions.csv
i want to crank up my device,device.volume.increase,fine_tuned_test_predictions.csv
could you amplify my hearing devices,device.volume.increase,fine_tuned_test_predictions.csv
let's make my aids louder,device.volume.increase,fine_tuned_test_predictions.csv
i'm trying to push the volume up on my devices,device.volume.increase,fine_tuned_test_predictions.csv
i'm trying to louden both hearing aids,device.volume.increase,fine_tuned_test_predictions.csv
i'm trying to make both my aids louder,device.volume.increase,fine_tuned_test_predictions.csv
could you please push the volume up on my right aid,device.volume.increase,fine_tuned_test_predictions.csv
can you please louden my device,device.volume.increase,fine_tuned_test_predictions.csv
i'm trying to raise my devices,device.volume.increase,fine_tuned_test_predictions.csv
would you please turn up my hearing aid,device.volume.increase,fine_tuned_test_predictions.csv
help me make my left hearing aid louder,device.volume.increase,fine_tuned_test_predictions.csv
let's raise my hearing aids,device.volume.increase,fine_tuned_test_predictions.csv
i need you to turn the sound up on both hearing aids,device.volume.increase,fine_tuned_test_predictions.csv
i'd like you to increase the volume on my devices,device.volume.increase,fine_tuned_test_predictions.csv
turn the sound upp,device.volume.increase,v4_typo_stt
quickly raise the volume on my devices,device.volume.increase,fine_tuned_test_predictions.csv
i need stronger audio,device.volume.increase,fine_tuned_test_predictions.csv
help me bring up the volume on my right ear hearing aid,device.volume.increase,fine_tuned_test_predictions.csv
people sound too soft,device.volume.increase,fine_tuned_test_predictions.csv
could you louden the hearing aids,device.volume.increase,fine_tuned_test_predictions.csv
i want you to raise my right hearing aid,device.volume.increase,fine_tuned_test_predictions.csv
can you make things easier to hear?,device.volume.increase,fine_tuned_test_predictions.csv
just turn the left aid up a bit,device.volume.increase,fine_tuned_test_predictions.csv
can you make my right hearing aid louder,device.volume.increase,fine_tuned_test_predictions.csv
would you please turn the sound up on the right aid,device.volume.increase,fine_tuned_test_predictions.csv
can you please turn up my hearing aid,device.volume.increase,fine_tuned_test_predictions.csv
just dial up my hearing device,device.volume.increase,fine_tuned_test_predictions.csv
i want to amplify the right aid,device.volume.increase,fine_tuned_test_predictions.csv
kindly louden my hearing aid,device.volume.increase,fine_tuned_test_predictions.csv
turn it up,device.volume.increase,v4_short_commands
make the volume more on hearing aids,device.volume.increase,fine_tuned_test_predictions.csv
i need you to crank up my hearing aids,device.volume.increase,fine_tuned_test_predictions.csv
could you please push the volume up on my device,device.volume.increase,fine_tuned_test_predictions.csv
can you bring up the volume on both my aids,device.volume.increase,fine_tuned_test_predictions.csv
turn up my hearing aids,device.volume.increase,fine_tuned_test_predictions.csv
i would like to bring up the volume on the left aid,device.volume.increase,fine_tuned_test_predictions.csv
