suite,text,true_intent,predicted_intent,top2,confidence,margin,accepted,category
standard_test,turn off cable,Default Fallback Intent,Cmd.StreamingStop,Default Fallback Intent,0.8055,0.614,False,other_embedding_or_classifier_weakness
standard_test,i hear the voice,Default Fallback Intent,Cmd.StreamingStart,Default Fallback Intent,0.8095,0.6836,False,other_embedding_or_classifier_weakness
standard_test,alexa learn my voice,Default Fallback Intent,Help_VoiceAssistant,Help_IntelliVoice,0.4927,0.2151,False,other_embedding_or_classifier_weakness
standard_test,bank number to car,Default Fallback Intent,Help_DeviceSettings,Cmd.MemoryChange,0.5867,0.3682,False,other_embedding_or_classifier_weakness
standard_test,riley's a manager connected scott.,Default Fallback Intent,Cmd.MemoryChange,Default Fallback Intent,0.4727,0.0941,False,low_margin_uncertainty
standard_test,discover revelation,Default Fallback Intent,Help_Home,Cmd.ListenMessage,0.4345,0.0663,False,low_margin_uncertainty
standard_test,monday,Default Fallback Intent,reminders.add,Default Fallback Intent,0.4931,0.3018,False,other_embedding_or_classifier_weakness
standard_test,how do i schedule a,Default Fallback Intent,Help_Reminder,reminders.add,0.737,0.574,False,other_embedding_or_classifier_weakness
standard_test,i need to program new stamping to my phone,Default Fallback Intent,Help_DeviceSettings,Cmd.FindMyPhone,0.3416,0.1349,False,other_embedding_or_classifier_weakness
standard_test,right on,Default Fallback Intent,Cmd.VolumeUnmute,Default Fallback Intent,0.849,0.7398,False,other_embedding_or_classifier_weakness
standard_test,and push it down for dramatics,Default Fallback Intent,Cmd.VolumeDecrease,Help_Home,0.9738,0.966,True,confident_and_wrong_calibration_issue
standard_test,why won't the hearing aids?,Default Fallback Intent,Help_SelfCheck,Help_InsertDevice,0.9005,0.8561,True,confident_and_wrong_calibration_issue
standard_test,thanks for changing,Default Fallback Intent,Cmd.MemoryChange,Default Fallback Intent,0.7026,0.4081,False,other_embedding_or_classifier_weakness
standard_test,i can't hear anything,Default Fallback Intent,Cmd.VolumeMute,Default Fallback Intent,0.5559,0.2394,False,negation
standard_test,can you listen to music,Default Fallback Intent,Cmd.MemoryChange,Default Fallback Intent,0.9793,0.9608,True,confident_and_wrong_calibration_issue
standard_test,turn,Default Fallback Intent,Cmd.VolumeDecrease,Default Fallback Intent,0.4309,0.1518,False,other_embedding_or_classifier_weakness
standard_test,"stream, youtube music.",Default Fallback Intent,Cmd.StreamingStart,Default Fallback Intent,0.877,0.8141,True,other_embedding_or_classifier_weakness
standard_test,i need a car battery,Default Fallback Intent,reminders.add,Cmd.BatteryLevel,0.5648,0.2467,False,other_embedding_or_classifier_weakness
standard_test,numbers,Default Fallback Intent,Cmd.MemoryChange,Default Fallback Intent,0.9873,0.9762,True,confident_and_wrong_calibration_issue
standard_test,how do i remove a sliver,Default Fallback Intent,Help_Home,Default Fallback Intent,0.25,0.0784,False,low_margin_uncertainty
standard_test,television setting,Cmd.MemoryChange,Default Fallback Intent,Cmd.MemoryChange,0.6755,0.4158,False,other_embedding_or_classifier_weakness
standard_test,can you play tv,Cmd.StreamingStart,Default Fallback Intent,Cmd.StreamingStart,0.4916,0.0487,False,low_margin_uncertainty
standard_test,please i don’t have a normal memory,Help_MemoryOptions,Cmd.MemoryChange,Default Fallback Intent,0.5231,0.309,False,result_request_vs_feature_question
standard_test,can you i don’t have a normal memory,Help_MemoryOptions,Cmd.MemoryChange,reminders.add,0.3607,0.0316,False,result_request_vs_feature_question
standard_test,can you mute off,Cmd.VolumeUnmute,Cmd.VolumeMute,Cmd.VolumeUnmute,0.7674,0.6119,False,same_family_opposite_or_sibling
standard_test,please sync hearing aid to tv,Help_Pairing,Cmd.StreamingStart,Help_Pairing,0.5844,0.2111,False,other_embedding_or_classifier_weakness
standard_test,please i need help with my settings,Help_DeviceSettings,Help_Customize,Help_MemoryOptions,0.3244,0.0325,False,low_margin_uncertainty
standard_test,can you i need help with my settings,Help_DeviceSettings,Help_HearingCareAnywhereConnect,Help_RemoteProgramming,0.4194,0.0932,False,low_margin_uncertainty
standard_test,please creating a demo with your capabilities,Default Fallback Intent,Help_DemoMode,Cmd.VolumeIncrease,0.8993,0.8528,True,other_embedding_or_classifier_weakness
standard_test,can you creating a demo with your capabilities,Default Fallback Intent,Help_DemoMode,Cmd.VolumeIncrease,0.9679,0.9513,True,confident_and_wrong_calibration_issue
standard_test,can you mavis by stupid hearing aids,Default Fallback Intent,Help_SelfCheck,Cmd.MemoryChange,0.3886,0.1525,False,other_embedding_or_classifier_weakness
standard_test,please turn off cable,Default Fallback Intent,Cmd.StreamingStop,Default Fallback Intent,0.7598,0.5234,False,other_embedding_or_classifier_weakness
standard_test,can you turn off cable,Default Fallback Intent,Cmd.StreamingStop,Default Fallback Intent,0.5557,0.1226,False,other_embedding_or_classifier_weakness
standard_test,please i hear the voice,Default Fallback Intent,Cmd.StreamingStart,Default Fallback Intent,0.8636,0.8079,False,other_embedding_or_classifier_weakness
standard_test,can you i hear the voice,Default Fallback Intent,Cmd.StreamingStart,Default Fallback Intent,0.7974,0.69,False,other_embedding_or_classifier_weakness
standard_test,can you alexa learn my voice,Default Fallback Intent,Help_VoiceAssistant,Help_IntelliVoice,0.6114,0.3284,False,other_embedding_or_classifier_weakness
standard_test,can you bank number to car,Default Fallback Intent,Help_DeviceSettings,Default Fallback Intent,0.5953,0.3668,False,other_embedding_or_classifier_weakness
standard_test,can you it was a specialist contact 800-3334.,Default Fallback Intent,Help_RemoteProgramming,Default Fallback Intent,0.6088,0.3671,False,other_embedding_or_classifier_weakness
standard_test,please riley's a manager connected scott.,Default Fallback Intent,Cmd.StreamingStart,Cmd.MemoryChange,0.4075,0.0763,False,low_margin_uncertainty
standard_test,can you riley's a manager connected scott.,Default Fallback Intent,Cmd.MemoryChange,Cmd.StreamingStart,0.3676,0.1023,False,other_embedding_or_classifier_weakness
standard_test,can you your permit on my cellphone,Default Fallback Intent,Cmd.MemoryChange,Default Fallback Intent,0.4254,0.046,False,low_margin_uncertainty
standard_test,can you monday,Default Fallback Intent,reminders.add,Default Fallback Intent,0.5761,0.167,False,other_embedding_or_classifier_weakness
standard_test,can you right on,Default Fallback Intent,Cmd.VolumeUnmute,Default Fallback Intent,0.9013,0.822,True,confident_and_wrong_calibration_issue
standard_test,please and push it down for dramatics,Default Fallback Intent,Cmd.VolumeDecrease,Default Fallback Intent,0.9489,0.9239,True,confident_and_wrong_calibration_issue
standard_test,can you and push it down for dramatics,Default Fallback Intent,Cmd.VolumeDecrease,Default Fallback Intent,0.9536,0.9386,True,confident_and_wrong_calibration_issue
standard_test,please thanks for changing,Default Fallback Intent,Cmd.MemoryChange,Default Fallback Intent,0.5981,0.2089,False,other_embedding_or_classifier_weakness
standard_test,please i can't hear anything,Default Fallback Intent,Cmd.VolumeMute,Default Fallback Intent,0.8787,0.7643,True,negation
standard_test,can you list items not working,Default Fallback Intent,Help_SelfCheck,Default Fallback Intent,0.3939,0.0866,False,negation
standard_test,can you apps that you wise up,Default Fallback Intent,Help_AppSettings,reminders.add,0.3007,0.0386,False,low_margin_uncertainty
standard_test,"please stream, youtube music.",Default Fallback Intent,Cmd.StreamingStart,Default Fallback Intent,0.717,0.5331,False,other_embedding_or_classifier_weakness
standard_test,please i need a car battery,Default Fallback Intent,reminders.add,Cmd.BatteryLevel,0.5527,0.2528,False,other_embedding_or_classifier_weakness
standard_test,can you i need a car battery,Default Fallback Intent,Cmd.BatteryLevel,Default Fallback Intent,0.4594,0.0669,False,low_margin_uncertainty
standard_test,can you television program,Cmd.MemoryChange,Default Fallback Intent,Cmd.MemoryChange,0.7139,0.4532,False,other_embedding_or_classifier_weakness
standard_test,done streaming,Cmd.StreamingStop,Cmd.StreamingStart,Cmd.StreamingStop,0.7964,0.6089,False,same_family_opposite_or_sibling
standard_test,does my balance control stay the same if i change memories?,Help_WiCROS,Help_ChangingMemories,Help_WiCROS,0.31,0.1059,False,insufficient_training_coverage
standard_test,do i have a normal memory,Help_ChangingMemories,Cmd.MemoryChange,Help_MemoryOptions,0.7796,0.5694,False,result_request_vs_feature_question
standard_test,hearing aid battery,Cmd.BatteryLevel,Help_Battery,Cmd.BatteryLevel,0.6155,0.2829,False,same_family_opposite_or_sibling
standard_test,give me a demonstration,Help_DemoMode,Cmd.ActivityStand,Cmd.ActivityExercise,0.4119,0.0574,False,insufficient_training_coverage
standard_test,show me the translate help,Help_Translate,Cmd.TranslationStart,Help_Translate,0.6346,0.3207,False,result_request_vs_feature_question
standard_test,how do i check what accessories i have connected to my aids?,Help_Accessories,Help_SelfCheck,Help_Pairing,0.2476,0.037,False,low_margin_uncertainty
standard_test,hearing aid not charging,Help_SelfCheck,Help_Battery,Cmd.BatteryLevel,0.9709,0.949,True,negation
standard_test,what is wrong with my hearing aid,Help_SelfCheck,Help_DeviceSettings,Help_SelfCheck,0.5024,0.0788,False,same_family_opposite_or_sibling
standard_test,how do i change the tap button?,Help_DeviceSettings,Help_ChangingMemories,Default Fallback Intent,0.6098,0.5019,False,other_embedding_or_classifier_weakness
standard_test,different kind of needs,Default Fallback Intent,Cmd.MemoryChange,Help_WhatsNew,0.8686,0.8072,False,other_embedding_or_classifier_weakness
standard_test,hear it as they got to go.,Default Fallback Intent,Cmd.StreamingStart,Cmd.TranscribeStart,0.9843,0.9791,True,confident_and_wrong_calibration_issue
standard_test,how do i change,Default Fallback Intent,Help_ChangingMemories,Help_Volume,0.4903,0.3518,False,other_embedding_or_classifier_weakness
standard_test,how do i down cls,Default Fallback Intent,Help_Volume,Default Fallback Intent,0.3878,0.0364,False,low_margin_uncertainty
standard_test,its laud here,Cmd.VolumeDecrease,Default Fallback Intent,Cmd.VolumeDecrease,0.7619,0.6149,False,other_embedding_or_classifier_weakness
standard_test,it's barely audible,Cmd.VolumeIncrease,Cmd.VolumeDecrease,Cmd.VolumeIncrease,0.7452,0.5009,False,same_family_opposite_or_sibling
standard_test,this is barely audible,Cmd.VolumeIncrease,Cmd.VolumeDecrease,Cmd.VolumeIncrease,0.8278,0.6769,False,same_family_opposite_or_sibling
standard_test,show me where they are,Help_FindMyHearingAids,Default Fallback Intent,Help_FindMyHearingAids,0.4674,0.1106,False,other_embedding_or_classifier_weakness
standard_test,pass this along,Cmd.SendMessage,Cmd.TranscribeStart,Default Fallback Intent,0.2093,0.0599,False,low_margin_uncertainty
standard_test,show me the basics,Help_Home,Help_WhatsNew,Help_Home,0.582,0.1825,False,same_family_opposite_or_sibling
standard_test,i want some quiet,Cmd.VolumeDecrease,Cmd.VolumeMute,Cmd.VolumeDecrease,0.6187,0.3472,False,same_family_opposite_or_sibling
standard_test,i want silence,Cmd.VolumeDecrease,Cmd.VolumeMute,Cmd.VolumeDecrease,0.9783,0.9656,True,same_family_opposite_or_sibling
standard_test,tell my son i said hello,Cmd.SendMessage,Default Fallback Intent,Cmd.SendMessage,0.9612,0.9466,False,confident_and_wrong_calibration_issue
standard_test,ping my wife,Cmd.SendMessage,Default Fallback Intent,Cmd.SendMessage,0.9356,0.8852,False,confident_and_wrong_calibration_issue
standard_test,is my hearing aid rechargeable,Help_Battery,Cmd.BatteryLevel,Help_Battery,0.6824,0.5454,False,same_family_opposite_or_sibling
standard_test,how often is my heart rate measured,Help_HeartRate,Help_HeartRateRecovery,Help_HeartRate,0.8111,0.665,False,same_family_opposite_or_sibling
standard_test,show my workout stats,Cmd.ActivityExercise,Help_Health,Cmd.ActivityExercise,0.5422,0.1353,False,result_request_vs_feature_question
standard_test,can i snooze a reminder,Help_Reminder,reminders.add,Help_Reminder,0.9212,0.853,True,result_request_vs_feature_question
standard_test,what is noise induced hearing loss,Help_Tinnitus,Help_DeviceSettings,Help_EdgeMode,0.7841,0.7227,False,other_embedding_or_classifier_weakness
standard_test,cut all the sound,Cmd.VolumeMute,Cmd.VolumeDecrease,Cmd.VolumeMute,0.7558,0.5291,False,same_family_opposite_or_sibling
standard_test,i need a better program for here,Cmd.MemoryChange,Help_MemoryOptions,Cmd.MemoryChange,0.8726,0.7667,False,result_request_vs_feature_question
standard_test,this mode isn't working for my surroundings,Cmd.MemoryChange,Help_MaskMode,Help_EdgeMode,0.9645,0.9358,True,result_request_vs_feature_question
standard_test,get translation going,Cmd.TranslationStart,Help_Translate,Cmd.TranslationStart,0.7238,0.4501,False,result_request_vs_feature_question
standard_test,what extra devices can i pair,Help_Accessories,Help_Pairing,Help_Accessories,0.4531,0.0936,False,low_margin_uncertainty
standard_test,how do i turn on the soothing sound,Help_Tinnitus,Help_Customize,Cmd.VolumeUnmute,0.3284,0.1037,False,other_embedding_or_classifier_weakness
standard_test,how do i wear my aids properly,Help_InsertDevice,Help_Customize,Help_CleanCare,0.3417,0.1278,False,insufficient_training_coverage
standard_test,how do i set my own preferences,Help_Customize,Help_DeviceSettings,Help_MemoryOptions,0.6038,0.302,False,insufficient_training_coverage
standard_test,explain the personalization options,Help_Customize,Help_MemoryOptions,Help_Customize,0.9421,0.9229,True,same_family_opposite_or_sibling
standard_test,how do i make the sound suit me,Help_Customize,Help_DeviceSettings,Help_Customize,0.5664,0.333,False,insufficient_training_coverage
standard_test,should i use rechargeable or disposable batteries,Help_Battery,Cmd.BatteryLevel,Help_Battery,0.8276,0.7043,False,same_family_opposite_or_sibling
standard_test,can i save my transcripts,Help_Transcribe,Help_DeviceSettings,Cmd.TranscribeStart,0.2663,0.0535,False,insufficient_training_coverage
standard_test,do my aids measure bpm,Help_HeartRate,Help_HeartRateRecovery,Help_HeartRate,0.532,0.2548,False,same_family_opposite_or_sibling
standard_test,a setting for very windy places,Help_EdgeMode,Cmd.MemoryChange,Help_EdgeMode,0.9734,0.9534,True,result_request_vs_feature_question
standard_test,how do i get rid of weeds,Default Fallback Intent,Help_Home,Default Fallback Intent,0.9105,0.8789,False,confident_and_wrong_calibration_issue
standard_test,hurt my ears please,Cmd.VolumeDecrease,Default Fallback Intent,Cmd.VolumeDecrease,0.8542,0.813,False,other_embedding_or_classifier_weakness
standard_test,activate speech focus,Cmd.MemoryChange,Help_IntelliVoice,Cmd.VolumeUnmute,0.6007,0.3949,False,result_request_vs_feature_question
standard_test,let someone know about this,Cmd.SendMessage,Default Fallback Intent,reminders.complete,0.6766,0.5184,False,other_embedding_or_classifier_weakness
standard_test,relay this information,Cmd.SendMessage,Cmd.TranscribeStart,Cmd.VolumeMute,0.8913,0.8458,False,other_embedding_or_classifier_weakness
standard_test,relay information,Cmd.SendMessage,Help_WiCROS,Cmd.VolumeMute,0.4415,0.2274,False,result_request_vs_feature_question
standard_test,stream the music,Cmd.StreamingStart,Cmd.MemoryChange,Cmd.StreamingStart,0.7049,0.4498,False,other_embedding_or_classifier_weakness
standard_test,audio redirection,Cmd.StreamingStart,Help_DeviceSettings,Default Fallback Intent,0.256,0.0939,False,result_request_vs_feature_question
standard_test,i can't spot my hearing aids anywhere,Help_FindMyHearingAids,Help_SelfCheck,Default Fallback Intent,0.409,0.0523,False,negation
contextual,"i am sitting in a noisy restaurant and i am having real trouble following the person across the table, could you please increase the volume a bit",Cmd.VolumeIncrease,Default Fallback Intent,Cmd.VolumeIncrease,0.229,0.0466,False,long_context
contextual,"i am about to go into a meeting and i do not want any sound at all coming through, please shut them off",Cmd.VolumeMute,Default Fallback Intent,Cmd.StreamingStop,0.8428,0.7672,False,negation
contextual,"my wife is going to be speaking spanish with her family tonight and i would like to follow along, can you start that up",Cmd.TranslationStart,Default Fallback Intent,Cmd.TranslationStart,0.64,0.4106,False,long_context
contextual,"i wanted to ask, when i am watching the television in the evening how exactly do i get the sound to come straight into my aids",Help_Accessories,Default Fallback Intent,Help_Accessories,0.6312,0.4906,False,long_context
contextual,"my audiologist mentioned something about her being able to adjust these without me coming in, how does that actually work",Help_RemoteProgramming,Default Fallback Intent,Help_RemoteProgramming,0.9401,0.8895,False,long_context
contextual,"i have been getting this ringing in my ears in the evenings and i believe there is a feature for that, can you explain it",Help_Tinnitus,Default Fallback Intent,Help_Tinnitus,0.7131,0.4525,False,long_context
contextual,"my son wants to keep an eye on how i am getting on with these, is there a way to let him see that",Help_HearShare,Default Fallback Intent,reminders.add,0.5346,0.2988,False,long_context
contextual,"when i am out in the wind at the golf course it gets very rough, i heard there is a mode that helps with that",Help_EdgeMode,Cmd.MemoryChange,Help_EdgeMode,0.5889,0.1831,False,result_request_vs_feature_question
minimal_pairs,restore sound to my aids,Cmd.VolumeUnmute,Help_DeviceSettings,Cmd.VolumeUnmute,0.716,0.5375,False,result_request_vs_feature_question
minimal_pairs,unhook me from the television audio,Cmd.StreamingStop,Default Fallback Intent,Cmd.StreamingStop,0.5185,0.1473,False,insufficient_training_coverage
minimal_pairs,play the message from my daughter,Cmd.ListenMessage,Default Fallback Intent,Cmd.ListenMessage,0.6083,0.2329,False,other_embedding_or_classifier_weakness
minimal_pairs,soften what i am hearing,Cmd.VolumeDecrease,Cmd.VolumeIncrease,Cmd.VolumeDecrease,0.5658,0.1459,False,same_family_opposite_or_sibling
minimal_pairs,shut off all output,Cmd.VolumeMute,Default Fallback Intent,Cmd.VolumeMute,0.5898,0.1936,False,other_embedding_or_classifier_weakness
minimal_pairs,how would i shut off all output,Help_Volume,Default Fallback Intent,Cmd.VolumeMute,0.7082,0.4982,False,other_embedding_or_classifier_weakness
minimal_pairs,how would i jump to setting number three,Help_ChangingMemories,Cmd.MemoryChange,Help_ChangingMemories,0.6752,0.4868,False,result_request_vs_feature_question
minimal_pairs,how would i kick off live captions,Help_Transcribe,Help_Home,Help_Transcribe,0.4346,0.0739,False,insufficient_training_coverage
minimal_pairs,which earpiece is missing,Help_FindMyHearingAids,Help_SelfCheck,Default Fallback Intent,0.3745,0.2075,False,other_embedding_or_classifier_weakness
minimal_pairs,how much energy did my gym session burn,Cmd.ActivityCalories,Cmd.ActivityExercise,Cmd.ActivityCalories,0.9451,0.9054,True,same_family_opposite_or_sibling
minimal_pairs,did i reach my upright target,Cmd.ActivityStand,Default Fallback Intent,Cmd.ActivityAerobics,0.6371,0.4206,False,insufficient_training_coverage
hard_negatives,"i turned it up too far, take it back down",Cmd.VolumeDecrease,Cmd.VolumeIncrease,Cmd.VolumeDecrease,0.9036,0.8127,True,same_family_opposite_or_sibling
hard_negatives,"i turned it down too far, take it back up",Cmd.VolumeIncrease,Cmd.VolumeDecrease,Cmd.VolumeIncrease,0.6755,0.36,False,same_family_opposite_or_sibling
hard_negatives,stop making it quieter and raise it instead,Cmd.VolumeIncrease,Cmd.VolumeDecrease,Cmd.VolumeIncrease,0.5218,0.1726,False,negation
hard_negatives,"i do not want it muted, i want it louder",Cmd.VolumeIncrease,Cmd.VolumeDecrease,Cmd.VolumeUnmute,0.6661,0.5173,False,negation
hard_negatives,"i do not want it louder, i want it muted",Cmd.VolumeMute,Cmd.VolumeDecrease,Cmd.VolumeMute,0.5642,0.2824,False,negation
hard_negatives,"it is muted, turn the sound back on",Cmd.VolumeUnmute,Cmd.VolumeMute,Cmd.VolumeDecrease,0.9145,0.8637,True,same_family_opposite_or_sibling
hard_negatives,"i am not asking to change programs, just turn it up",Cmd.VolumeIncrease,Default Fallback Intent,Cmd.MemoryChange,0.9779,0.9685,False,negation
hard_negatives,"i do not want to mark it done, add another reminder",reminders.add,reminders.complete,reminders.add,0.6393,0.2885,False,negation
hard_negatives,"do not play the message, record a new one",Cmd.SendMessage,Cmd.ListenMessage,Cmd.TranscribeStart,0.7565,0.6686,False,negation
hard_negatives,"i am not looking for my hearing aid, i lost my phone",Cmd.FindMyPhone,Help_FindMyHearingAids,Help_Pairing,0.5494,0.3359,False,negation
hard_negatives,"do not tell me how, just change the volume",Cmd.VolumeDecrease,Help_Volume,Default Fallback Intent,0.9733,0.9544,True,negation
hard_negatives,"i did not ask for the charge level, what battery size do i need",Help_Battery,Cmd.BatteryLevel,Help_Battery,0.5391,0.0974,False,negation
hard_negatives,"not the recovery number, just my heart rate",Help_HeartRate,Help_HeartRateRecovery,Help_HeartRate,0.992,0.9851,True,negation
hard_negatives,"not edge mode, i meant mask mode",Help_MaskMode,Help_EdgeMode,Help_MaskMode,0.7916,0.5977,False,negation
hard_negatives,"i do not want to transcribe, i want to translate",Cmd.TranslationStart,Cmd.TranscribeStart,Default Fallback Intent,0.3908,0.1668,False,negation
negation,do not start streaming,Default Fallback Intent,Cmd.StreamingStop,Default Fallback Intent,0.7394,0.556,False,negation
negation,do not set a reminder,Default Fallback Intent,reminders.add,Default Fallback Intent,0.7185,0.4693,False,negation
negation,"no, leave it alone",Default Fallback Intent,Cmd.VolumeDecrease,Default Fallback Intent,0.5365,0.1235,False,other_embedding_or_classifier_weakness
stt,howmuch distance have i covered,Cmd.ActivityStep,Default Fallback Intent,Cmd.ActivityCycle,0.3689,0.1892,False,stt_error
stt,um help withintellivoice,Help_IntelliVoice,Help_Home,Help_Transcribe,0.9628,0.9494,False,stt_error
stt,uh where is help for voice,Help_IntelliVoice,Help_VoiceAssistant,Help_IntelliVoice,0.695,0.4761,False,stt_error
stt,uh help withintelligent voice,Help_IntelliVoice,Help_Transcribe,Help_IntelliVoice,0.463,0.2679,False,stt_error
stt,how sharemy wellness data,Help_HearShare,Help_Health,Help_HearingCareAnywhereConnect,0.458,0.0118,False,stt_error
stt,um what do i need to knowabout this new app,Help_WhatsNew,Help_Home,Help_WhatsNew,0.6295,0.3968,False,stt_error
stt,uh i don t have a normal,Help_MemoryOptions,reminders.add,Default Fallback Intent,0.7253,0.6235,False,stt_error
stt,why does not myright when,Help_SelfCheck,Default Fallback Intent,Help_SelfCheck,0.6683,0.3642,False,stt_error
stt,uh trying toget my hearing age to work,Help_SelfCheck,Help_InsertDevice,Default Fallback Intent,0.138,0.0349,False,stt_error
stt,what ifi have an x in self,Help_SelfCheck,Default Fallback Intent,Help_FallAlert,0.941,0.9047,False,stt_error
stt,how often should i useself,Help_SelfCheck,Help_IntelliVoice,Default Fallback Intent,0.3139,0.1581,False,stt_error
stt,why cannot i hear anything through hearin aids,Help_SelfCheck,Help_Pairing,Help_DeviceSettings,0.4529,0.2985,False,stt_error
stt,um can i chargemy battery,Help_Battery,Cmd.BatteryLevel,Help_Battery,0.871,0.7443,False,stt_error
stt,uhmute off,Cmd.VolumeUnmute,Cmd.VolumeMute,Cmd.VolumeUnmute,0.5201,0.0851,False,stt_error
stt,turn hearing aid volume back,Cmd.VolumeUnmute,Cmd.VolumeDecrease,Cmd.VolumeUnmute,0.4959,0.2301,False,stt_error
stt,um can i access cloud,Help_HearingCareAnywhereConnect,Help_VoiceAssistant,Help_HearingCareAnywhereConnect,0.5326,0.3746,False,stt_error
stt,how do i accesthe cloud,Help_HearingCareAnywhereConnect,Help_Volume,Help_VoiceAssistant,0.3033,0.0345,False,stt_error
stt,howdo i sync my aid to the,Help_HearingCareAnywhereConnect,Help_Pairing,Help_HearingCareAnywhereConnect,0.8098,0.7353,False,stt_error
stt,pear right hearing aid,Help_Pairing,Default Fallback Intent,Help_Pairing,0.2345,0.0064,False,stt_error
stt,remembervitamin d at 7 p m everyday,reminders.add,Cmd.ActivityStand,Help_Health,0.3587,0.2242,False,stt_error
stt,remember studytomorrow,reminders.add,Cmd.MemoryChange,Default Fallback Intent,0.962,0.935,False,stt_error
stt,er how do i useremote programming,Help_RemoteProgramming,Help_Accessories,Help_RemoteProgramming,0.3148,0.1232,False,stt_error
stt,what if i do not like theadjustments made by my,Help_RemoteProgramming,Default Fallback Intent,Help_SelfCheck,0.9623,0.946,False,stt_error
stt,how do i preview new herringaid settings,Help_RemoteProgramming,Help_WhatsNew,Help_DeviceSettings,0.3158,0.1251,False,stt_error
stt,can i go back to my old,Help_RemoteProgramming,Default Fallback Intent,Help_RemoteProgramming,0.1745,0.0163,False,stt_error
stt,how do i send anote to my hearin doctor,Help_RemoteProgramming,Help_HearingCareAnywhereConnect,Help_RemoteProgramming,0.5917,0.226,False,stt_error
stt,uh how do i send a note to my,Help_RemoteProgramming,Cmd.SendMessage,Help_HearShare,0.8469,0.7717,False,stt_error
stt,how many helprequests can i,Help_RemoteProgramming,Help_MemoryOptions,Help_ThriveScore,0.4857,0.3755,False,stt_error
stt,how doi preview new sittings,Help_RemoteProgramming,Default Fallback Intent,Help_WhatsNew,0.6963,0.5867,False,stt_error
stt,i need help with,Help_DeviceSettings,Help_Accessories,Help_Home,0.6289,0.3818,False,stt_error
