text,intent,source
share information with my daughter,Help_HearShare,reference_train
what's new in the thrive app?,Help_WhatsNew,reference_train
where do i initiate a manual alert?,Help_FallAlert,reference_train
can i demo my hearing aids,Help_DemoMode,reference_train
i can't hear him so it's good,Default Fallback Intent,reference_train
how do i adjust the cros balance?,Help_WiCROS,reference_train
change memory to automatic,Cmd.MemoryChange,reference_train
can you start tv streaming,Cmd.StreamingStart,reference_train
how do i set up social notifications?,Help_DeviceSettings,reference_train
i took my pills mark it done,reminders.complete,reference_train
please i've got wax buildup,Help_CleanCare,reference_train
my aids dropped their bluetooth connection,Help_Pairing,reference_train
can you set program to worship,Cmd.MemoryChange,reference_train
help me with thrive assistant,Help_VoiceAssistant,reference_train
i'm stuck,Help_Home,reference_train
please set memory to number two,Cmd.MemoryChange,reference_train
give me audio again,Cmd.VolumeUnmute,reference_train
please switch to worship program,Cmd.MemoryChange,reference_train
please self check user guide,Help_SelfCheck,reference_train
how do i clean my itc hearing aids?,Help_CleanCare,reference_train
can you change memory to golf,Cmd.MemoryChange,reference_train
save the run i just finished,Cmd.ActivityRun,reference_train
please turn volume down,Cmd.VolumeDecrease,reference_train
complete reminder.,reminders.complete,reference_train
please help with changing programs using my thrive app,Help_ChangingMemories,reference_train
please send me a reminder to pay the cable bill on march 3,reminders.add,reference_train
i cannot find my other aid,Help_FindMyHearingAids,reference_train
switch to pub program,Cmd.MemoryChange,reference_train
can you volume up right aid,Cmd.VolumeIncrease,reference_train
please change to automatic,Cmd.MemoryChange,reference_train
please turn my right hearing aid on,Cmd.VolumeUnmute,reference_train
please change to mute memory,Cmd.MemoryChange,reference_train
i misplaced my devices,Help_FindMyHearingAids,reference_train
add a reminder,reminders.add,reference_train
can you new edema,Default Fallback Intent,reference_train
can you i need to pair my hearing aid to my phone,Help_Pairing,reference_train
help me find my phone,Cmd.FindMyPhone,reference_train
can you lost android phone,Cmd.FindMyPhone,reference_train
begin the live transcript,Cmd.TranscribeStart,reference_train
can you i need to pair the hearing aids with the phone,Help_Pairing,reference_train
open it up,Default Fallback Intent,reference_train
can you remind me to pick up my prescription at 5 p.m. on thursday,reminders.add,reference_train
i would like to set a reminder,reminders.add,reference_train
can you locate android phone,Cmd.FindMyPhone,reference_train
where do i stop a fall alert text?,Help_FallAlert,reference_train
how do i tie a tie,Default Fallback Intent,reference_train
pairing my aids with my phone,Help_Pairing,reference_train
golf program,Cmd.MemoryChange,reference_train
how do i enable the assistant,Help_VoiceAssistant,reference_train
when could i initiate a manual alert?,Help_FallAlert,reference_train
remind me to take medicine in 3 minutes,reminders.add,reference_train
how do i put this right hearing aid in?,Help_InsertDevice,reference_train
please self check help,Help_SelfCheck,reference_train
please raise up the volume,Cmd.VolumeIncrease,reference_train
get a message out,Cmd.SendMessage,reference_train
set program to telephone,Cmd.MemoryChange,reference_train
can you mute my aids,Cmd.VolumeMute,reference_train
switch to meeting,Cmd.MemoryChange,reference_train
what is available with the basic app?,Help_AppSettings,reference_train
can you change to crowd,Cmd.MemoryChange,reference_train
remember to study tomorrow,reminders.add,reference_train
can you program four,Cmd.MemoryChange,reference_train
please alex good manasseh. okay. i'll see you back at the desk up here.,Default Fallback Intent,reference_train
please remind me tomorrow to,reminders.add,reference_train
listen via my hearing aids,Cmd.StreamingStart,reference_train
how do i adjust my loudness of the tinnitus noise in the right aid?,Help_Tinnitus,reference_train
please pretty sure that's mine but i can't put it on now,Default Fallback Intent,reference_train
how do i adjust the volume on just the right aid?,Help_Volume,reference_train
please increase the volume in my aids,Cmd.VolumeIncrease,reference_train
how long have i danced,Cmd.ActivityExercise,reference_train
can you change to auditorium program,Cmd.MemoryChange,reference_train
how many steps to my goal,Cmd.ActivityStep,reference_train
can you turn it down,Cmd.VolumeDecrease,reference_train
zero volume please,Cmd.VolumeMute,reference_train
how many more steps do i need today,Cmd.ActivityStep,reference_train
i'm in the car now,Cmd.MemoryChange,reference_train
what adjustments can i make on the home screen?,Help_Home,reference_train
how do i use the demo feature,Help_DemoMode,reference_train
how much longer do i need to exercise today?,Cmd.ActivityExercise,reference_train
its laud here,Cmd.VolumeDecrease,reference_train
what does mask mode do,Help_MaskMode,reference_train
what is quantum physics?,Default Fallback Intent,reference_train
like to send a message,Cmd.SendMessage,reference_train
guide me on volume adjustment,Help_Volume,reference_train
send the tv audio to my aids,Cmd.StreamingStart,reference_train
please remind me to clean hearing aids today,reminders.add,reference_train
please set reminder to drink water at 9 p.m. every tuesday,reminders.add,reference_train
send me a reminder to pay the cable bill on march 3,reminders.add,reference_train
can i save my transcripts,Help_Transcribe,reference_train
i need an adjustment to my hearing aids,Help_RemoteProgramming,reference_train
fix the sound problems on my aids,Help_DeviceSettings,reference_train
set program to speech,Cmd.MemoryChange,reference_train
how much further do i need to walk?,Cmd.ActivityWalk,reference_train
show me my walking history?,Cmd.ActivityWalk,reference_train
can i change batteries in peach please,Default Fallback Intent,reference_train
can you help with changing programs using my app,Help_ChangingMemories,reference_train
how do i change to a different program on the hearing aid?,Help_ChangingMemories,reference_train
please change setting to one,Cmd.MemoryChange,reference_train
i want to turn on the right stream boost,Default Fallback Intent,reference_train
make it stretchy like that,Default Fallback Intent,reference_train
when do i cancel an alert message?,Help_FallAlert,reference_train
please i lost my aid. can you help me find it?,Help_FindMyHearingAids,reference_train
help with noise stimulus adjustment on my aids,Help_Tinnitus,reference_train
what is my location,Default Fallback Intent,reference_train
how many calories have i used while running?,Cmd.ActivityRun,reference_train
when do the olympics start,Default Fallback Intent,reference_train
please show me my standing history,Cmd.ActivityStand,reference_train
master memory,Cmd.MemoryChange,reference_train
explain what i can do here,Help_Home,reference_train
how many aerobics calories,Cmd.ActivityAerobics,reference_train
how do i know where my aid is?,Help_FindMyHearingAids,reference_train
please locate my right aid,Help_FindMyHearingAids,reference_train
can you detect telephone,Cmd.FindMyPhone,reference_train
what does edge mode do?,Help_EdgeMode,reference_train
how do i adjust my noise masker in the aid?,Help_Tinnitus,reference_train
how do i view my health progress,Help_Health,reference_train
please set to kitchen memory,Cmd.MemoryChange,reference_train
can you change program to mute,Cmd.MemoryChange,reference_train
speech is too quiet,Cmd.VolumeIncrease,reference_train
hearing aid volume on,Cmd.VolumeUnmute,reference_train
set reminder for 5 minutes,reminders.add,reference_train
listen again.,Cmd.ListenMessage,reference_train
i need to remember to water the plants tomorrow,reminders.add,reference_train
change memory to mute,Cmd.MemoryChange,reference_train
please switch to memory one,Cmd.MemoryChange,reference_train
"can you hello, just a hearing aid the volume on my hearing aids. bye. bye.",Default Fallback Intent,reference_train
please list items not working,Default Fallback Intent,reference_train
can you set to mute program,Cmd.MemoryChange,reference_train
switch to automatic,Cmd.MemoryChange,reference_train
please change to school,Cmd.MemoryChange,reference_train
how do i create my own memory?,Help_MemoryOptions,reference_train
show me my exercise summary,Cmd.ActivityExercise,reference_train
right on,Default Fallback Intent,reference_train
please change to speech,Cmd.MemoryChange,reference_train
begin live translation,Cmd.TranslationStart,reference_train
can you turn down the sound,Cmd.VolumeDecrease,reference_train
use an external mic accessory with my aids,Help_Accessories,reference_train
turn off the audio streaming,Cmd.StreamingStop,reference_train
send word,Cmd.SendMessage,reference_train
please sorry about this okay i got it,Default Fallback Intent,reference_train
please thrive assistant help,Help_VoiceAssistant,reference_train
how will i know when the hearing specialist adjusted my aids?,Help_RemoteProgramming,reference_train
switch setting to four,Cmd.MemoryChange,reference_train
how do i activate the default settings on the hearing aids,Default Fallback Intent,reference_train
please remind me to pay my credit card bill,reminders.add,reference_train
put this conversation into writing,Cmd.TranscribeStart,reference_train
help with changing memories on the phone,Help_ChangingMemories,reference_train
remind me at 7 p.m. on november 11 to do homework,reminders.add,reference_train
can you i can't find my other aid,Help_FindMyHearingAids,reference_train
can you set program to kitchen,Cmd.MemoryChange,reference_train
finish my latest reminder.,reminders.complete,reference_train
how do i use edge mode?,Help_EdgeMode,reference_train
send it,Cmd.SendMessage,reference_train
how can i change the fall alert settings?,Help_AppSettings,reference_train
can you turn down the volume on the hearing aid,Cmd.VolumeDecrease,reference_train
how's it going,Default Fallback Intent,reference_train
make sure i remember this tonight,reminders.add,reference_train
remind me to call my brother on veterans day,reminders.add,reference_train
open transcription,Cmd.TranscribeStart,reference_train
show me the latest features,Help_WhatsNew,reference_train
can you stream tv,Cmd.StreamingStart,reference_train
how do i make the hearing aids louder?,Help_Volume,reference_train
please help with tinnitus stimulus adjustment on my hearing aids,Help_Tinnitus,reference_train
how do i use accessories with my hearing aids,Help_Accessories,reference_train
please change program to auditorium,Cmd.MemoryChange,reference_train
show me text of what people say,Cmd.TranscribeStart,reference_train
locate,Default Fallback Intent,reference_train
what is the power level,Cmd.BatteryLevel,reference_train
enable streaming,Cmd.StreamingStart,reference_train
please intellivoice user guide,Help_IntelliVoice,reference_train
please voice ai help,Help_IntelliVoice,reference_train
can you switch check out her,Default Fallback Intent,reference_train
where's voice ai?,Help_IntelliVoice,reference_train
please have i reached my stand goal,Cmd.ActivityStand,reference_train
how do i get to swimsuits,Default Fallback Intent,reference_train
can you calories used today,Cmd.ActivityCalories,reference_train
switch to kitchen memory,Cmd.MemoryChange,reference_train
please turn off the volume,Cmd.VolumeMute,reference_train
can you change memory to kitchen,Cmd.MemoryChange,reference_train
switch to quiet memory,Cmd.MemoryChange,reference_train
direction of the sound,Default Fallback Intent,reference_train
how many calories used today,Cmd.ActivityCalories,reference_train
begin my workout tracking,Cmd.ActivityExercise,reference_train
how do i customize the hearing aid?,Help_Customize,reference_train
can you set setting to number four,Cmd.MemoryChange,reference_train
create a voice message,Cmd.SendMessage,reference_train
can you meeting memory,Cmd.MemoryChange,reference_train
can you switch program to home,Cmd.MemoryChange,reference_train
how do i check if my hearing aids are paired to the phone?,Help_Pairing,reference_train
can you let me know you're up,Default Fallback Intent,reference_train
reminder for me,reminders.add,reference_train
make the volume less,Cmd.VolumeDecrease,reference_train
can you help with tinnitus masker adjustments,Help_Tinnitus,reference_train
can you help with white noise adjustments in my hearing aids,Help_Tinnitus,reference_train
please hearing aid volume down,Cmd.VolumeDecrease,reference_train
how do i tailor my hearing experience,Help_Customize,reference_train
she's staying with my phone,Default Fallback Intent,reference_train
please creating a demo with your capabilities,Default Fallback Intent,reference_train
automatic program,Cmd.MemoryChange,reference_train
tell me a fun fact,Default Fallback Intent,reference_train
change program to number one,Cmd.MemoryChange,reference_train
locate the nearest golf course,Default Fallback Intent,reference_train
what's my aerobics count this week,Cmd.ActivityAerobics,reference_train
please change program to telephone,Cmd.MemoryChange,reference_train
switch to speech program,Cmd.MemoryChange,reference_train
how do i stop streaming from the tv streamer?,Help_Accessories,reference_train
how do i tie my shoes,Default Fallback Intent,reference_train
please turn on first plug,Default Fallback Intent,reference_train
does it work with alexa,Help_VoiceAssistant,reference_train
please i want to make sure i also cleaned but nuflex filters in them,Default Fallback Intent,reference_train
can you change program to three,Cmd.MemoryChange,reference_train
show me an overview of this engage app,Help_WhatsNew,reference_train
how do i use google assistant with my aids,Help_VoiceAssistant,reference_train
how many calories did i burn,Cmd.ActivityCalories,reference_train
guide me on inserting my hearing aids,Help_InsertDevice,reference_train
can you set program to noise,Cmd.MemoryChange,reference_train
the connection to my aids dropped,Help_Pairing,reference_train
sorry i didn't give you a kiss,Default Fallback Intent,reference_train
can you turn the lights on,Default Fallback Intent,reference_train
how do i adjust the sensitivity of double tap?,Help_DeviceSettings,reference_train
wireless audio to aids,Cmd.StreamingStart,reference_train
what is my biking count for the month?,Cmd.ActivityCycle,reference_train
going for a walk track it for me,Cmd.ActivityWalk,reference_train
does the app have a demo mode?,Help_DemoMode,reference_train
remind me about dinner at 1523,reminders.add,reference_train
capture my aerobics class,Cmd.ActivityAerobics,reference_train
can you remind me at 11 o'clock in the morning,reminders.add,reference_train
can you remind me to buy shoes in paris,reminders.add,reference_train
will i make it through the day,Cmd.BatteryLevel,reference_train
how do i geotag a memory?,Help_MemoryOptions,reference_train
guide me to my wellness data,Help_Health,reference_train
how much energy is left?,Cmd.BatteryLevel,reference_train
how does the translation feature work?,Help_Translate,reference_train
please help with tinnitus volume adjustments on my aids,Help_Tinnitus,reference_train
please change program to automatic,Cmd.MemoryChange,reference_train
change into the quiet mode,Cmd.MemoryChange,reference_train
please turn off the sound,Cmd.VolumeMute,reference_train
begin my running workout,Cmd.ActivityRun,reference_train
can you set to home program,Cmd.MemoryChange,reference_train
show me how to put my hearing aid in,Help_InsertDevice,reference_train
how would i stop an alert text?,Help_FallAlert,reference_train
can i access the cloud?,Help_HearingCareAnywhereConnect,reference_train
what is on the main screen?,Help_Home,reference_train
switch program to personal,Cmd.MemoryChange,reference_train
change to gym program,Cmd.MemoryChange,reference_train
i want silence,Cmd.VolumeDecrease,reference_train
change to personal memory,Cmd.MemoryChange,reference_train
please change setting to number four,Cmd.MemoryChange,reference_train
can you it would appear sound like,Default Fallback Intent,reference_train
check power levels,Cmd.BatteryLevel,reference_train
set to 90% volume,Cmd.VolumeIncrease,reference_train
please switch memory to three,Cmd.MemoryChange,reference_train
check the battery level,Cmd.BatteryLevel,reference_train
help setting up voice control,Help_VoiceAssistant,reference_train
clear that reminder,reminders.complete,reference_train
help i fallen and i can't get up,Help_FallAlert,reference_train
switch me to the setting for conversations,Cmd.MemoryChange,reference_train
add reminder for me,reminders.add,reference_train
do not let me forget to call the doctor at 3 pm,reminders.add,reference_train
please change program to outdoors,Cmd.MemoryChange,reference_train
how do i adjust the volume on just the left aid?,Help_Volume,reference_train
setting two,Cmd.MemoryChange,reference_train
what do i need to know first,Help_Home,reference_train
can you stop listening please ask you a question,Default Fallback Intent,reference_train
turn my right hearing aid off,Cmd.VolumeMute,reference_train
can you help with changing memories on my aids,Help_ChangingMemories,reference_train
can you remind me to clean hearing aids today,reminders.add,reference_train
how do i adjust my noise masker on the aids?,Help_Tinnitus,reference_train
can you volume on right aid,Cmd.VolumeUnmute,reference_train
are the batteries about to run out,Cmd.BatteryLevel,reference_train
can i send a message,Cmd.SendMessage,reference_train
change to restaurant program,Cmd.MemoryChange,reference_train
i need help with my settings,Help_DeviceSettings,reference_train
can you change to tinnitus,Cmd.MemoryChange,reference_train
guide me through a self check,Help_SelfCheck,reference_train
turn the volume down,Cmd.VolumeDecrease,reference_train
please intelligent voice user guide,Help_IntelliVoice,reference_train
explain how fall alerts are sent,Help_FallAlert,reference_train
set an alarm for doctor's appointment tomorrow morning,reminders.add,reference_train
start tracking my bike ride,Cmd.ActivityCycle,reference_train
good to see you,Default Fallback Intent,reference_train
can my hearing aids use dnn speech enhancement,Help_IntelliVoice,reference_train
switch sound back on,Cmd.VolumeUnmute,reference_train
give me a recipe for dinner,Default Fallback Intent,reference_train
how do i set up the app the way i want,Help_AppSettings,reference_train
please hey google turn on the master lamps,Default Fallback Intent,reference_train
is it ok to push the hearing aid in far?,Help_InsertDevice,reference_train
what's the firmware version of my aid?,Help_DeviceSettings,reference_train
tell me about new features,Help_WhatsNew,reference_train
where do i manage my reminders,Help_Reminder,reference_train
can you car program,Cmd.MemoryChange,reference_train
can you i can't remember where my aid is,Help_FindMyHearingAids,reference_train
can you golf setting,Cmd.MemoryChange,reference_train
can you she's staying with my phone,Default Fallback Intent,reference_train
change to gym memory,Cmd.MemoryChange,reference_train
switch to telephone memory,Cmd.MemoryChange,reference_train
help me switch between profiles,Help_ChangingMemories,reference_train
can you switch memory to quiet,Cmd.MemoryChange,reference_train
how do i restore the settings in my aids?,Help_HearingCareAnywhereConnect,reference_train
how do i delete my accessory?,Help_Accessories,reference_train
what can this app do for me,Help_Home,reference_train
how do i stop my phone ringing in my,Default Fallback Intent,reference_train
can you search for my phone,Cmd.FindMyPhone,reference_train
where's the find my hearing aid feature,Help_FindMyHearingAids,reference_train
how do i create a custom memory?,Help_MemoryOptions,reference_train
can you remind me of blood brothers,reminders.add,reference_train
can you location suddenly,Default Fallback Intent,reference_train
can you remind me to pick up joe in 30 minutes,reminders.add,reference_train
please angry orchard beer,Default Fallback Intent,reference_train
how do i adjust my noise masker on my hearing aids?,Help_Tinnitus,reference_train
stream what i hear to a family member,Help_HearShare,reference_train
please help with pairing my hearing aids with the phone,Help_Pairing,reference_train
change program to quiet,Cmd.MemoryChange,reference_train
how do i check if the hearing aids are paired to the phone?,Help_Pairing,reference_train
can you mute memory,Cmd.MemoryChange,reference_train
please make volume off,Cmd.VolumeMute,reference_train
please used calories today,Cmd.ActivityCalories,reference_train
automatic memory,Cmd.MemoryChange,reference_train
increase the left hearing aid,Cmd.VolumeIncrease,reference_train
my right hearing aid is at 0%,Default Fallback Intent,reference_train
help with tinnitus masker adjustment on my aids,Help_Tinnitus,reference_train
what does my aids do when i fall?,Help_FallAlert,reference_train
show me an overview of the app,Help_WhatsNew,reference_train
savory someone sucking reasons,Default Fallback Intent,reference_train
step goal,Cmd.ActivityStep,reference_train
please change to pub memory,Cmd.MemoryChange,reference_train
i already did that mark complete,reminders.complete,reference_train
change the current memory,Cmd.MemoryChange,reference_train
how does this work?,Help_Home,reference_train
help me figure out the app,Help_Home,reference_train
please i don't know what i what you doing this missing a different,Default Fallback Intent,reference_train
can you my hearing aid is missing,Help_FindMyHearingAids,reference_train
can you show me my exercise goal,Cmd.ActivityExercise,reference_train
locate the nearest park,Default Fallback Intent,reference_train
done streaming,Cmd.StreamingStop,reference_train
relay this information,Cmd.SendMessage,reference_train
can you s&s side working,Default Fallback Intent,reference_train
personal program,Cmd.MemoryChange,reference_train
can you switch program to restaurant,Cmd.MemoryChange,reference_train
what does the brain score mean?,Help_ThriveScore,reference_train
how do i check if the hearing aids are paired with my phone?,Help_Pairing,reference_train
please he did just change it,Default Fallback Intent,reference_train
turn mask mode on,Help_MaskMode,reference_train
can moisture damage my hearing aids,Help_CleanCare,reference_train
how to run intellivoice,Help_IntelliVoice,reference_train
let me hear the show through my aids,Cmd.StreamingStart,reference_train
can you remind me to drink water today,reminders.add,reference_train
please turn the volume off,Cmd.VolumeMute,reference_train
stream sound,Cmd.StreamingStart,reference_train
look up the southwire this wire here go anywhere with this way yet,Default Fallback Intent,reference_train
where did i leave my other aid?,Help_FindMyHearingAids,reference_train
please switch program to telephone,Cmd.MemoryChange,reference_train
how do i insert hearing aids into my ears?,Help_InsertDevice,reference_train
how do i get my left aid to stream,Help_Accessories,reference_train
i'm floating on the road,Default Fallback Intent,reference_train
what is intelligent voice for,Help_IntelliVoice,reference_train
how does virtual assistant work?,Help_VoiceAssistant,reference_train
how do i adjust my tinnitus masker on my right aid?,Help_Tinnitus,reference_train
monthly,Default Fallback Intent,reference_train
can you change program to four,Cmd.MemoryChange,reference_train
how do i make chicken,Default Fallback Intent,reference_train
how much juice is left,Cmd.BatteryLevel,reference_train
please switch to mute memory,Cmd.MemoryChange,reference_train
explain how cros and bicros work,Help_WiCROS,reference_train
translate what i'm hearing,Cmd.TranslationStart,reference_train
how do i turn,Default Fallback Intent,reference_train
please by the time khan academy silence,Default Fallback Intent,reference_train
lower the volume,Cmd.VolumeDecrease,reference_train
find my equipment,Help_FindMyHearingAids,reference_train
how do i geotag my current program?,Help_MemoryOptions,reference_train
begin aerobics session,Cmd.ActivityAerobics,reference_train
pairing aids on my app,Help_Pairing,reference_train
can you change setting to three,Cmd.MemoryChange,reference_train
how do i reset all my memories,Help_MemoryOptions,reference_train
can you so where is brewster,Default Fallback Intent,reference_train
how do i unmute my hearing aids?,Help_Volume,reference_train
please i wonder if i put it in here somewhere,Default Fallback Intent,reference_train
can you riley's a manager connected scott.,Default Fallback Intent,reference_train
turn it to hit the button minute furniture in there like siri,Default Fallback Intent,reference_train
can you television memory,Cmd.MemoryChange,reference_train
give me a little quiet,Cmd.VolumeDecrease,reference_train
how could i initiate a manual alert?,Help_FallAlert,reference_train
trim the loudness please,Cmd.VolumeDecrease,reference_train
battery percentage,Cmd.BatteryLevel,reference_train
set new reminder,reminders.add,reference_train
i can hardly hear it,Cmd.VolumeIncrease,reference_train
can you turn on restaurant program,Cmd.MemoryChange,reference_train
why won't the hearing aids?,Default Fallback Intent,reference_train
how to share my wellness data?,Help_HearShare,reference_train
begin tracking aerobics,Cmd.ActivityAerobics,reference_train
can you switch to work,Cmd.MemoryChange,reference_train
can you i cannot remember where my hearing aids are,Help_FindMyHearingAids,reference_train
please complete this reminder.,reminders.complete,reference_train
can you turn off the volume,Cmd.VolumeMute,reference_train
i want to hear the television in my aids,Cmd.StreamingStart,reference_train
can you should my hearing aid look like the one in the video?,Help_InsertDevice,reference_train
can you please call the karate program,Default Fallback Intent,reference_train
how do i decrease the loudness in just the right aid?,Help_Volume,reference_train
please play last voice message.,Cmd.ListenMessage,reference_train
explain hearing care anywhere,Help_HearingCareAnywhereConnect,reference_train
please program number four,Cmd.MemoryChange,reference_train
can you show me how long i've walked?,Cmd.ActivityWalk,reference_train
can you monday,Default Fallback Intent,reference_train
how do i know if my hearing aids are connected to my thrive app?,Help_Pairing,reference_train
remember to wash the car,reminders.add,reference_train
right,Default Fallback Intent,reference_train
where do i find my pulse readings,Help_HeartRate,reference_train
what's wrong,Default Fallback Intent,reference_train
can i clean my aids with water,Help_CleanCare,reference_train
where’s the app settings?,Help_AppSettings,reference_train
read my unread messages,Cmd.ListenMessage,reference_train
can i charge my battery?,Help_Battery,reference_train
put the tv sound in my ears,Cmd.StreamingStart,reference_train
help for transcribe,Help_Transcribe,reference_train
can you help me,Default Fallback Intent,reference_train
what's new in this thrive app?,Help_WhatsNew,reference_train
can you reminder for today,reminders.add,reference_train
change to car program,Cmd.MemoryChange,reference_train
reminder for 4.15 p.m. today visit grandma please,reminders.add,reference_train
can you make sound on,Cmd.VolumeUnmute,reference_train
view my heart rate data,Help_HeartRate,reference_train
can a caregiver listen to what i hear,Help_HearShare,reference_train
set to auditorium program,Cmd.MemoryChange,reference_train
switch memory to everyday,Cmd.MemoryChange,reference_train
can you switch to mute program,Cmd.MemoryChange,reference_train
log an exercise session,Cmd.ActivityExercise,reference_train
what did you say,Default Fallback Intent,reference_train
is there a tv streaming accessory,Help_Accessories,reference_train
"hey maggie, ready for telephone.",Default Fallback Intent,reference_train
switch to worship,Cmd.MemoryChange,reference_train
change program to master,Cmd.MemoryChange,reference_train
help me fix my aid settings,Help_DeviceSettings,reference_train
how will i know when my professional adjusted my hearing aids?,Help_RemoteProgramming,reference_train
