text,expected_scope,scope_probability
can you train memory,IN_DOMAIN,0.7632909010059488
flip into my everyday program,IN_DOMAIN,0.8853085484140721
can you set to master program,IN_DOMAIN,0.9634866579584512
change to train memory,IN_DOMAIN,0.92567025802507
can you work program,IN_DOMAIN,0.8564268733829651
can you set program to mask,IN_DOMAIN,0.9746945235200831
can you switch to quiet memory,IN_DOMAIN,0.974932162092446
can you switch to mask,IN_DOMAIN,0.9185605819135098
please switch memory to home,IN_DOMAIN,0.9470678403206797
kitchen memory,IN_DOMAIN,0.8982768964100375
can you set memory to two,IN_DOMAIN,0.972378574754894
switch to crowd memory,IN_DOMAIN,0.9421106001026355
switch memory to number three,IN_DOMAIN,0.9660811935970743
please change to tinnitus,IN_DOMAIN,0.7881750397190204
please switch to master program,IN_DOMAIN,0.9380331753968947
please switch to office program,IN_DOMAIN,0.9314335881955671
change my hearing aid program to pub,IN_DOMAIN,0.9938477406774529
please set program to restaurant,IN_DOMAIN,0.8596027234427536
please switch to gym program,IN_DOMAIN,0.9337695969813247
can you switch memory to master,IN_DOMAIN,0.9631502982396848
can you change to outdoors memory,IN_DOMAIN,0.9487265663541917
please set memory to two,IN_DOMAIN,0.9480374478832737
i'm settling in for tv time,IN_DOMAIN,0.6686294149227261
change memory to meeting,IN_DOMAIN,0.9648307782832535
please change to music memory,IN_DOMAIN,0.8901304941074569
change memory to automatic,IN_DOMAIN,0.9219441075769643
television memory,IN_DOMAIN,0.8910033669238026
please change to everyday program,IN_DOMAIN,0.9423420087846655
can you switch to car,IN_DOMAIN,0.9043975681466341
can you switch program to one,IN_DOMAIN,0.9813980976285228
change my hearing mode,IN_DOMAIN,0.9280681380694972
set program to master,IN_DOMAIN,0.9688970378929465
set memory to meeting,IN_DOMAIN,0.9755027359213587
set to meeting memory,IN_DOMAIN,0.9691667127419332
please switch memory to kitchen,IN_DOMAIN,0.9485344325250645
please set to automatic program,IN_DOMAIN,0.8969362323188461
change to car program,IN_DOMAIN,0.9628475435127912
can you noise setting,IN_DOMAIN,0.8048449415983848
can you train program,IN_DOMAIN,0.7919552498330358
can you switch to program two,IN_DOMAIN,0.9647942353520172
set to restaurant program,IN_DOMAIN,0.9015570397255128
can you switch to noise program,IN_DOMAIN,0.9651839265539696
please set setting to two,IN_DOMAIN,0.8869979407038122
change memory,IN_DOMAIN,0.9457247959423054
set to worship memory,IN_DOMAIN,0.9501594750880059
change my hearing aid program to school,IN_DOMAIN,0.9911763067186925
can you set program to telephone,IN_DOMAIN,0.9813364178647933
can you set memory to office,IN_DOMAIN,0.960140922653292
can you switch to telephone program,IN_DOMAIN,0.9771505697782322
set memory to restaurant,IN_DOMAIN,0.9069194385815886
please switch memory to four,IN_DOMAIN,0.9128414390233786
switch memory to number one,IN_DOMAIN,0.9780162271576639
can you switch to kitchen memory,IN_DOMAIN,0.9656945039931392
can you set program to car,IN_DOMAIN,0.9731046824751259
can you change to music,IN_DOMAIN,0.7872973588876052
switch my hearing aid program to memory number one,IN_DOMAIN,0.9976890380859447
can you change to worship memory,IN_DOMAIN,0.940158931444858
can you set setting to two,IN_DOMAIN,0.9349976761165052
please change program to tinnitus,IN_DOMAIN,0.9090897798109286
set memory to worship,IN_DOMAIN,0.9585374059354491
setting number three,IN_DOMAIN,0.8449280848721357
please change to theater memory,IN_DOMAIN,0.929650868635341
change memory to speech,IN_DOMAIN,0.9400843680471688
i walked into a restaurant,IN_DOMAIN,0.4887363048798604
can you switch to meeting,IN_DOMAIN,0.9192961934560229
please change memory to three,IN_DOMAIN,0.9355496745239433
set memory to two,IN_DOMAIN,0.9751651551522887
can you set to noise memory,IN_DOMAIN,0.9602427475850931
can you change memory to theater,IN_DOMAIN,0.9493995336650286
please change to speech,IN_DOMAIN,0.7987916252320377
change program to school,IN_DOMAIN,0.943961984960209
can you set to television memory,IN_DOMAIN,0.9635571098467096
change to personal program,IN_DOMAIN,0.9404094727153758
can you switch to car memory,IN_DOMAIN,0.9643279709125775
can you set program to everyday,IN_DOMAIN,0.9665140412404085
set to home program,IN_DOMAIN,0.9744692411553165
switch my hearing aid program to office memory,IN_DOMAIN,0.996670534032435
please change setting to number two,IN_DOMAIN,0.8992064941445871
change my memory,IN_DOMAIN,0.9648818739521858
set to golf program,IN_DOMAIN,0.9603906455996996
set program to school,IN_DOMAIN,0.9560562928265295
please set to school program,IN_DOMAIN,0.9172905739440673
please switch to music program,IN_DOMAIN,0.9060361498350671
can you switch program to theater,IN_DOMAIN,0.9641601367111479
set to telephone memory,IN_DOMAIN,0.9780049419601046
please change program to mute,IN_DOMAIN,0.9601763440954169
setting three,IN_DOMAIN,0.8152176477317582
please change to outdoors memory,IN_DOMAIN,0.9341341305258479
pub memory,IN_DOMAIN,0.8631265804120014
please change settings to three,IN_DOMAIN,0.8271224708875534
switch program to television,IN_DOMAIN,0.9687720598803641
can you switch to theater memory,IN_DOMAIN,0.9587062318697106
change program to personal,IN_DOMAIN,0.9376968883255594
can you set to personal memory,IN_DOMAIN,0.9348867023209897
memory three,IN_DOMAIN,0.8774490965969859
change memory to two,IN_DOMAIN,0.9622054882099019
change program to two,IN_DOMAIN,0.9647451539626061
please set to quiet program,IN_DOMAIN,0.9620008902692155
set it up for a concert hall,IN_DOMAIN,0.6837169730628835
can you program number one,IN_DOMAIN,0.9231774065673657
set setting to number two,IN_DOMAIN,0.936765628474878
please switch program to golf,IN_DOMAIN,0.93239186432688
can you pub setting,IN_DOMAIN,0.7826191854208995
can you noise program,IN_DOMAIN,0.8818726942106122
please switch to golf,IN_DOMAIN,0.7962683995628088
can you switch to gym program,IN_DOMAIN,0.9614833704026
please change setting to number one,IN_DOMAIN,0.9264304310775012
please set to theater program,IN_DOMAIN,0.936327477886377
switch program to pub,IN_DOMAIN,0.9645094339349721
please switch memory to work,IN_DOMAIN,0.9300495468371718
please go to outdoors,IN_DOMAIN,0.6994757693345628
can you switch to mute memory,IN_DOMAIN,0.9769007463300603
can you set to train program,IN_DOMAIN,0.9422275437095121
can you switch to everyday memory,IN_DOMAIN,0.9581226198097301
change my hearing aid program to telephone,IN_DOMAIN,0.9963182977912282
can you change to quiet program,IN_DOMAIN,0.9724888173315765
change my hearing aid program to test one,IN_DOMAIN,0.9934805600693936
change to master memory,IN_DOMAIN,0.9538068937640821
please set memory to automatic,IN_DOMAIN,0.9003541571222875
can you change memory to everyday,IN_DOMAIN,0.9511507998942216
please set memory to train,IN_DOMAIN,0.8937438522207679
set to office memory,IN_DOMAIN,0.9545258065443532
please change program to kitchen,IN_DOMAIN,0.9512144615537442
can you change program to worship,IN_DOMAIN,0.9442972428164983
just soften my right ear hearing aid,IN_DOMAIN,0.956608110488015
quickly bring down the volume on the right aid,IN_DOMAIN,0.983112177307823
just decrease my right aid volume,IN_DOMAIN,0.9606445317237152
bring the volume down,IN_DOMAIN,0.9359691968716457
could you tone down my devices,IN_DOMAIN,0.9394947669584258
would you please tone down my device,IN_DOMAIN,0.9489900473603664
roll back the sound level,IN_DOMAIN,0.7585886925395273
i want to soften my left aid,IN_DOMAIN,0.9447795225309169
go ahead and turn down my right hearing aid,IN_DOMAIN,0.9714734071622088
just decrease the left aid volume,IN_DOMAIN,0.9602023949331578
turn the volume down,IN_DOMAIN,0.9487110626210463
quickly lower both my aids,IN_DOMAIN,0.9627495164879221
i need to ease down the volume on my right aid,IN_DOMAIN,0.9824645192970208
i would like to reduce my devices volume,IN_DOMAIN,0.9840283690012174
can you tone down both hearing aids,IN_DOMAIN,0.9675554088680166
"hey, could you please reduce the right aid volume",IN_DOMAIN,0.9343617121630782
"hey, could you please turn down both hearing aids",IN_DOMAIN,0.9746066972931865
could you reduce the volume on my hearing aids,IN_DOMAIN,0.989820899551465
kindly knock down the volume on my devices,IN_DOMAIN,0.980068015086041
please decrease the volume on both hearing aids,IN_DOMAIN,0.9691020363251249
"i'm in a noisy restaurant and my left aid is picking up too much sound, please lower the volume",IN_DOMAIN,0.8469012861721201
reduce the volume on my right aid,IN_DOMAIN,0.9844014580489551
just make my hearing aids quieter,IN_DOMAIN,0.9727932121246247
go ahead and drop the volume on both hearing aids,IN_DOMAIN,0.9744083894782882
could you soften my hearing aids,IN_DOMAIN,0.9578877886311301
kindly lower my hearing devices,IN_DOMAIN,0.981156461274382
i want to turn down the hearing aids,IN_DOMAIN,0.9803529574566964
that's hurting my ears,IN_DOMAIN,0.7291494909391868
let's make my device quieter,IN_DOMAIN,0.920907315519194
i'd like you to decrease the volume on my left hearing aid,IN_DOMAIN,0.996651746644916
i want you to lower the volume on my devices,IN_DOMAIN,0.9899055424411157
help me make my hearing device softer,IN_DOMAIN,0.9040378487976084
please turn my aids down,IN_DOMAIN,0.9491456258339827
"hey, make my right ear hearing aid softer",IN_DOMAIN,0.9610399043352346
i'd like you to decrease the volume on my right aid,IN_DOMAIN,0.9916004041834563
would you please turn the sound down on my hearing device,IN_DOMAIN,0.990671321360691
please turn down the volume in my right hearing aid,IN_DOMAIN,0.9869626432309381
could you please drop the volume on my left ear hearing aid,IN_DOMAIN,0.9806746322079227
hey can you decrease the volume on both my aids,IN_DOMAIN,0.986653910913371
can you reduce the volume on my device,IN_DOMAIN,0.9759673991546332
turn down my left aid,IN_DOMAIN,0.9898807178990797
ease down the volume on my hearing device,IN_DOMAIN,0.9936416321315807
i want you to lower the volume on both hearing aids,IN_DOMAIN,0.9913693046050016
quickly quiet down the left aid,IN_DOMAIN,0.9672675837327146
hey can you knock down the volume on my hearing aids,IN_DOMAIN,0.9932986858645935
could you please reduce my devices volume,IN_DOMAIN,0.9255893177761306
just decrease my right ear hearing aid volume,IN_DOMAIN,0.9764114158372937
please lower the right aid,IN_DOMAIN,0.8143084039353072
help me reduce the volume on my hearing aid,IN_DOMAIN,0.9824808494082939
turn down the volume on the hearing aids,IN_DOMAIN,0.9951328636085018
i'd like you to ease down the volume on the right aid,IN_DOMAIN,0.986707666768916
i need you to knock down the volume on my right hearing aid,IN_DOMAIN,0.9859293441567669
"the volume on my hearing device is way too high, could you bring it down",IN_DOMAIN,0.952400954255894
please change volume down,IN_DOMAIN,0.8813280127117686
i need to make my aids quieter,IN_DOMAIN,0.927206392189083
could you lower the volume on my left ear hearing aid,IN_DOMAIN,0.992983263427805
"hey, soften my devices",IN_DOMAIN,0.9538057525613505
can you please decrease the volume on my hearing aids,IN_DOMAIN,0.9896971603225447
i'd like to reduce the volume on my aids,IN_DOMAIN,0.9929492690032367
can you decrease the volume in my aids,IN_DOMAIN,0.9705594372887466
i'd like things quieter,IN_DOMAIN,0.8171435551887125
i need to lower both hearing aids,IN_DOMAIN,0.9625630289600243
i want to quiet down both my aids,IN_DOMAIN,0.967679712679524
just turn down both my aids,IN_DOMAIN,0.975588375664452
just make both my aids quieter,IN_DOMAIN,0.9279261853953323
"hey, could you please lower my left aid",IN_DOMAIN,0.9597725765910063
can you knock down the volume on the left aid,IN_DOMAIN,0.9662355817982602
decrease volume in my hearing aids,IN_DOMAIN,0.988652028949014
i would like to lower the left aid,IN_DOMAIN,0.9818211502109575
i'm trying to lower my aids,IN_DOMAIN,0.9735569194111164
can you reduce my devices volume,IN_DOMAIN,0.9578975624263474
could you turn down the volume on my right hearing aid,IN_DOMAIN,0.99328758471264
"hey, turn both hearing aids down a bit",IN_DOMAIN,0.9789286095043055
go ahead and turn down my right ear hearing aid,IN_DOMAIN,0.9728277736027988
i'm trying to bring down the volume on my aids,IN_DOMAIN,0.9937790344395274
turn the sound level down,IN_DOMAIN,0.8612134123051617
could you turn down the volume on my left aid,IN_DOMAIN,0.9937876571769614
can you please decrease the volume on my right aid,IN_DOMAIN,0.9692483930085033
can you turn down the loudness on my hearing aids,IN_DOMAIN,0.9849269420277207
can you drop the volume on both hearing aids,IN_DOMAIN,0.9778681855913978
kindly turn down my devices,IN_DOMAIN,0.980847495963597
"hey, could you please lower the volume on my hearing aid",IN_DOMAIN,0.9928147256953229
the noise is unbearable,IN_DOMAIN,0.5818874346559235
hey can you reduce my hearing aid volume,IN_DOMAIN,0.9892805329539212
help me ease down the volume on my devices,IN_DOMAIN,0.9708424436600962
let's knock down the volume on my right ear hearing aid,IN_DOMAIN,0.985345697889312
i'd like to soften both my aids,IN_DOMAIN,0.9727242219543435
i want to reduce the volume on the right aid,IN_DOMAIN,0.957622179824864
can you please reduce my right aid volume,IN_DOMAIN,0.9453851011562701
help me ease down the volume on the right aid,IN_DOMAIN,0.9416348442293323
quickly turn the sound down on my device,IN_DOMAIN,0.9819953549539472
i want to decrease my left ear hearing aid volume,IN_DOMAIN,0.9849741574119898
"hey, could you please turn down the volume on my hearing aids",IN_DOMAIN,0.9967004728306491
i want you to decrease the volume on the left aid,IN_DOMAIN,0.9776584317220053
just turn the sound down on my hearing device,IN_DOMAIN,0.9907900000160159
kindly turn down the volume on my aids,IN_DOMAIN,0.995461053076426
could you please soften both hearing aids,IN_DOMAIN,0.8924942448666897
i'd like to drop the volume on my right hearing aid,IN_DOMAIN,0.9924494862250308
could you please reduce the hearing aids volume,IN_DOMAIN,0.9362372755167815
i need you to make my right aid softer,IN_DOMAIN,0.9182754276264726
i want some quiet,IN_DOMAIN,0.6061398037126939
help me turn down the left aid,IN_DOMAIN,0.9413831483797034
could you please decrease my hearing device volume,IN_DOMAIN,0.95500930025862
"it's too loud in here, can you turn down my left aid",IN_DOMAIN,0.9633801197838526
dial down my right aid,IN_DOMAIN,0.9491095702668522
turn my aids down,IN_DOMAIN,0.9840484913859324
i would like to turn down the volume on my left ear hearing aid,IN_DOMAIN,0.9987127742988404
can you turn down the volume in my right hearing aid,IN_DOMAIN,0.9930791843771803
help me lower the volume on my aids,IN_DOMAIN,0.979098642675214
i need you to decrease the volume on my aids,IN_DOMAIN,0.9862159526069656
"hey, make my left hearing aid quieter",IN_DOMAIN,0.9817921499279552
hey can you make my aids quieter,IN_DOMAIN,0.9582609918689351
turn the sound down on my hearing aid,IN_DOMAIN,0.9945112174274899
ease down the volume on the right aid,IN_DOMAIN,0.9721222598890729
please reduce my right aid volume,IN_DOMAIN,0.927304386601137
quickly turn the sound down on the hearing aids,IN_DOMAIN,0.9855920433613204
would you decrease my hearing devices volume,IN_DOMAIN,0.984536424310065
i'm trying to bring down the volume on my right aid,IN_DOMAIN,0.9927435928074501
scale back the sound,IN_DOMAIN,0.7006013797730619
reduce the hearing aid volume,IN_DOMAIN,0.9654764079725158
could you knock down the volume on my left ear hearing aid,IN_DOMAIN,0.9861776572730303
"everyone in the room is talking too loud and my left hearing aid is picking it all up, lower the volume please",IN_DOMAIN,0.9408895623121025
"my left hearing aid is blasting way too loud, turn it down",IN_DOMAIN,0.9408868804483336
i need to decrease the volume on both hearing aids,IN_DOMAIN,0.9833456142931821
please quiet down my hearing devices,IN_DOMAIN,0.9706761067041252
could you quiet down my aids,IN_DOMAIN,0.9552714552045716
i want to ease down the volume on my device,IN_DOMAIN,0.9795655017969209
can you make my right ear hearing aid softer,IN_DOMAIN,0.9417285014273534
can you please make my right aid quieter,IN_DOMAIN,0.8652694614034329
i'd like to lower my devices,IN_DOMAIN,0.9811276389928943
please decrease the loudness in my aids,IN_DOMAIN,0.8717572463506293
let's ease down the volume on my hearing aids,IN_DOMAIN,0.9948819512863063
i need to knock down the volume on my hearing device,IN_DOMAIN,0.9858974935812189
that sounds too loud,IN_DOMAIN,0.5831401306248069
quickly lower the volume on my devices,IN_DOMAIN,0.9896526559882055
i want you to decrease my left ear hearing aid volume,IN_DOMAIN,0.9878774307729724
"hey, turn down my aids",IN_DOMAIN,0.9902261317232653
hey can you turn down the right aid,IN_DOMAIN,0.9701963925008426
can you please ease down the volume on my left ear hearing aid,IN_DOMAIN,0.9905340442997346
i'd like to lower the volume on my right hearing aid,IN_DOMAIN,0.9967535139318033
i need to lower the volume on my right hearing aid,IN_DOMAIN,0.9924115576380178
i'd like you to make both my aids quieter,IN_DOMAIN,0.9706644248467929
lower the listening level,IN_DOMAIN,0.8152745450345377
i want you to turn the right aid down a bit,IN_DOMAIN,0.926748563105364
can you turn down my hearing aids,IN_DOMAIN,0.9942496505552303
i want you to decrease the volume on the hearing aids,IN_DOMAIN,0.9836231148130586
i need to turn the sound down on my right aid,IN_DOMAIN,0.9820475718171026
help me reduce my hearing aids volume,IN_DOMAIN,0.97205094860595
i want you to reduce the volume on my left hearing aid,IN_DOMAIN,0.993375963139624
"hey, bring down the volume on my left hearing aid",IN_DOMAIN,0.9972347851075458
can you volume down right aid,IN_DOMAIN,0.9469350972969963
just lower my devices,IN_DOMAIN,0.947502520560475
lower the volume,IN_DOMAIN,0.9150072218020487
"the right aid is blasting way too loud, turn it down",IN_DOMAIN,0.8372723031299267
i need you to lower the right aid,IN_DOMAIN,0.934923706892396
turn down the volume on the hearing aid,IN_DOMAIN,0.9937223962854317
i want you to turn the sound down on the hearing aids,IN_DOMAIN,0.9869260128525181
hey can you make my devices quieter,IN_DOMAIN,0.9522878381741101
hey can you turn down the volume on my device,IN_DOMAIN,0.9949590536514775
i'm trying to decrease my devices volume,IN_DOMAIN,0.9740934819618285
kindly dial down my hearing device,IN_DOMAIN,0.9788717813774673
could you please turn my hearing device down a bit,IN_DOMAIN,0.9552478200257793
lower the level,IN_DOMAIN,0.783980350475009
hush it up,IN_DOMAIN,0.6609294850067868
i want you to turn down my left hearing aid,IN_DOMAIN,0.9936888557341877
i'm trying to turn down the volume on the hearing aids,IN_DOMAIN,0.9953720274121014
i'd like you to make my hearing aids quieter,IN_DOMAIN,0.989304652560172
i need to turn down the volume on both hearing aids,IN_DOMAIN,0.9943559013260599
quickly ease down the volume on my hearing aids,IN_DOMAIN,0.9949150925057743
let's lower the volume on my hearing devices,IN_DOMAIN,0.99452360871684
turn down the volume,IN_DOMAIN,0.9542714504292595
decrease the right hearing aid,IN_DOMAIN,0.9233420319797637
help me soften my devices,IN_DOMAIN,0.8622070522735585
i want you to make my aids quieter,IN_DOMAIN,0.9381785185439602
would you please dial down my hearing devices,IN_DOMAIN,0.9761739361121613
i'm trying to tone down my hearing aid,IN_DOMAIN,0.9875172467318547
hey can you turn the sound down on my hearing aid,IN_DOMAIN,0.9953207926981038
would you decrease the left aid volume,IN_DOMAIN,0.9697059779934342
please turn down my right aid,IN_DOMAIN,0.9442791600590821
i'm trying to bring down the volume on my hearing aids,IN_DOMAIN,0.9968103845022671
i want to tone down my right hearing aid,IN_DOMAIN,0.9709061875202872
i'd like to turn down my left aid,IN_DOMAIN,0.995153553412678
could you reduce the volume on both my aids,IN_DOMAIN,0.9722332859503706
kindly turn the sound down on my device,IN_DOMAIN,0.983754056407965
i would like to make the left aid softer,IN_DOMAIN,0.9438827363276593
could you tone down both my aids,IN_DOMAIN,0.94325979028247
i need to dial down the left aid,IN_DOMAIN,0.9380338322774079
make voices stand out more,IN_DOMAIN,0.6342617973844861
i want you to raise my right hearing aid,IN_DOMAIN,0.9636976217812568
i want you to increase the volume on my right hearing aid,IN_DOMAIN,0.9814612079455893
max out my hearing aid a little,IN_DOMAIN,0.9545149167547529
i'd like you to increase the volume on my devices,IN_DOMAIN,0.9871187639500782
can you please bring up the volume on my right ear hearing aid,IN_DOMAIN,0.9889217077813675
would you please boost the volume on the hearing aids,IN_DOMAIN,0.9745418943556069
i'd like you to turn up my aids,IN_DOMAIN,0.9942302740013065
i would like to raise my aids,IN_DOMAIN,0.9783068910021705
could you push the volume up on my right hearing aid,IN_DOMAIN,0.9802666419894414
help me turn my right hearing aid up a bit,IN_DOMAIN,0.9509164494735897
go ahead and amplify my left aid,IN_DOMAIN,0.9519129765492291
i need you to turn the sound up on both hearing aids,IN_DOMAIN,0.9901062463310321
"hey, turn the sound up on my devices",IN_DOMAIN,0.9905260010171333
"hey, turn my aids up a bit",IN_DOMAIN,0.9793579257205373
i'm trying to push the volume up on my devices,IN_DOMAIN,0.9869641701056616
dial up my hearing devices,IN_DOMAIN,0.9818310355421052
"hey, turn up the volume on my device",IN_DOMAIN,0.9957810873224978
i'm trying to turn up my right aid,IN_DOMAIN,0.9859256630335593
"it's hard to hear the tv through my left hearing aid, please increase the volume",IN_DOMAIN,0.9501388619230082
kindly max out my hearing device a little,IN_DOMAIN,0.962043387902323
kindly push the volume up on both my aids,IN_DOMAIN,0.9844993747705368
"my right aid is way too quiet, please raise the volume",IN_DOMAIN,0.8950741558923447
i'd like to max out the right aid a little,IN_DOMAIN,0.9389967318682999
can you make things easier to hear?,IN_DOMAIN,0.7176965404938047
"hey, turn up the volume on both my aids",IN_DOMAIN,0.996250540515301
let's make my aids louder,IN_DOMAIN,0.9281461925616799
i need you to raise the volume on my left ear hearing aid,IN_DOMAIN,0.9947731793153136
the sound is faint,IN_DOMAIN,0.5512543500637186
could you please louden my left aid,IN_DOMAIN,0.9104017959916936
i'm trying to increase the volume on the right aid,IN_DOMAIN,0.9652660340549006
crank the sound up a bit,IN_DOMAIN,0.7455756150552679
help me raise my device,IN_DOMAIN,0.8443740005330087
help me bring up the volume on my right ear hearing aid,IN_DOMAIN,0.9866487241719483
can you increase my right hearing aid volume,IN_DOMAIN,0.960736982724594
i'm trying to raise my devices,IN_DOMAIN,0.9633185822669521
kindly boost the volume on both hearing aids,IN_DOMAIN,0.9828483689552201
hey can you crank up my devices,IN_DOMAIN,0.9664141237328931
help me make my left hearing aid louder,IN_DOMAIN,0.9434334051886167
can you please louden my device,IN_DOMAIN,0.8828944429128212
i'm trying to make both my aids louder,IN_DOMAIN,0.9527150429490876
quickly raise the volume on my devices,IN_DOMAIN,0.9849688364668038
would you turn up my aids,IN_DOMAIN,0.9886646426618929
turn up the hearing aid volume,IN_DOMAIN,0.9916113631735433
people sound too soft,IN_DOMAIN,0.7183590811375837
i'm trying to increase my hearing aids volume,IN_DOMAIN,0.985654692492954
could you louden the hearing aids,IN_DOMAIN,0.9136140476010151
would you bring up the volume on my right aid,IN_DOMAIN,0.9930060583231813
would you please turn the sound up on the right aid,IN_DOMAIN,0.9627875578295612
would you please turn up my hearing aid,IN_DOMAIN,0.9907176099222943
i want to amplify the right aid,IN_DOMAIN,0.8741703695649864
can you bring up the volume on both my aids,IN_DOMAIN,0.9910699484415186
hey can you raise the volume on my right ear hearing aid,IN_DOMAIN,0.9917163410268103
can you please turn up my hearing aid,IN_DOMAIN,0.9870549840595565
help me push the volume up on my hearing aid,IN_DOMAIN,0.982315420156048
make the volume more on hearing aids,IN_DOMAIN,0.9703532628063026
can you make my right hearing aid louder,IN_DOMAIN,0.945950945206441
i need you to louden the right aid,IN_DOMAIN,0.9033100203274873
could you please dial up the left aid,IN_DOMAIN,0.8776304622365868
kindly increase the left aid volume,IN_DOMAIN,0.9498194474085228
kindly max out my left hearing aid a little,IN_DOMAIN,0.9723749343915399
could you please push the volume up on my device,IN_DOMAIN,0.9518188195611503
turn up my hearing aids,IN_DOMAIN,0.9968808710982918
let's increase the volume on my left ear hearing aid,IN_DOMAIN,0.9887396278981249
i would like to bring up the volume on the left aid,IN_DOMAIN,0.9950478463148477
i need stronger audio,IN_DOMAIN,0.626536963527711
could you turn up my devices,IN_DOMAIN,0.9622459189580385
i want you to turn up the volume on my aids,IN_DOMAIN,0.996022832864547
just louden the hearing aids,IN_DOMAIN,0.9445614921675188
kindly increase the right aid volume,IN_DOMAIN,0.9247123153750678
i'd like to louden my left hearing aid,IN_DOMAIN,0.9910916727110647
"hey, amplify my hearing aid",IN_DOMAIN,0.981795582457562
could you turn up the volume on my left ear hearing aid,IN_DOMAIN,0.9964001177875146
i want to bring up the volume on my hearing devices,IN_DOMAIN,0.9946119925173117
bring the sound up,IN_DOMAIN,0.8549269939172232
more volume on hearing aid,IN_DOMAIN,0.9874640494814655
can you louden my hearing aid,IN_DOMAIN,0.9703537193330249
i need you to bump up the volume on my right aid,IN_DOMAIN,0.9816128760433326
let's dial up my right hearing aid,IN_DOMAIN,0.9718663803095408
kindly turn up my right aid,IN_DOMAIN,0.9812370193218867
let's bring up the volume on my hearing device,IN_DOMAIN,0.9946617610132876
can you it's too low turn it up,IN_DOMAIN,0.7651361904822704
i'm trying to louden both hearing aids,IN_DOMAIN,0.9688470081092576
i want to crank up my device,IN_DOMAIN,0.9297222020885614
please amplify my left ear hearing aid,IN_DOMAIN,0.9592402611152903
i want to turn up the volume on my hearing aid,IN_DOMAIN,0.9976750436811568
can you more volume please,IN_DOMAIN,0.7159661126990111
